EI,PMean,PDev,TModMean,TModDev,Energy,Energy 1,Energy 2,etaMean,etaDev,etaMean 1,etaMean 2,Resa,Availability Inv 1,Availability Inv 2
215710.08531126467,95.25859366837321,179.45514798698736,12.212556448948122,10.136968407292818,152467.86204274485,81706.90048685845,70870.98606409144,0.7627756428515432,0.41332274755012677,0.0004087683313011747,0.00035455774895961083,34305.26895961759,0.960618846694796,0.9071729957805907
