QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.098714782677305,0.007313444794515907,202.31659418439713,14.129109287579086,26.75056184397163,0.2457000613374248,0.7890436236475746,0.005074826343446831,4855.598260425531,1019.6756346893616,1.0
