QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.053080674819719766,0.046387759026958526,112.30769219319562,98.74017332048771,17.77356849215067,11.037587624477336,0.7585063737024637,0.1256432577398516,49897.74610297585,10478.526681624928,0.5710814094775213
