Power,Var2,Var3,Eta
"{'last_value': 157.5423, 'MaxScala': 0     43.30
1     19.60
2    926.64
3    997.44
4    259.30
5    248.00
6    100.00
7       NaN
8    400.00
9    250.00
Name: potenza_installata_kWp, dtype: float64, 'inf': 0.0, 'sup': 0.0}","{'last_value': 0.07503554, 'MaxScala': 0    80.0
Name: Var2_max, dtype: float64, 'Media': 0    69.4
Name: Var2_media, dtype: float64, 'Dev': 0    15.0
Name: Var2_dev, dtype: float64}","{'last_value': 26.79384, 'MaxScala': 0    40.0
Name: Var3_max, dtype: float64, 'Media': 0    69.4
Name: Var2_media, dtype: float64, 'Dev': 0    15.0
Name: Var2_dev, dtype: float64}","{'last_value': 0.007987781971891629, 'MaxScala': 100, 'Media': 0, 'Dev': 0}"
