QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.03587870625,0.009883066500457281,91.94730625,26.560556196688744,30.400532291666664,0.39009136496434804,0.8401780094932236,0.03063411571692269,2206.73535,463.41442349999994,1.0
