QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.029132923818820773,0.0152130567992708,73.79390511518938,39.26448622053514,30.613975829754,0.8879331646593326,0.8145102781565214,0.05333494081243528,47230.25159595373,9918.352835150283,0.9148770011714175
