QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.06404577894736843,6.643199957334577e-05,140.06235789473683,0.14272887553455252,27.104796842105262,0.003830936470136911,0.8065415861583678,0.001161523910484014,1308.3380475789472,274.75098999157893,1.0
