QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.09094988900622317,0.019019115176297164,187.90619959634947,38.85265324711425,26.58297221707106,2.4394716959306284,0.7875447865380859,0.029483175056145432,736935.9097821184,154756.54105424485,0.9739941118743867
