t,PAC_PV,P_BESS,P_Grid,IBat,TBat,VBat,Soc,FreqIn,FreqOut,nCicli,Assorbita,Consumata
2023-06-26 00:00:00,13.3125,-247.605,-9001.18,-3.7,37.0,48.58,18.0,50.1046,50.02,44,9262.0975,9142.42
2023-06-26 00:05:00,16.125,-275.22,-9137.36,-4.5,36.9,48.58,18.0,50.1046,50.02,44,9428.705,9306.16
2023-06-26 00:10:00,16.125,-253.943,-9900.98,-1.8,36.9,48.58,18.0,50.1046,50.1479,44,10171.048,10055.5
2023-06-26 00:15:00,13.547,-234.023,-9482.85,-5.1,36.8,48.57,18.0,50.1046,50.2765,44,9730.42,9604.98
2023-06-26 00:20:00,13.125,-248.335,-9234.26,-6.5,36.7,48.57,18.0,50.1046,50.1479,44,9495.72,9367.47
2023-06-26 00:25:00,15.8438,-253.685,-8973.4,-2.2,36.6,48.56,18.0,50.1046,50.1479,44,9242.9288,9135.11
2023-06-26 00:30:00,16.0871,-431.989,-8955.12,-2.0,36.5,48.54,18.0,50.1046,50.2765,44,9403.1961,9275.39
2023-06-26 00:35:00,13.9688,-163.539,-8741.57,-2.3,36.4,48.56,18.0,50.1046,50.1479,44,8919.077800000001,8814.0
2023-06-26 00:40:00,13.6354,-350.342,-8892.53,-6.7,36.4,48.54,18.0,50.1046,50.2765,44,9256.5074,9136.02
2023-06-26 00:45:00,16.5694,-321.964,-9054.03,-24.5,36.3,48.5,18.0,50.1046,50.2765,44,9392.5634,9264.2
2023-06-26 00:50:00,16.0871,-302.404,-9035.58,-7.1,36.2,48.51,17.0,50.1046,50.2765,44,9354.0711,9217.15
2023-06-26 00:55:00,13.0313,-332.968,-9210.92,-1.3,36.1,48.52,17.0,50.1046,50.2765,44,9556.9193,9416.86
2023-06-26 01:00:00,13.5,-201.192,-8894.2,-6.0,36.0,48.52,17.0,50.1046,50.1479,44,9108.892,8988.76
2023-06-26 01:05:00,16.125,-307.469,-8790.59,-2.9,35.9,48.51,17.0,50.1046,50.2765,44,9114.184,8989.29
2023-06-26 01:10:00,15.993,-234.716,-9096.63,16.8,35.9,48.52,17.0,50.1046,50.2765,44,9347.339,9238.13
2023-06-26 01:15:00,13.5,-285.612,-8683.72,-2.7,35.8,48.5,17.0,50.1046,50.1479,44,8982.831999999999,8864.83
2023-06-26 01:20:00,13.5938,-302.771,-8386.77,-2.4,35.7,48.49,17.0,50.1046,50.1479,44,8703.134800000002,8588.04
2023-06-26 01:25:00,16.0871,-203.022,-8478.91,-31.1,35.6,48.46,17.0,50.1046,50.2765,44,8698.019100000001,8580.64
2023-06-26 01:30:00,16.0313,-256.546,-8505.4,-1.8,35.5,48.49,17.0,50.1046,50.2765,44,8777.9773,8666.22
2023-06-26 01:35:00,13.3125,-264.909,-8337.16,-1.8,35.4,48.47,17.0,50.1046,50.1479,44,8615.3815,8524.98
2023-06-26 01:40:00,6.88194,-285.658,-8646.93,-70.1,35.4,48.39,17.0,50.1046,50.1479,44,8939.469939999999,8818.57
2023-06-26 01:45:00,16.1812,-300.168,-8672.54,-2.0,35.3,48.46,17.0,50.1046,50.1479,44,8988.889200000001,8846.11
2023-06-26 01:50:00,16.125,-258.006,-8658.46,-2.3,35.2,48.45,17.0,50.1046,50.1479,44,8932.590999999999,8815.51
2023-06-26 01:55:00,13.125,-328.512,-8796.05,-2.5,35.1,48.44,17.0,50.1046,50.1479,44,9137.687,9012.56
2023-06-26 02:00:00,13.9688,-28.7785,-8761.75,0.0,35.0,48.48,16.0,50.1046,50.1479,44,8804.4973,8754.67
2023-06-26 02:05:00,16.2753,-9.35946,-8609.16,-0.2,34.9,48.49,16.0,50.1046,50.2765,44,8634.794759999999,8588.97
2023-06-26 02:10:00,15.6563,-9.53123,-8582.15,-0.2,34.9,48.5,16.0,50.1046,50.2765,44,8607.33753,8561.17
2023-06-26 02:15:00,13.125,-1.65035,-8601.04,0.0,34.8,48.51,16.0,50.1046,50.1479,44,8615.81535,8578.45
2023-06-26 02:20:00,13.2708,0.0,-8590.67,0.0,34.7,48.51,16.0,50.1046,50.1479,44,8603.9408,8569.5
2023-06-26 02:25:00,15.1667,0.0,-8725.77,0.0,34.6,48.52,16.0,50.1046,50.1479,44,8740.9367,8706.71
2023-06-26 02:30:00,15.0383,0.0,-8830.48,0.0,34.5,48.52,16.0,50.1046,50.1479,44,8845.5183,8811.45
2023-06-26 02:35:00,13.2708,0.0,-9509.52,0.0,34.4,48.52,16.0,50.1046,50.1479,44,9522.7908,9488.48
2023-06-26 02:40:00,12.6389,0.0,-8980.17,0.0,34.4,48.52,16.0,50.1046,50.2765,44,8992.8089,8958.85
2023-06-26 02:45:00,14.0833,0.0,-8870.26,0.0,34.3,48.52,16.0,50.1046,50.1479,44,8884.3433,8850.86
2023-06-26 02:50:00,15.1289,0.0,-8766.14,0.0,34.2,48.52,16.0,50.1046,50.2765,44,8781.2689,8747.25
2023-06-26 02:55:00,14.9861,0.0,-8635.66,0.0,34.1,48.52,16.0,50.1046,50.2765,44,8650.6461,8616.72
2023-06-26 03:00:00,13.125,0.0,-8673.33,0.0,34.1,48.53,16.0,50.1046,50.2765,44,8686.455,8652.48
2023-06-26 03:05:00,13.5,0.0,-8730.44,0.0,34.0,48.53,16.0,50.1046,50.1479,44,8743.94,8709.85
2023-06-26 03:10:00,15.9375,0.0,-8701.63,0.0,33.9,48.53,16.0,50.1046,50.1479,44,8717.5675,8683.45
2023-06-26 03:15:00,15.9375,0.0,-8752.34,0.0,33.8,48.53,16.0,50.1046,50.2765,44,8768.2775,8734.54
2023-06-26 03:20:00,13.7352,0.0,-8454.45,0.0,33.8,48.53,16.0,50.1046,50.2765,44,8468.1852,8434.58
2023-06-26 03:25:00,13.0313,0.0,-8364.18,0.0,33.7,48.53,16.0,50.1046,50.02,44,8377.2113,8343.61
2023-06-26 03:30:00,15.375,0.0,-8332.59,0.0,33.6,48.53,16.0,50.1046,50.2765,44,8347.965,8313.91
2023-06-26 03:35:00,16.2708,0.0,-8069.38,0.0,33.6,48.53,16.0,50.1046,50.1479,44,8085.6508,8051.78
2023-06-26 03:40:00,14.3403,0.0,-7863.69,0.0,33.5,48.53,16.0,50.1046,50.1479,44,7878.030299999999,7844.66
2023-06-26 03:45:00,13.125,0.0,-7921.69,0.0,33.4,48.53,16.0,50.1046,50.2765,44,7934.815,7901.57
2023-06-26 03:50:00,17.0105,0.0,-8386.46,0.0,33.4,48.53,16.0,50.1046,50.1479,44,8403.4705,8369.88
2023-06-26 03:55:00,16.1597,0.0,-8415.31,0.0,33.3,48.53,16.0,50.1046,50.1479,44,8431.4697,8398.59
2023-06-26 04:00:00,13.3125,0.0,-8257.55,0.0,33.2,48.53,16.0,50.3629,50.1479,44,8270.8625,8237.45
2023-06-26 04:05:00,14.6007,0.0,-8082.31,0.0,33.1,48.53,16.0,50.1046,50.1479,44,8096.9107,8063.9
2023-06-26 04:10:00,15.5,0.0,-8184.29,0.0,33.1,48.53,16.0,50.1046,50.1479,44,8199.79,8166.88
2023-06-26 04:15:00,15.1289,0.0,-8141.21,0.0,33.0,48.53,16.0,50.1046,50.1479,44,8156.3389,8123.37
2023-06-26 04:20:00,12.8194,0.0,-8284.35,0.0,32.9,48.53,16.0,50.1046,50.1479,44,8297.1694,8265.58
2023-06-26 04:25:00,12.6389,0.0,-7898.92,0.0,32.9,48.53,16.0,50.1046,50.1479,44,7911.5589,7879.57
2023-06-26 04:30:00,15.6563,0.0,-7931.54,0.0,32.8,48.53,16.0,50.1046,50.2765,44,7947.1963,7915.28
2023-06-26 04:35:00,15.6132,0.0,-7952.09,0.0,32.7,48.53,16.0,50.1046,50.1479,44,7967.7032,7936.16
2023-06-26 04:40:00,13.9028,0.0,-7990.77,0.0,32.7,48.53,16.0,50.1046,50.1479,44,8004.6728,7972.69
2023-06-26 04:45:00,12.6389,0.0,-8259.63,0.0,32.6,48.53,16.0,50.1046,50.1479,44,8272.2689,8240.69
2023-06-26 04:50:00,15.4444,0.0,-8339.26,0.0,32.6,48.52,16.0,50.1046,50.1479,44,8354.7044,8324.15
2023-06-26 04:55:00,14.9861,0.0,-9025.32,0.0,32.5,48.52,16.0,50.1046,50.1479,44,9040.3061,9010.01
2023-06-26 05:00:00,14.4948,0.0,-8410.86,0.0,32.4,48.52,16.0,50.1046,50.1479,44,8425.354800000001,8395.82
2023-06-26 05:05:00,13.3681,0.0,-8195.65,0.0,32.4,48.52,16.0,50.1046,50.2765,44,8209.0181,8178.39
2023-06-26 05:10:00,15.0,0.0,-8181.92,0.0,32.3,48.52,16.0,50.1046,50.1479,44,8196.92,8165.45
2023-06-26 05:15:00,15.8438,0.0,-7979.61,0.0,32.2,48.52,16.0,50.1046,50.1479,44,7995.453799999999,7963.73
2023-06-26 05:20:00,14.9063,0.0,-7949.91,0.0,32.2,48.52,16.0,50.1046,50.02,44,7964.816299999999,7933.15
2023-06-26 05:25:00,12.9268,0.0,-7690.33,0.0,32.1,48.52,16.0,50.1046,50.1479,44,7703.2568,7671.1
2023-06-26 05:30:00,13.0903,0.0,-7580.14,0.0,32.1,48.52,16.0,50.1046,50.1479,44,7593.2303,7560.82
2023-06-26 05:35:00,11.1944,0.0,-7856.4,0.0,32.0,48.52,16.0,50.1046,50.02,44,7867.5944,7834.78
2023-06-26 05:40:00,14.0833,0.0,-7814.29,0.0,31.9,48.52,16.0,50.1046,50.4058,44,7828.3733,7795.31
2023-06-26 05:45:00,14.875,0.0,-8123.69,0.0,31.9,48.52,16.0,50.1046,50.2765,44,8138.565,8104.79
2023-06-26 05:50:00,17.6585,0.0,-8233.17,0.0,31.8,48.52,16.0,50.1046,50.02,44,8250.8285,8217.88
2023-06-26 05:55:00,15.0694,0.0,-8201.44,0.0,31.8,48.52,16.0,50.1046,50.2765,44,8216.5094,8182.69
2023-06-26 06:00:00,34.0556,0.0,-8275.24,0.0,31.7,48.52,16.0,50.1046,50.2765,44,8309.2956,8275.52
2023-06-26 06:05:00,305.09,0.0,-7883.64,0.0,31.6,48.52,16.0,50.1046,50.1479,44,8188.73,8154.22
2023-06-26 06:10:00,734.913,0.0,-7297.0,0.0,31.6,48.52,16.0,50.1046,50.2765,44,8031.913,7998.77
2023-06-26 06:15:00,1213.66,0.0,-6784.77,0.0,31.5,48.52,16.0,50.1046,50.2765,44,7998.43,7962.74
2023-06-26 06:20:00,1642.25,0.0,-6250.57,0.0,31.5,48.52,16.0,50.1046,50.1479,44,7892.82,7857.98
2023-06-26 06:25:00,2146.09,0.0,-5874.32,0.0,31.4,48.52,16.0,50.1046,50.1479,44,8020.41,7987.84
2023-06-26 06:30:00,2717.25,0.0,-5219.56,0.0,31.4,48.52,16.0,50.1046,50.2765,44,7936.81,7902.16
2023-06-26 06:35:00,3289.56,0.0,-4577.28,0.0,31.4,48.52,16.0,50.1046,50.2765,44,7866.84,7832.94
2023-06-26 06:40:00,3892.51,0.0,-4288.57,0.0,31.3,48.52,16.0,50.1046,50.2765,44,8181.08,8147.81
2023-06-26 06:45:00,4503.37,0.0,-3762.17,0.0,31.2,48.52,16.0,50.1046,50.4058,44,8265.54,8231.51
2023-06-26 06:50:00,5131.28,0.0,-3281.62,0.0,31.2,48.51,16.0,50.1046,50.2765,44,8412.9,8379.94
2023-06-26 06:55:00,5893.24,0.0,-2497.14,0.0,31.2,48.51,16.0,50.1046,50.1479,44,8390.38,8356.54
2023-06-26 07:00:00,6673.61,0.0,-1790.68,0.0,31.1,48.51,16.0,50.1046,50.1479,44,8464.289999999999,8432.26
2023-06-26 07:05:00,7492.11,0.0,-1095.79,0.0,31.1,48.51,16.0,50.1046,50.1479,44,8587.9,8552.8
2023-06-26 07:10:00,8257.61,68.4406,-461.625,2.9,31.0,48.54,16.0,50.1046,50.2765,44,8650.7944,8576.0
2023-06-26 07:15:00,9155.68,543.397,-144.132,20.9,31.0,48.68,16.0,50.1046,50.2765,44,8756.414999999999,8646.35
2023-06-26 07:20:00,10034.9,1303.03,63.4931,37.7,30.9,48.89,17.0,50.1046,50.2765,44,8668.3769,8511.68
2023-06-26 07:25:00,10894.0,1918.02,27.3484,48.2,30.9,49.07,17.0,50.1046,50.1479,44,8948.631599999999,8754.79
2023-06-26 07:30:00,11653.5,2744.38,14.3889,57.1,30.8,49.21,18.0,50.1046,50.2765,44,8894.7311,8624.57
2023-06-26 07:35:00,12383.8,2740.57,37.0,62.1,30.8,49.29,19.0,50.1046,50.2765,44,9606.23,9332.82
2023-06-26 07:40:00,13177.1,3615.74,26.9582,81.3,30.8,49.41,20.0,50.1046,50.1479,44,9534.4018,9154.09
2023-06-26 07:45:00,13870.8,3945.77,-5.47917,67.5,30.7,49.46,21.0,50.1046,50.1479,44,9930.50917,9501.52
2023-06-26 07:50:00,14521.7,3822.26,6.10069,100.5,30.7,49.54,22.0,50.1046,50.1479,44,10693.33931,10276.6
2023-06-26 07:55:00,15008.9,4492.51,3.78819,98.2,30.7,49.6,23.0,50.1046,50.02,44,10512.60181,10023.7
2023-06-26 08:00:00,15227.4,4848.62,-6.01045,100.0,30.7,49.68,24.0,50.1046,50.1479,44,10384.79045,9822.51
2023-06-26 08:05:00,15575.6,5159.44,1.59028,101.9,30.7,49.75,25.0,50.1046,50.2765,44,10414.56972,9802.04
2023-06-26 08:10:00,15749.6,5327.48,7.28819,109.0,30.7,49.82,27.0,50.1046,50.2765,44,10414.83181,9786.42
2023-06-26 08:15:00,16033.0,5322.72,-23.191,116.6,30.7,49.86,28.0,50.1046,50.1479,44,10733.471,10075.6
2023-06-26 08:20:00,16276.3,5265.36,0.156794,108.6,30.7,49.87,29.0,50.1046,50.2765,44,11010.783206,10400.2
2023-06-26 08:25:00,16495.5,5019.59,6.1875,86.4,30.8,49.85,30.0,50.1046,50.2765,44,11469.7225,10884.7
2023-06-26 08:30:00,16691.4,4218.77,-0.496528,85.8,30.8,49.86,32.0,50.1046,50.1479,44,12473.126528,11982.1
2023-06-26 08:35:00,16809.1,3731.01,-4.20209,85.6,30.9,49.86,32.0,50.1046,50.1479,44,13082.292089999995,12654.0
2023-06-26 08:40:00,17033.7,4281.95,-0.8125,88.8,31.0,49.88,34.0,50.1046,50.2765,44,12752.5625,12263.9
2023-06-26 08:45:00,17201.9,4324.0,-2.16319,91.4,31.1,49.89,35.0,50.1046,50.1479,44,12880.06319,12375.1
2023-06-26 08:50:00,17563.9,4541.29,-3.16667,97.9,31.3,49.91,36.0,50.1046,50.2765,44,13025.77667,12475.2
2023-06-26 08:55:00,17795.5,4885.09,-8.90592,100.9,31.4,49.92,37.0,50.1046,50.1479,44,12919.31592,12323.8
2023-06-26 09:00:00,17910.6,4873.14,-7.30208,100.5,31.6,49.92,38.0,50.1046,50.1479,44,13044.76208,12454.7
2023-06-26 09:05:00,18024.4,5025.56,-12.8993,54.7,31.8,49.86,39.0,50.1046,50.02,44,13011.7393,12414.4
2023-06-26 09:10:00,18245.3,5028.27,5.58537,107.9,32.0,49.94,41.0,50.1046,50.2765,44,13211.444629999998,12557.1
2023-06-26 09:15:00,18548.6,5470.27,-1.24306,108.4,32.2,49.95,42.0,50.1046,50.2765,44,13079.57306,12392.2
2023-06-26 09:20:00,18585.4,5626.35,6.92014,119.5,32.4,49.97,43.0,50.1046,50.2765,44,12952.129860000005,12228.0
2023-06-26 09:25:00,18751.9,5539.26,-8.82292,107.8,32.6,49.96,45.0,50.1046,50.1479,44,13221.46292,12502.2
2023-06-26 09:30:00,18840.9,5278.38,-5.73868,110.0,32.8,49.97,46.0,50.1046,50.1479,44,13568.25868,12895.0
2023-06-26 09:35:00,19063.7,5353.62,-3.40278,106.6,33.0,49.96,48.0,50.1046,50.1479,44,13713.482780000002,13041.1
2023-06-26 09:40:00,19202.1,5218.78,-13.1493,110.2,33.2,49.98,49.0,50.1046,50.2765,44,13996.4693,13310.7
2023-06-26 09:45:00,19378.8,5416.09,-8.777,110.0,33.4,50.0,50.0,50.1046,50.1479,44,13971.486999999996,13281.3
2023-06-26 09:50:00,19394.9,4953.02,0.232639,69.8,33.5,49.95,51.0,50.1046,50.1479,44,14441.647361,13855.9
2023-06-26 09:55:00,19602.4,5569.88,-17.875,116.1,33.7,50.03,53.0,50.1046,50.2765,44,14050.395,13305.1
2023-06-26 10:00:00,19503.8,5568.88,-7.20209,116.4,33.9,50.05,54.0,50.1046,50.2765,44,13942.122089999995,13210.7
2023-06-26 10:05:00,19747.7,5798.18,-9.89931,121.9,34.1,50.08,56.0,50.1046,50.1479,44,13959.41931,13172.6
2023-06-26 10:10:00,19832.0,5929.99,-9.55903,119.4,34.4,50.11,57.0,50.1046,50.1479,44,13911.56903,13106.8
2023-06-26 10:15:00,19899.2,5806.12,-8.48084,118.6,34.6,50.13,59.0,50.1046,50.1479,44,14101.560840000002,13325.1
2023-06-26 10:20:00,19958.1,5886.7,-7.73264,122.6,34.8,50.17,60.0,50.1046,50.1479,44,14079.132639999996,13289.6
2023-06-26 10:25:00,19902.3,6014.7,1.45486,118.8,35.0,50.21,62.0,50.1046,50.2765,44,13886.145139999997,13067.4
2023-06-26 10:30:00,19996.4,5571.44,-6.18118,96.6,35.2,50.2,63.0,50.1046,50.1479,44,14431.141180000002,13716.5
2023-06-26 10:35:00,20184.9,4637.86,-14.1806,104.7,35.3,50.27,64.0,50.1046,50.1479,44,15561.2206,14969.9
2023-06-26 10:40:00,20241.3,5431.29,3.40278,125.5,35.5,50.38,65.0,50.1046,50.1479,44,14806.607219999998,14077.0
2023-06-26 10:45:00,20444.9,6017.65,-12.2892,109.6,35.6,50.43,67.0,50.1046,50.1479,44,14439.5392,13614.8
2023-06-26 10:50:00,20520.6,5067.83,-10.1354,110.8,35.7,50.46,68.0,50.1046,50.1479,44,15462.905399999998,14829.5
2023-06-26 10:55:00,20310.8,5832.88,3.10417,120.4,35.8,50.51,70.0,50.1046,50.1479,44,14474.81583,13686.3
2023-06-26 11:00:00,20383.7,6262.36,-5.777,125.9,35.8,50.54,71.0,50.1046,50.2765,44,14127.116999999998,13246.0
2023-06-26 11:05:00,20609.9,5379.02,-7.12153,130.6,35.9,50.55,73.0,50.1046,50.1479,44,15238.00153,14548.1
2023-06-26 11:10:00,20470.0,6386.55,-4.14583,125.4,36.0,50.55,74.0,50.1046,50.1479,44,14087.595830000002,13192.2
2023-06-26 11:15:00,20642.3,6016.53,3.32753,116.2,36.1,50.55,76.0,50.1046,50.1479,44,14622.442470000002,13800.6
2023-06-26 11:20:00,20712.1,6131.83,-2.31944,120.3,36.1,50.55,78.0,50.1046,50.02,44,14582.589439999998,13737.3
2023-06-26 11:25:00,20858.0,5553.05,-4.24306,96.4,36.2,50.49,79.0,50.1046,50.1479,44,15309.19306,14593.8
2023-06-26 11:30:00,21035.5,6272.3,-2.98606,130.6,36.3,50.59,81.0,50.1046,50.1479,44,14766.18606,13877.8
2023-06-26 11:35:00,21005.4,6353.82,-2.78472,119.2,36.4,50.57,82.0,50.1046,50.2765,44,14654.36472,13761.7
2023-06-26 11:40:00,20845.7,6187.19,-8.70486,124.2,36.5,50.59,84.0,50.1046,50.1479,44,14667.214860000004,13791.5
2023-06-26 11:45:00,20820.5,6259.64,-2.18118,129.9,36.5,50.62,86.0,50.1046,50.1479,44,14563.04118,13680.2
2023-06-26 11:50:00,21062.8,6016.81,1.5,111.3,36.6,50.58,87.0,50.1046,50.2765,44,15044.489999999998,14230.0
2023-06-26 11:55:00,21054.5,5766.23,-3.14931,131.2,36.7,50.67,89.0,50.1046,50.1479,44,15291.41931,14484.7
2023-06-26 12:00:00,20948.5,6247.41,-4.91289,120.1,36.8,50.67,90.0,50.1046,50.1479,44,14706.00289,13826.3
2023-06-26 12:05:00,20830.9,6053.1,-4.375,128.8,36.9,50.7,91.0,50.1046,50.1479,44,14782.175,13942.3
2023-06-26 12:10:00,21063.8,6526.09,1.5625,110.3,37.0,50.74,93.0,50.1046,50.1479,44,14536.1475,13589.8
2023-06-26 12:15:00,20935.8,5400.98,22.1916,120.0,37.1,50.82,94.0,50.1046,50.1479,44,15512.6284,14805.6
2023-06-26 12:20:00,20942.7,5861.93,341.486,119.1,37.2,50.85,96.0,50.1046,50.1479,44,14739.284,13917.0
2023-06-26 12:25:00,20947.9,6065.45,147.038,118.7,37.3,51.05,97.0,50.1046,50.1479,44,14735.412,13881.1
2023-06-26 12:30:00,21066.5,5689.51,184.794,112.5,37.5,51.26,98.0,50.1046,50.1479,44,15192.195999999998,14434.9
2023-06-26 12:35:00,21168.7,5564.05,878.455,75.1,37.7,52.49,99.0,50.1046,50.2765,44,14726.195,13999.4
2023-06-26 12:40:00,21202.6,927.826,6696.96,-2.1,37.7,52.31,100.0,50.1046,50.1479,44,13577.813999999998,13412.9
2023-06-26 12:45:00,21133.3,-96.1966,7718.49,-2.8,37.7,51.9,100.0,50.1046,50.1479,44,13511.0066,13371.9
2023-06-26 12:50:00,21124.5,-62.9345,7437.72,-2.4,37.7,51.72,100.0,50.1046,50.2765,44,13749.714499999998,13583.2
2023-06-26 12:55:00,21132.7,-77.1965,6965.81,-2.5,37.7,51.56,100.0,50.1046,50.2765,44,14244.0865,14079.4
2023-06-26 13:00:00,21280.3,88.3024,6679.49,-2.5,37.6,51.66,100.0,50.1046,50.1479,44,14512.5076,14334.3
2023-06-26 13:05:00,21365.3,140.641,6162.91,-4.7,37.6,51.88,100.0,50.1046,50.1479,44,15061.749,14888.4
2023-06-26 13:10:00,21215.8,182.433,5989.36,1.3,37.5,52.2,100.0,50.1046,50.2765,44,15044.006999999998,14889.6
2023-06-26 13:15:00,21118.0,47.3895,5851.29,-2.9,37.5,52.23,100.0,50.1046,50.1479,44,15219.3205,15057.9
2023-06-26 13:20:00,21164.7,-6.9204,6181.71,-0.6,37.4,52.17,100.0,50.1046,50.1479,44,14989.910400000002,14856.3
2023-06-26 13:25:00,21242.2,-96.2657,6228.44,-3.8,37.4,51.96,100.0,50.1046,50.1479,44,15110.025700000002,14952.9
2023-06-26 13:30:00,21244.5,-100.549,7293.82,-2.8,37.3,51.77,100.0,50.1046,50.1479,44,14051.229,13888.3
2023-06-26 13:35:00,21246.4,-35.6644,6739.12,-2.0,37.3,51.69,100.0,50.1046,50.1479,44,14542.944400000002,14394.2
2023-06-26 13:40:00,21294.5,-7.53343,6513.96,-2.4,37.2,51.67,100.0,50.1046,50.1479,44,14788.07343,14619.4
2023-06-26 14:30:00,21152.0,459.994,5206.76,-3.5,36.8,52.74,100.0,50.1046,50.02,44,15485.246,15262.5
2023-06-26 14:35:00,21143.0,-16.9776,5294.47,26.1,36.7,52.74,100.0,50.1046,50.1479,44,15865.5076,15641.6
2023-06-26 14:40:00,21189.3,-45.1543,6769.17,-4.4,36.7,52.51,100.0,50.1046,50.1479,44,14465.2843,14300.8
2023-06-26 14:45:00,21027.6,-38.6273,7151.35,-0.4,36.7,52.46,100.0,50.1046,50.2765,44,13914.877299999998,13751.0
2023-06-26 14:50:00,20912.7,-49.6599,6915.58,3.0,36.6,52.36,100.0,50.1046,50.2765,44,14046.7799,13899.8
2023-06-26 14:55:00,20783.5,-44.3173,6953.97,-2.8,36.6,52.18,100.0,50.1046,50.1479,44,13873.8473,13738.4
2023-06-26 15:00:00,20668.5,-59.6202,6984.76,-3.6,36.5,52.03,100.0,50.1046,50.2765,44,13743.3602,13624.1
2023-06-26 15:05:00,20595.4,54.3186,5469.16,-0.9,36.5,52.1,100.0,50.1046,50.1479,44,15071.9214,14976.3
2023-06-26 15:10:00,20578.5,-42.3373,6048.36,-3.0,36.4,52.0,100.0,50.1046,50.2765,44,14572.4773,14411.0
2023-06-26 15:15:00,20427.6,-101.249,6109.61,-2.9,36.4,51.79,100.0,50.1046,50.2765,44,14419.238999999998,14271.8
2023-06-26 15:20:00,20428.6,-55.2715,6224.82,-2.7,36.4,51.69,100.0,50.1046,50.1479,44,14259.0515,14104.6
2023-06-26 15:25:00,20516.8,-117.039,6443.87,-3.2,36.3,51.51,100.0,50.1046,50.2765,44,14189.969,14029.2
2023-06-26 15:30:00,20311.5,45.7093,5760.33,-1.4,36.3,51.59,100.0,50.1046,50.1479,44,14505.4607,14322.3
2023-06-26 15:40:00,20083.9,109.52,5371.98,9.9,36.2,52.02,100.0,50.1046,50.2765,44,14602.4,14441.7
2023-06-26 15:45:00,19972.0,58.9403,5394.77,1.1,36.2,52.13,100.0,50.1046,50.2765,44,14518.2897,14348.1
2023-06-26 15:50:00,19931.9,-18.4229,5566.81,-19.6,36.2,52.0,100.0,50.1046,50.2765,44,14383.5129,14254.3
2023-06-26 15:55:00,19717.9,-64.1965,5700.51,-1.7,36.1,51.89,100.0,50.1046,50.1479,44,14081.5865,13952.9
2023-06-26 16:00:00,19371.9,-15.9803,5201.44,-3.3,36.1,51.83,100.0,50.1046,50.2765,44,14186.440300000002,14053.9
2023-06-26 16:05:00,19479.5,-80.8695,5427.61,30.9,36.1,51.73,100.0,50.1046,50.2765,44,14132.7595,13994.1
2023-06-26 16:10:00,19426.9,-72.928,5198.96,-1.6,36.0,51.58,100.0,50.1046,50.2765,44,14300.868000000002,14163.8
2023-06-26 16:15:00,19157.8,-82.1037,5140.64,-1.7,36.0,51.47,100.0,50.1046,50.2765,44,14099.2637,13928.0
2023-06-26 16:20:00,19132.3,-32.5254,3397.88,-0.6,36.0,51.45,100.0,50.1046,50.2765,44,15766.9454,15587.9
2023-06-26 16:25:00,18966.6,-75.8998,4409.44,-1.9,36.0,51.36,100.0,50.1046,50.1479,44,14633.0598,14476.8
2023-06-26 16:45:00,18376.3,98.297,3624.64,-11.4,35.9,51.28,100.0,50.1046,50.1479,44,14653.363,14484.2
2023-06-26 16:50:00,17980.2,32.8297,3819.47,-2.5,35.9,51.31,100.0,50.1046,50.1479,44,14127.9003,13980.2
2023-06-26 16:55:00,17882.2,773.729,2980.41,-1.5,35.9,52.75,100.0,50.1046,50.1479,44,14128.061000000002,13955.4
2023-06-26 17:00:00,17708.7,-47.0343,3723.28,0.0,35.9,52.51,100.0,50.1046,50.2765,44,14032.4543,13896.2
2023-06-26 17:05:00,17394.4,-68.5518,2823.28,-2.3,35.9,52.3,100.0,50.1046,50.2765,44,14639.6718,14526.5
2023-06-26 17:10:00,17223.3,-78.7746,3544.05,-2.3,35.8,52.11,100.0,50.1046,50.2765,44,13758.0246,13627.6
2023-06-26 17:15:00,16938.9,-117.59,2612.84,0.6,35.8,51.89,100.0,50.1046,50.1479,44,14443.65,14290.4
2023-06-26 17:20:00,17008.0,82.4887,2430.02,-2.8,35.8,52.07,100.0,50.1046,50.2765,44,14495.4913,14306.5
2023-06-26 17:25:00,16753.0,14.7423,2145.88,-28.0,35.8,52.05,100.0,50.1046,50.1479,44,14592.3777,14448.7
2023-06-26 17:30:00,16375.8,-2.22125,2098.1,-4.8,35.8,52.08,100.0,50.1046,50.1479,44,14279.92125,14093.7
2023-06-26 17:35:00,15992.7,-128.241,2075.95,0.0,35.8,51.83,100.0,50.1046,50.1479,44,14044.991,13902.1
2023-06-26 17:40:00,15530.1,-402.597,1206.17,-0.2,35.8,51.26,100.0,50.1046,50.1479,44,14726.527,14569.5
2023-06-26 17:45:00,15339.5,-148.295,1352.05,-3.1,35.8,51.1,100.0,50.1046,50.1479,44,14135.745,13998.2
2023-06-26 17:50:00,15135.2,-205.927,941.066,-2.3,35.8,50.91,100.0,50.1046,50.1479,44,14400.061,14259.3
2023-06-26 17:55:00,14803.8,-210.538,864.17,-4.4,35.8,50.72,100.0,50.1046,50.2765,44,14150.168,13999.3
2023-06-26 18:00:00,14486.6,-448.251,285.418,-22.4,35.8,50.41,100.0,50.1046,50.2765,44,14649.433,14505.0
2023-06-26 18:05:00,14226.8,-797.754,22.941,-2.9,35.8,50.09,99.0,50.1046,50.2765,44,15001.613,14844.1
