t,I,TMod,P
2023-01-01 00:00:00,0.7,6.6,0.033
2023-01-01 00:15:00,0.6,6.6,0.333
2023-01-01 00:30:00,0.6,6.5,0.133
2023-01-01 00:45:00,0.6,6.5,0.1
2023-01-01 01:00:00,0.7,6.4,0
2023-01-01 01:15:00,0.7,6.4,0
2023-01-01 01:30:00,0.7,6.4,0
2023-01-01 01:45:00,0.7,6.3,0
2023-01-01 02:00:00,0.6,6.4,0.067
2023-01-01 02:15:00,0.7,6.4,0
2023-01-01 02:30:00,0.7,6.5,0
2023-01-01 02:45:00,0.6,6.5,0
2023-01-01 03:00:00,0.6,6.5,0
2023-01-01 03:15:00,0.6,6.5,0.233
2023-01-01 03:30:00,0.6,6.6,0.067
2023-01-01 03:45:00,0.6,6.7,0.733
2023-01-01 04:00:00,0.7,6.7,0.133
2023-01-01 04:15:00,0.7,6.7,0.033
2023-01-01 04:30:00,0.7,6.7,0.567
2023-01-01 04:45:00,0.6,6.7,0.2
2023-01-01 05:00:00,0.7,6.7,0
2023-01-01 05:15:00,0.7,6.8,0.3
2023-01-01 05:30:00,0.7,6.8,0.133
2023-01-01 05:45:00,0.7,6.8,0.6
2023-01-01 06:00:00,0.7,6.8,0.033
2023-01-01 06:15:00,0.7,6.8,0.067
2023-01-01 06:30:00,0.7,6.8,0.633
2023-01-01 06:45:00,0.7,6.8,0.033
2023-01-01 07:00:00,0.7,6.8,0.033
2023-01-01 07:15:00,0.6,6.8,0.367
2023-01-01 07:30:00,0.7,6.9,0.567
2023-01-01 07:45:00,0.8,6.9,0
2023-01-01 08:00:00,1.5,6.9,0
2023-01-01 08:15:00,2.5,6.9,0.533
2023-01-01 08:30:00,4.8,6.9,0
2023-01-01 08:45:00,7.2,7.1,0.233
2023-01-01 09:00:01,6.9,7.3,0.2
2023-01-01 09:15:00,5.1,6.9,0
2023-01-01 09:30:01,4.9,6.6,0
2023-01-01 09:45:00,5.5,6.4,0
2023-01-01 10:00:00,7,6.4,0.8
2023-01-01 10:15:00,10.6,6.6,0.6
2023-01-01 10:30:00,16.5,6.8,2.433
2023-01-01 10:45:00,NaN,8.4,8.4
2023-01-01 11:00:00,35.9,9.4,13.167
2023-01-01 11:15:00,39.2,NaN,13.267
2023-01-01 11:30:00,36.3,9.4,13.867
2023-01-01 11:45:00,34.7,8.9,13.667
2023-01-01 12:00:00,38.3,NaN,14.633
2023-01-01 12:15:00,38.4,10.2,10.667
2023-01-01 12:30:00,37.7,8.9,15.367
2023-01-01 12:45:00,38.7,9.4,15.833
2023-01-01 13:00:00,37.9,8.9,16.933
2023-01-01 13:15:00,39.8,9.5,16.067
2023-01-01 13:30:01,42.8,9.1,15.7
2023-01-01 13:45:00,32.8,9.6,14.1
2023-01-01 14:00:00,32.3,9.2,9.267
2023-01-01 14:15:00,28.1,9.5,6.6
2023-01-01 14:30:00,28.1,9.5,11.433
2023-01-01 14:45:00,25,9.1,12.467
2023-01-01 15:00:00,16.8,9,6.417
2023-01-01 15:15:00,12.4,8.7,0
2023-01-01 15:30:00,10.9,8.5,1.467
2023-01-01 15:45:00,9.9,8.5,0.033
2023-01-01 16:00:00,9.2,8.5,0
2023-01-01 16:15:00,6.9,8.5,0
2023-01-01 16:30:00,4.3,8.4,0.033
2023-01-01 16:45:00,2,8.3,0
2023-01-01 17:00:00,1.1,8.1,0.133
2023-01-01 17:15:00,0.8,8.1,0.033
2023-01-01 17:30:00,0.7,8.1,0.033
2023-01-01 17:45:00,0.7,8.1,0
2023-01-01 18:00:00,0.7,8.1,0.067
2023-01-01 18:15:00,0.7,8.1,0.833
2023-01-01 18:30:00,0.7,8.1,0.067
2023-01-01 18:45:00,0.6,8.1,0.167
2023-01-01 19:00:00,0.7,8,0.233
2023-01-01 19:15:00,0.7,7.9,0.567
2023-01-01 19:30:00,0.7,7.8,0.2
2023-01-01 19:45:00,0.8,7.8,0.1
2023-01-01 20:00:00,0.7,7.8,0
2023-01-01 20:15:00,0.7,7.8,0.067
2023-01-01 20:30:00,0.7,7.8,0.033
2023-01-01 20:45:00,0.7,7.8,0.133
2023-01-01 21:00:00,0.7,7.9,0.2
2023-01-01 21:15:00,0.7,8,0.133
2023-01-01 21:30:00,0.8,8,0.1
2023-01-01 21:45:00,0.7,8.1,0.667
2023-01-01 22:00:00,0.7,8.1,0.067
2023-01-01 22:15:00,0.7,8,0.233
2023-01-01 22:30:00,0.7,8,0
2023-01-01 22:45:00,0.7,7.9,0
2023-01-01 23:00:00,0.6,7.9,0
2023-01-01 23:15:00,0.6,7.8,0
2023-01-01 23:30:01,0.6,7.7,1.033
2023-01-01 23:45:00,0.6,7.6,0.1
2023-01-02 00:00:00,0.6,7.6,0.067
2023-01-02 00:15:00,0.6,7.7,0.1
2023-01-02 00:30:00,0.6,7.7,0.633
2023-01-02 00:45:00,0.6,7.7,0
2023-01-02 01:00:00,0.6,7.7,0
2023-01-02 01:15:00,0.6,7.7,1.267
2023-01-02 01:30:00,0.6,7.7,0.067
2023-01-02 01:45:00,0.6,7.7,0.067
2023-01-02 02:00:00,0.6,7.6,0.233
2023-01-02 02:15:00,0.6,7.6,0
2023-01-02 02:30:00,0.6,7.6,0.2
2023-01-02 02:45:00,0.6,7.7,0.1
2023-01-02 03:00:00,0.6,7.7,0.667
2023-01-02 03:15:00,0.6,7.7,0.167
2023-01-02 03:30:00,0.6,7.7,0
2023-01-02 03:45:00,0.5,7.7,0.467
2023-01-02 04:00:00,0.5,7.7,0.067
2023-01-02 04:15:00,0.5,7.7,0.333
2023-01-02 04:30:00,0.5,7.7,0.067
2023-01-02 04:45:00,0.5,7.7,0
2023-01-02 05:00:00,0.5,7.7,0.767
2023-01-02 05:15:00,0.6,7.7,0
2023-01-02 05:30:00,0.6,7.6,0.2
2023-01-02 05:45:00,0.5,7.6,0
2023-01-02 06:00:00,0.6,7.6,0.033
2023-01-02 06:15:00,0.6,7.6,0.1
2023-01-02 06:30:00,0.6,7.6,0.033
2023-01-02 06:45:00,0.6,7.6,0
2023-01-02 07:00:00,0.5,7.6,0.033
2023-01-02 07:15:00,0.5,7.7,0.067
2023-01-02 07:30:00,0.6,7.8,0
2023-01-02 07:45:00,0.7,7.7,0.6
2023-01-02 08:00:00,1.1,7.7,0
2023-01-02 08:15:01,2.2,7.7,0.4
2023-01-02 08:30:00,4.7,7.8,0.133
2023-01-02 08:45:00,7.3,7.9,0.167
2023-01-02 09:00:00,8.7,8,0
2023-01-02 09:15:00,9,8.2,0.533
2023-01-02 09:30:00,14.2,8.5,1.433
2023-01-02 09:45:00,13.7,8.6,0.667
2023-01-02 10:00:00,12.9,8.5,1.567
2023-01-02 10:15:00,13,8.3,1.7
2023-01-02 10:30:00,19,8.5,2.1
2023-01-02 10:45:00,23.1,8.2,8.767
2023-01-02 11:00:00,24.4,8.9,7.1
2023-01-02 11:15:00,24.9,8.7,9.4
2023-01-02 11:30:00,27.5,9.3,10.3
2023-01-02 11:45:00,38.5,10.1,13.7
2023-01-02 12:00:00,34.6,9.9,11.933
2023-01-02 12:15:00,31.5,9.9,10.667
2023-01-02 12:30:00,33.8,10,12.1
2023-01-02 12:45:00,37.3,10.4,13.467
2023-01-02 13:00:00,39.9,10.4,15.5
2023-01-02 13:15:00,24.1,10.1,8.833
2023-01-02 13:30:00,18.9,9.5,2.533
2023-01-02 13:45:00,19.3,9.5,3.067
2023-01-02 14:00:00,19.1,9.7,6.967
2023-01-02 14:15:00,18.9,9.9,3.5
2023-01-02 14:30:00,18.8,9.8,7.667
2023-01-02 14:45:00,23.9,10,7.767
2023-01-02 15:00:00,20.2,10,6.3
2023-01-02 15:15:00,13.5,9.6,2.733
2023-01-02 15:30:01,11.8,9.5,2.133
2023-01-02 15:45:00,10.6,9.4,1.967
2023-01-02 16:00:00,8.5,9.2,0.833
2023-01-02 16:15:00,4.9,9.1,0.1
2023-01-02 16:30:00,3.1,8.9,0
2023-01-02 16:45:00,1.7,8.8,0.1
2023-01-02 17:00:00,1,8.7,0.467
2023-01-02 17:15:00,0.8,8.6,0
2023-01-02 17:30:00,0.6,8.6,0
2023-01-02 17:45:00,0.7,8.6,0.1
2023-01-02 18:00:00,0.7,8.6,0.1
2023-01-02 18:15:00,0.6,8.7,0
2023-01-02 18:30:01,0.6,8.7,0
2023-01-02 18:45:00,0.7,8.7,0.133
2023-01-02 19:00:00,0.7,8.6,0.167
2023-01-02 19:15:00,0.6,8.7,0.567
2023-01-02 19:30:00,0.6,8.6,0
2023-01-02 19:45:00,0.7,8.6,0.033
2023-01-02 20:00:00,0.6,8.6,0
2023-01-02 20:15:00,0.6,8.6,0
2023-01-02 20:30:00,0.7,8.6,0.167
2023-01-02 20:45:00,0.6,8.5,0
2023-01-02 21:00:00,0.7,8.5,0.2
2023-01-02 21:15:00,0.6,8.6,0
2023-01-02 21:30:00,0.6,8.6,0.1
2023-01-02 21:45:00,0.7,8.7,0.133
2023-01-02 22:00:00,0.6,8.7,0
2023-01-02 22:15:00,0.6,8.7,0
2023-01-02 22:30:00,0.6,8.7,0.333
2023-01-02 22:45:00,0.6,8.7,0.833
2023-01-02 23:00:00,0.6,8.6,0
2023-01-02 23:15:00,0.7,8.6,0.133
2023-01-02 23:30:00,0.6,8.6,0
2023-01-02 23:45:00,0.6,8.6,0
2023-01-03 00:00:00,0.7,8.6,0
2023-01-03 00:15:00,0.6,8.7,0.167
2023-01-03 00:30:00,0.6,8.6,0
2023-01-03 00:45:00,0.6,8.7,0
2023-01-03 01:00:00,0.7,8.7,0.033
2023-01-03 01:15:00,0.6,8.6,0.733
2023-01-03 01:30:00,0.6,8.6,0.1
2023-01-03 01:45:00,0.6,8.6,0.133
2023-01-03 02:00:00,0.6,8.6,0.033
2023-01-03 02:00:01,0.6,8.6,0
2023-01-03 02:15:00,0.6,8.6,0.033
2023-01-03 02:30:00,0.5,8.6,0.033
2023-01-03 02:45:00,0.6,8.7,0.767
2023-01-03 03:00:00,0.6,8.7,0.033
2023-01-03 03:15:00,0.6,8.6,0.9
2023-01-03 03:30:00,0.5,8.6,0.067
2023-01-03 03:45:00,0.5,8.6,0.1
2023-01-03 04:00:00,0.6,8.6,0
2023-01-03 04:15:00,0.6,8.6,0.233
2023-01-03 04:30:00,0.6,8.6,0.6
2023-01-03 04:45:00,0.6,8.6,0.033
2023-01-03 05:00:00,0.6,8.6,0
2023-01-03 05:15:00,0.6,8.6,0.133
2023-01-03 05:30:00,0.7,8.6,0
2023-01-03 05:45:00,0.7,8.6,0
2023-01-03 06:00:00,0.7,8.7,0.6
2023-01-03 06:15:00,0.7,8.8,0
2023-01-03 06:30:00,0.6,8.7,0.833
2023-01-03 06:45:00,0.7,8.7,0
2023-01-03 07:00:00,0.7,8.8,0.233
2023-01-03 07:15:00,0.7,8.8,0.133
2023-01-03 07:30:00,0.7,8.8,0
2023-01-03 07:45:00,0.7,8.8,0.7
2023-01-03 08:00:00,1,8.9,0.033
2023-01-03 08:15:00,1.5,8.8,0.033
2023-01-03 08:30:00,3,8.8,0.133
2023-01-03 08:45:00,4.8,8.9,0.067
2023-01-03 09:00:00,5.4,8.9,0
2023-01-03 09:15:00,7.2,9,0
2023-01-03 09:30:00,15.9,9.2,2
2023-01-03 09:45:00,20.8,9.6,6.567
2023-01-03 10:00:00,22.3,10.1,3.9
2023-01-03 10:15:00,16.4,9.7,0.067
2023-01-03 10:30:00,14.1,9.6,1.1
2023-01-03 10:45:00,17.1,9.7,1.433
2023-01-03 11:00:01,22.7,10.1,3.733
2023-01-03 11:15:00,28.3,10.3,5.9
2023-01-03 11:30:00,25.2,10.2,7.6
2023-01-03 11:45:00,13.7,10,3.3
2023-01-03 12:00:00,15.7,9.9,3.533
2023-01-03 12:15:01,60,10.8,14.833
2023-01-03 12:30:00,43,10.7,19.833
2023-01-03 12:45:00,38.8,12,11
2023-01-03 13:00:00,58.4,11.3,33.267
2023-01-03 13:15:00,92.1,12.2,53.967
2023-01-03 13:30:00,90.7,14.2,57.567
2023-01-03 13:45:00,39.4,13.2,20.933
2023-01-03 14:00:00,43.8,12,19.433
2023-01-03 14:15:00,30.1,11.7,9.667
2023-01-03 14:30:00,36.8,11.8,8.967
2023-01-03 14:45:00,15.1,10.7,3.6
2023-01-03 15:00:00,18.7,10.8,6.733
2023-01-03 15:15:00,14,10.4,4.2
2023-01-03 15:30:00,7.3,10,0
2023-01-03 15:45:00,6.8,9.8,0
2023-01-03 16:00:00,17.8,9.9,2.967
2023-01-03 16:15:00,18.2,10,2.5
2023-01-03 16:30:01,15,10.1,2.533
2023-01-03 16:45:00,5.9,9.8,0
2023-01-03 17:00:00,2.8,9.5,0
2023-01-03 17:15:00,1.2,9.3,0
2023-01-03 17:30:00,0.8,9.1,1.367
2023-01-03 17:45:01,0.7,9.1,0
2023-01-03 18:00:00,0.6,9.2,0.2
2023-01-03 18:15:00,0.6,9.2,0.033
2023-01-03 18:30:00,0.6,9.2,0
2023-01-03 18:45:00,0.5,9.3,0
2023-01-03 19:00:00,0.5,9.2,0
2023-01-03 19:15:00,0.6,9.2,0.4
2023-01-03 19:30:00,0.6,9.1,0.533
2023-01-03 19:45:00,0.5,9.2,0.033
2023-01-03 20:00:00,0.6,9.2,0
2023-01-03 20:15:00,0.6,9.2,0.433
2023-01-03 20:30:00,0.6,9.1,0
2023-01-03 20:45:00,0.6,9.1,0
2023-01-03 21:00:00,0.6,9.1,0.667
2023-01-03 21:15:00,0.6,9.1,0.067
2023-01-03 21:30:00,0.6,9.2,0
2023-01-03 21:45:00,0.7,9.2,0.033
2023-01-03 22:00:00,0.6,9.1,0.167
2023-01-03 22:15:00,0.6,9.1,0
2023-01-03 22:30:00,0.6,9.2,0
2023-01-03 22:45:00,0.6,9.1,0
2023-01-03 23:00:00,0.6,9.2,0.733
2023-01-03 23:15:00,0.6,9.1,0
2023-01-03 23:30:00,0.6,9.1,0
2023-01-03 23:45:00,0.6,9.2,0.033
2023-01-04 00:00:00,0.6,9.1,0.033
2023-01-04 00:15:00,0.7,9.1,0.133
2023-01-04 00:30:00,0.6,9.2,0.033
2023-01-04 00:45:00,0.7,9.2,0.467
2023-01-04 01:00:00,0.7,9.2,0.467
2023-01-04 01:15:00,0.6,9.2,0
2023-01-04 01:30:00,0.7,9.3,0
2023-01-04 01:45:00,0.7,9.4,0
2023-01-04 02:00:00,0.6,9.4,0
2023-01-04 02:15:00,0.7,9.3,0
2023-01-04 02:30:00,0.6,9.2,0
2023-01-04 02:45:00,0.7,9.2,0
2023-01-04 03:00:01,0.7,9.2,0.667
2023-01-04 03:15:00,0.7,9.2,0.033
2023-01-04 03:30:00,0.7,9.2,0
2023-01-04 03:45:00,0.7,9.2,0.1
2023-01-04 04:00:01,0.6,9.2,0
2023-01-04 04:15:00,0.6,9.2,0.767
2023-01-04 04:30:00,0.6,9.2,1.1
2023-01-04 04:45:00,0.7,9.2,0
2023-01-04 05:00:00,0.5,9.2,0.1
2023-01-04 05:15:00,0.6,9.3,0.033
2023-01-04 05:30:00,0.6,9.2,0.1
2023-01-04 05:45:00,0.6,9.2,0.4
2023-01-04 06:00:00,0.5,9.2,0
2023-01-04 06:15:01,0.6,9.2,0
2023-01-04 06:30:00,0.5,9.2,0.3
2023-01-04 06:45:00,0.6,9.2,0
2023-01-04 07:00:00,0.6,9.2,0.367
2023-01-04 07:15:00,0.7,9.2,0
2023-01-04 07:30:00,0.7,9.2,0
2023-01-04 07:45:00,0.7,9.3,0
2023-01-04 08:00:00,1.1,9.2,0
2023-01-04 08:15:00,2.3,9.2,0
2023-01-04 08:30:00,4.5,9.3,0.467
2023-01-04 08:45:00,7.9,9.5,0
2023-01-04 09:00:00,10.6,9.7,0.967
2023-01-04 09:15:00,17.3,10.1,0.5
2023-01-04 09:30:00,19.8,10.1,3.1
2023-01-04 09:45:00,18.1,10.5,5.533
2023-01-04 10:00:00,29.9,10.6,11.833
2023-01-04 10:15:00,29.9,10.9,14.6
2023-01-04 10:30:00,45.2,11.7,14.5
2023-01-04 10:45:00,45.8,12.3,22.867
2023-01-04 11:00:00,59.1,13.3,28.833
2023-01-04 11:15:00,52,13.4,26.467
2023-01-04 11:30:00,66.5,14,32.767
2023-01-04 11:45:00,74.8,14.4,51.133
2023-01-04 12:00:00,56.7,14.6,29.267
2023-01-04 12:15:01,76.7,14.4,37.967
2023-01-04 12:30:00,81.9,15.2,47.133
2023-01-04 12:45:00,63.2,15.4,38.4
2023-01-04 13:00:00,68.9,14,43.433
2023-01-04 13:15:00,76.6,14.8,44.233
2023-01-04 13:30:00,65.8,14.6,39.4
2023-01-04 13:45:00,51.8,14.1,25.7
2023-01-04 14:00:00,42.1,13.7,19.067
2023-01-04 14:15:00,51.6,13.5,26.1
2023-01-04 14:30:00,60.9,13.3,27.6
2023-01-04 14:45:00,64.6,14.4,31.667
2023-01-04 15:00:00,57.6,14.7,24.333
2023-01-04 15:15:00,56.3,13.9,34
2023-01-04 15:30:00,62.6,13.5,33.333
2023-01-04 15:45:00,39.7,13.6,16.167
2023-01-04 16:00:00,25.6,12.8,11.433
2023-01-04 16:15:00,15.8,12.2,3.8
2023-01-04 16:30:00,11.4,11.4,1.467
2023-01-04 16:45:00,8.1,11,0.133
2023-01-04 17:00:00,4.3,10.6,0.3
2023-01-04 17:15:00,3,10.2,0.033
2023-01-04 17:30:00,1,9.9,0.133
2023-01-04 17:45:00,0.7,9.5,0
2023-01-04 18:00:00,0.6,9,0
2023-01-04 18:15:00,0.6,8.9,0
2023-01-04 18:30:00,0.6,8.9,0
2023-01-04 18:45:00,0.6,9.2,0
2023-01-04 19:00:00,0.6,9.2,0.133
2023-01-04 19:15:00,0.7,9.3,0.233
2023-01-04 19:30:00,0.6,9.4,0.033
2023-01-04 19:45:00,0.6,9.4,0.033
2023-01-04 20:00:00,0.6,9.1,0.167
2023-01-04 20:15:00,0.6,8.5,0
2023-01-04 20:30:00,0.6,8,0.4
2023-01-04 20:45:00,0.6,7.4,0.1
2023-01-04 21:00:00,0.6,8.2,0
2023-01-04 21:15:00,0.6,8.8,0
2023-01-04 21:30:00,0.7,9,0
2023-01-04 21:45:00,0.6,9,0.067
2023-01-04 22:00:00,0.5,9.1,0.433
2023-01-04 22:15:00,0.5,9,0.267
2023-01-04 22:30:00,0.6,9,0.167
2023-01-04 22:45:00,0.6,8.9,0.6
2023-01-04 23:00:00,0.6,8.8,0.267
2023-01-04 23:15:00,0.7,8.7,0.2
2023-01-04 23:30:00,0.7,8.6,0
2023-01-04 23:45:00,0.7,8.5,0
2023-01-05 00:00:00,0.6,8.5,0
2023-01-05 00:15:00,0.7,8.5,0
2023-01-05 00:30:00,0.7,8.5,0.167
2023-01-05 00:45:00,0.7,8.5,0.533
2023-01-05 01:00:00,0.7,8.5,0.5
2023-01-05 01:15:00,0.6,8.5,0.033
2023-01-05 01:30:00,0.6,8.5,0
2023-01-05 01:45:00,0.7,8.4,0.033
2023-01-05 02:00:00,0.7,8.3,0
2023-01-05 02:15:00,0.7,8.1,0
2023-01-05 02:30:00,0.6,8.1,0.4
2023-01-05 02:45:00,0.6,8,0.1
2023-01-05 03:00:00,0.6,7.8,0.133
2023-01-05 03:15:00,0.7,7.8,0
2023-01-05 03:30:00,0.6,7.8,0.033
2023-01-05 03:45:00,0.6,7.8,0.1
2023-01-05 04:00:00,0.6,7.8,0
2023-01-05 04:15:00,0.6,7.7,0.467
2023-01-05 04:30:00,0.6,7.6,0
2023-01-05 04:45:00,0.7,7.4,0.333
2023-01-05 05:00:00,0.7,7.2,0
2023-01-05 05:15:00,0.6,7.4,0.067
2023-01-05 05:30:00,0.6,7.4,0
2023-01-05 05:45:00,0.6,7.4,0.333
2023-01-05 06:00:00,0.6,7.5,0
2023-01-05 06:15:00,0.6,7.5,0.2
2023-01-05 06:30:00,0.6,7.5,0
2023-01-05 06:45:00,0.6,7.5,0.067
2023-01-05 07:00:01,0.6,7.3,0
2023-01-05 07:15:00,0.6,7.2,0.067
2023-01-05 07:30:00,0.7,7.1,0.033
2023-01-05 07:45:00,0.7,7.1,0
2023-01-05 08:00:00,1.6,7.1,0.1
2023-01-05 08:15:00,3.1,7,0.9
2023-01-05 08:30:00,5.3,7.1,0
2023-01-05 08:45:00,8.1,7.2,0
2023-01-05 09:00:00,12.9,7.2,2.133
2023-01-05 09:15:00,25.9,8.4,5.3
2023-01-05 09:30:00,32.4,8.5,14.133
2023-01-05 09:45:00,44.1,8.6,11.467
2023-01-05 10:00:00,54.4,9.6,17.6
2023-01-05 10:15:00,70.9,10.3,42.4
2023-01-05 10:30:00,69.6,10,44.2
2023-01-05 10:45:00,72.9,10.4,40.667
2023-01-05 11:00:00,85.6,11.6,49.233
2023-01-05 11:15:00,132,13.2,83.267
2023-01-05 11:30:00,115.4,14.2,70.933
2023-01-05 11:45:00,122.1,12.7,83.967
2023-01-05 12:00:00,131.9,13.1,79.767
2023-01-05 12:15:00,143.5,13.9,93.1
2023-01-05 12:30:00,136.5,14.5,79.367
2023-01-05 12:45:00,166.3,16.4,108.133
2023-01-05 13:00:00,175.9,17.5,115.3
2023-01-05 13:15:00,169.2,17.9,131.3
2023-01-05 13:30:00,349.5,20.9,203
2023-01-05 13:45:00,501.7,26.5,309.333
2023-01-05 14:00:00,607.9,32.2,408.133
2023-01-05 14:15:00,623.5,30.8,335.533
2023-01-05 14:30:00,472.8,26.8,321.867
2023-01-05 14:45:00,444.4,22.1,336.367
2023-01-05 15:00:00,235.9,26.6,311.533
2023-01-05 15:15:00,150.3,24.1,300.4
2023-01-05 15:30:00,269.1,21.5,271.567
2023-01-05 15:45:00,403.4,24.6,215.867
2023-01-05 16:00:00,239.3,20.6,115.2
2023-01-05 16:15:00,143.7,19.9,66.733
2023-01-05 16:30:00,158.4,18.4,39.3
2023-01-05 16:45:00,116.5,17.3,14.233
2023-01-05 17:00:00,19.8,13.2,3.567
2023-01-05 17:15:00,3.9,10.3,0.533
2023-01-05 17:30:00,1.1,9.7,0.867
2023-01-05 17:45:00,0.7,9.6,0.533
2023-01-05 18:00:00,0.7,9.2,0.533
2023-01-05 18:15:00,0.7,8.6,0.9
2023-01-05 18:30:00,0.7,8,0.533
2023-01-05 18:45:00,0.7,8.1,0.533
2023-01-05 19:00:00,0.7,8.1,0.6
2023-01-05 19:15:00,0.6,8.2,1.1
2023-01-05 19:30:00,0.6,8.1,0.6
2023-01-05 19:45:00,0.7,8,0.567
2023-01-05 20:00:00,0.6,7.8,0.5
2023-01-05 20:15:00,0.6,7.6,0.767
2023-01-05 20:30:00,0.6,7.3,0.1
2023-01-05 20:45:00,0.7,7.2,0.2
2023-01-05 21:00:00,0.6,7.1,1.167
2023-01-05 21:15:00,0.6,7.7,0.167
2023-01-05 21:30:00,0.7,8,0
2023-01-05 21:45:00,0.6,8,0.033
2023-01-05 22:00:00,0.6,7.7,0.067
2023-01-05 22:15:00,0.7,7.1,0
2023-01-05 22:30:00,0.6,6.7,0
2023-01-05 22:45:00,0.6,6.8,0.033
2023-01-05 23:00:00,0.6,6.6,0
2023-01-05 23:15:00,0.6,6.9,0.267
2023-01-05 23:30:00,0.6,6.9,0
2023-01-05 23:45:00,0.5,6,0
2023-01-06 00:00:00,0.6,5.5,0.9
2023-01-06 00:15:00,0.6,6.2,0.033
2023-01-06 00:30:00,0.6,6.1,0.2
2023-01-06 00:45:00,0.6,5.8,0.4
2023-01-06 01:00:00,0.6,4.6,0.533
2023-01-06 01:15:00,0.6,4.2,0.333
2023-01-06 01:30:00,0.6,3.8,0.033
2023-01-06 01:45:00,0.6,3.1,0.533
2023-01-06 02:00:00,0.6,2.9,0.133
2023-01-06 02:15:00,0.6,2.4,0
2023-01-06 02:30:00,0.6,2.1,0
2023-01-06 02:45:00,0.6,2.3,0.9
2023-01-06 03:00:00,0.6,2.1,0
2023-01-06 03:15:00,0.6,1.8,0.033
2023-01-06 03:30:00,0.6,1.2,0
2023-01-06 03:45:00,0.5,0.5,0
2023-01-06 04:00:00,0.6,0.3,0.267
2023-01-06 04:15:00,0.6,1,0.167
2023-01-06 04:30:00,0.5,1.9,0.4
2023-01-06 04:45:00,0.5,2.5,0.233
2023-01-06 05:00:00,0.5,2.3,0.1
2023-01-06 05:15:00,0.6,2.2,0
2023-01-06 05:30:00,0.6,2.2,0.033
2023-01-06 05:45:00,0.6,2.3,0
2023-01-06 06:00:00,0.5,2.7,0.467
2023-01-06 06:15:00,0.6,2.8,0.467
2023-01-06 06:30:00,0.5,2.6,0.067
2023-01-06 06:45:00,0.5,2.7,0
2023-01-06 07:00:00,0.6,2.8,0
2023-01-06 07:15:00,0.6,3,0
2023-01-06 07:30:00,0.6,3.2,0
2023-01-06 07:45:00,0.7,3.4,0.333
2023-01-06 08:00:00,1.5,3.5,0
2023-01-06 08:15:01,3.3,3.7,0
2023-01-06 08:30:00,6.4,3.9,0
2023-01-06 08:45:00,10.6,4.2,1.133
2023-01-06 09:00:00,16.5,4.5,0
2023-01-06 09:15:00,30.9,5,4.1
2023-01-06 09:30:00,43.7,6.2,19.9
2023-01-06 09:45:00,NaN,6.6,18.867
2023-01-06 10:00:01,42.9,6.9,18.667
2023-01-06 10:15:00,48.3,6.7,26
2023-01-06 10:30:00,57.1,6.8,30.3
2023-01-06 10:45:00,63.6,7.2,38.4
2023-01-06 11:00:00,62.8,7.4,26.167
2023-01-06 11:15:00,54,8,25.367
2023-01-06 11:30:00,54.6,7.7,24.733
2023-01-06 11:45:00,52.3,7.6,31.8
2023-01-06 12:00:00,51.2,7.7,21.967
2023-01-06 12:15:00,64.9,8.6,39.733
2023-01-06 12:30:00,66,9.1,36.367
2023-01-06 12:45:01,68.9,9,45.2
2023-01-06 13:00:00,72.8,9.9,48.1
2023-01-06 13:15:00,64.7,10,36.3
2023-01-06 13:30:00,60.4,9.4,33.1
2023-01-06 13:45:00,41,9.1,17.433
2023-01-06 14:00:00,42.3,9,21.6
2023-01-06 14:15:00,37.4,8.6,16.8
2023-01-06 14:30:00,41.9,8.1,17.833
2023-01-06 14:45:00,40.7,8.6,22.3
2023-01-06 15:00:00,35.1,8.4,16.833
2023-01-06 15:15:00,29.5,8.2,12.867
2023-01-06 15:30:00,24,8.1,11.367
2023-01-06 15:45:00,20.1,7.9,9.967
2023-01-06 16:00:00,15.7,7.4,4.6
2023-01-06 16:15:00,11.9,7.1,1.833
2023-01-06 16:30:00,7.7,7,0
2023-01-06 16:45:00,4.9,6.7,0
2023-01-06 17:00:00,3,6.7,0
2023-01-06 17:15:00,1.5,6.6,0.733
2023-01-06 17:30:00,0.8,6.6,1.467
2023-01-06 17:45:00,0.6,6.6,0.1
2023-01-06 18:00:00,0.6,6.6,0.1
2023-01-06 18:15:00,0.7,6.6,0
2023-01-06 18:30:00,0.6,6.6,0.067
2023-01-06 18:45:00,0.7,6.6,0.033
2023-01-06 19:00:00,0.6,6.6,0
2023-01-06 19:15:00,0.6,6.6,0.3
2023-01-06 19:30:00,0.6,6.6,0.033
2023-01-06 19:45:00,0.6,6.6,0
2023-01-06 20:00:00,0.6,6.7,0
2023-01-06 20:15:00,0.6,6.7,0.267
2023-01-06 20:30:00,0.6,6.7,0.267
2023-01-06 20:45:00,0.5,6.7,0
2023-01-06 21:00:00,0.6,6.7,0.6
2023-01-06 21:15:00,0.6,6.7,0.1
2023-01-06 21:30:00,0.6,6.7,0.033
2023-01-06 21:45:00,0.6,6.7,0.033
2023-01-06 22:00:00,0.6,6.7,0.067
2023-01-06 22:15:00,0.7,6.6,0
2023-01-06 22:30:00,0.7,6.6,0.233
2023-01-06 22:45:00,0.7,6.6,0.067
2023-01-06 23:00:00,0.7,6.6,0.133
2023-01-06 23:15:00,0.7,6.5,0
2023-01-06 23:30:00,0.7,6.5,0
2023-01-06 23:45:00,0.7,6.5,0.033
