t,I,TMod,P
2023-06-09 15:00:00,281.2,33.7,209.5
2023-06-09 15:15:00,242.5,32.3,178.067
2023-06-09 15:30:00,227,30.6,168.6
2023-06-09 15:45:00,288.9,29.1,218.067
2023-06-09 16:00:00,288.1,32.7,221.467
2023-06-09 16:15:00,280,33.9,215.333
2023-06-09 16:30:00,224.6,33.1,175.2
2023-06-09 16:45:00,167.9,30.3,136.467
2023-06-09 17:00:00,162.3,29.6,130.167
2023-06-09 17:15:00,154.1,29.4,128.867
2023-06-09 17:30:00,127,28,101.7
2023-06-09 17:45:00,129.1,27.8,97.9
2023-06-09 18:00:00,112.9,27.2,80.967
2023-06-09 18:15:00,99.1,27.3,74.467
2023-06-09 18:30:00,82.4,25.6,59.467
2023-06-09 18:45:00,54.6,25,38.7
2023-06-09 19:00:00,47.5,24.1,31.033
2023-06-09 19:15:00,40.4,24.4,27.133
2023-06-09 19:30:00,32.9,23.3,22.033
2023-06-09 19:45:00,24.5,22.9,16.1
2023-06-09 20:00:00,19.9,22.4,7.1
2023-06-09 20:15:00,20.4,22,9.167
2023-06-09 20:30:00,13.4,21.7,5.4
2023-06-09 20:45:00,7.9,21.1,0.633
2023-06-09 21:00:00,4.5,20.7,0.5
2023-06-09 21:15:00,2.2,20.1,0.633
2023-06-09 21:30:00,0.7,19.4,0.933
2023-06-09 21:45:00,0.5,18.5,0.967
2023-06-09 22:00:00,0.6,17.9,0.6
2023-06-09 22:15:00,0.6,17.6,0.733
2023-06-09 22:30:00,0.6,17.5,0.967
2023-06-09 22:45:00,0.6,17.5,0.633
2023-06-09 23:00:00,0.6,17.3,0.567
2023-06-09 23:15:00,0.6,17.1,0.5
2023-06-09 23:30:00,0.6,17.2,0.733
2023-06-09 23:45:00,0.6,17.4,0.567
2023-06-10 00:00:00,0.6,17.4,0.5
2023-06-10 00:15:00,0.6,17.4,0.567
2023-06-10 00:30:00,0.7,17.3,0.633
2023-06-10 00:45:00,0.6,17.1,0.7
2023-06-10 01:00:00,0.7,17.2,0.5
2023-06-10 01:15:00,0.6,17.3,0.9
2023-06-10 01:30:00,0.6,17.2,0.533
2023-06-10 01:45:00,0.6,17.1,1.5
2023-06-10 02:00:00,0.6,17.1,0.633
2023-06-10 02:15:00,0.6,17,0.567
2023-06-10 02:30:00,0.6,16.9,0.567
2023-06-10 02:45:00,0.7,17,0.567
2023-06-10 03:00:00,0.6,17.2,0.6
2023-06-10 03:15:00,0.6,17.2,0.533
2023-06-10 03:30:00,0.7,17.1,0.567
2023-06-10 03:45:00,0.6,17.1,0.533
2023-06-10 04:00:00,0.6,17,0.633
2023-06-10 04:15:00,0.5,17,0.567
2023-06-10 04:30:00,0.5,16.9,0.567
2023-06-10 04:45:00,0.6,17,0.533
2023-06-10 05:00:00,0.5,17,0.7
2023-06-10 05:15:00,0.6,17.1,0.733
2023-06-10 05:30:00,0.7,17,0.6
2023-06-10 05:45:00,1.3,16.9,0.533
2023-06-10 06:00:00,1.7,16.9,0.7
2023-06-10 06:15:00,2.6,17,1
2023-06-10 06:30:00,5.7,17.1,1.167
2023-06-10 06:45:00,11.3,17.3,0.6
2023-06-10 07:00:00,13.8,17.5,1.567
2023-06-10 07:15:00,16.5,17.8,3.2
2023-06-10 07:30:00,19,18.1,4.267
2023-06-10 07:45:00,25.8,18.3,11.867
2023-06-10 08:00:00,26.7,18.4,14.533
2023-06-10 08:15:00,20.7,17.9,7.2
2023-06-10 08:30:00,33.5,18.5,15.267
2023-06-10 08:45:00,55.8,19,33.367
2023-06-10 09:00:00,75.7,19.9,47.233
2023-06-10 09:15:00,119.4,21.8,77.733
2023-06-10 09:30:00,155.9,23.8,103.9
2023-06-10 09:45:00,105.1,23.8,72.5
2023-06-10 10:00:00,106.9,22.8,71.933
2023-06-10 10:15:00,163.1,23.9,112.533
2023-06-10 10:30:00,167.8,24.4,113.167
2023-06-10 10:45:00,207,24.1,142.367
2023-06-10 11:00:00,248.4,24.6,178.467
2023-06-10 11:15:00,297.4,26.5,209.233
2023-06-10 11:30:00,310.6,29.3,211.567
2023-06-10 11:45:00,244,30.3,167.767
2023-06-10 12:00:00,356.6,30.7,210.9
2023-06-10 12:15:00,419.7,34.3,274.1
2023-06-10 12:30:00,635,40.1,412.567
2023-06-10 12:45:00,802.3,47.4,479.1
2023-06-10 13:00:00,750.4,51.2,483.533
2023-06-10 13:15:00,1146.4,58.8,575.133
2023-06-10 13:30:00,1076.9,62.9,619.867
2023-06-10 13:45:00,937.4,58.1,557.533
2023-06-10 14:00:00,939.1,54.1,521.333
2023-06-10 14:15:00,688.2,51.8,287.233
2023-06-10 14:30:00,949.8,55.2,507.3
2023-06-10 14:45:00,517.2,48.9,314.633
2023-06-10 15:00:00,466,34.7,285.767
2023-06-10 15:15:00,324,33.5,248
2023-06-10 15:30:00,629.6,37.2,215.4
2023-06-10 15:45:00,482.7,44.6,286.967
2023-06-10 16:00:00,217.5,32.2,149.233
2023-06-10 16:15:00,931.6,39.5,530.5
2023-06-10 16:30:00,995.3,50.7,533.467
2023-06-10 16:45:00,789.5,49.1,471.333
2023-06-10 17:00:00,402.1,40.1,279.067
2023-06-10 17:15:00,957.8,47.7,449.567
2023-06-10 17:30:00,249,45.5,171.633
2023-06-10 17:45:00,202.1,33.4,99.3
2023-06-10 18:00:00,690.3,37.6,354.2
2023-06-10 18:15:01,895.6,49.6,451.933
2023-06-10 18:30:00,840.5,52.8,414.233
2023-06-10 18:45:00,801.6,53.3,389.567
2023-06-10 19:00:00,760,52.1,367.067
2023-06-10 19:15:00,655.6,49.8,322.5
2023-06-10 19:30:00,478.6,42.5,242.367
2023-06-10 19:45:00,575.7,44.4,241.8
2023-06-10 20:00:00,461.3,43.1,139.1
2023-06-10 20:15:00,290.7,38.7,74.933
2023-06-10 20:30:00,224.9,33.3,39.033
2023-06-10 20:45:00,51.2,29,17.967
2023-06-10 21:00:00,12.1,23.4,0.5
2023-06-10 21:15:00,5.7,20.5,0.5
2023-06-10 21:30:00,2,19,0.5
2023-06-10 21:45:00,0.9,17.8,0.567
2023-06-10 22:00:00,0.7,17.8,0.533
2023-06-10 22:15:00,0.7,17.3,0.533
2023-06-10 22:30:00,0.7,16.9,0.5
2023-06-10 22:45:00,0.6,16.8,0.533
2023-06-10 23:00:00,0.7,16.5,0.533
2023-06-10 23:15:00,0.6,16.4,0.633
2023-06-10 23:30:00,0.7,16.1,0.5
2023-06-10 23:45:00,0.7,16.3,0.967
2023-06-11 00:00:00,0.6,16.9,0.5
2023-06-11 00:15:00,0.6,17.4,0.5
2023-06-11 00:30:00,0.7,17.2,0.567
2023-06-11 00:45:00,0.7,17.2,0.6
2023-06-11 01:00:00,0.6,17.1,0.533
2023-06-11 01:15:00,0.6,17.1,0.5
2023-06-11 01:30:00,0.6,16.9,0.533
2023-06-11 01:45:00,0.5,17,0.5
2023-06-11 02:00:00,0.5,16.9,0.5
2023-06-11 02:15:00,0.5,16.9,0.7
2023-06-11 02:30:00,0.5,16.8,0.533
2023-06-11 02:45:00,0.6,16.7,0.533
2023-06-11 03:00:00,0.5,16.6,0.5
2023-06-11 03:15:00,0.6,16.3,0.6
2023-06-11 03:30:00,0.6,16,0.533
2023-06-11 03:45:00,0.6,15.7,0.5
2023-06-11 04:00:00,0.6,15.2,0.5
2023-06-11 04:15:00,0.6,15.3,0.5
2023-06-11 04:30:00,0.6,15,0.5
2023-06-11 04:45:00,0.6,14.9,0.533
2023-06-11 05:00:00,0.6,14.5,0.833
2023-06-11 05:15:00,0.7,14.3,0.567
2023-06-11 05:30:00,1.5,13.6,0.5
2023-06-11 05:45:00,4.6,13.9,0.5
2023-06-11 06:00:00,14.4,15.1,2.2
2023-06-11 06:15:00,48.2,16.7,18.4
2023-06-11 06:30:00,108.3,17.4,31.133
2023-06-11 06:45:00,183.7,18.4,53.867
2023-06-11 07:00:00,273.7,20.6,93.767
2023-06-11 07:15:00,328,23,152.533
2023-06-11 07:30:00,458.8,27.9,234.667
2023-06-11 07:45:00,551.1,33.7,290.267
2023-06-11 08:00:00,636.9,38.6,343.967
2023-06-11 08:15:00,696.4,41.1,378.333
2023-06-11 08:30:00,744.8,42.4,405.867
2023-06-11 08:45:00,788.9,44.2,440.5
2023-06-11 09:00:00,821.2,48.4,454.833
2023-06-11 09:15:00,851.6,51,472.133
2023-06-11 09:30:00,883.3,53.2,488.2
2023-06-11 09:45:00,909.6,53.8,503.767
2023-06-11 10:00:00,922.9,53.5,510.2
2023-06-11 10:15:00,935.4,55.7,517.167
2023-06-11 10:30:00,952.7,56.5,527.833
2023-06-11 10:45:00,947.2,55.5,536.167
2023-06-11 11:00:00,971.2,55.8,532.533
2023-06-11 11:15:00,1010,56.4,561.767
2023-06-11 11:30:00,1055,56.5,573.6
2023-06-11 11:45:00,1029.5,58.2,471.967
2023-06-11 12:00:00,878.3,49.6,398.233
2023-06-11 12:15:00,982.6,53,474.733
2023-06-11 12:30:00,1017.8,48.3,543.233
2023-06-11 12:45:00,1027,49.4,537.233
2023-06-11 13:00:00,767.8,46.2,539.967
2023-06-11 13:15:00,899.1,46.5,517.2
2023-06-11 13:30:00,889.7,47.1,565.333
2023-06-11 13:45:00,1035.6,52.9,570.433
2023-06-11 14:00:00,969.1,53.2,557.133
2023-06-11 14:15:00,850.2,50.6,475.4
2023-06-11 14:30:00,987.8,47.5,564.867
2023-06-11 14:45:00,977.6,50,555.267
2023-06-11 15:00:00,990.3,51.6,549
2023-06-11 15:15:00,644.8,48.4,357.633
2023-06-11 15:30:00,882.2,51.3,529.967
2023-06-11 15:45:00,884.3,53.7,481.867
2023-06-11 16:00:01,927,53.8,502.7
2023-06-11 16:15:00,968.1,57.2,507.8
2023-06-11 16:30:00,671.4,49.8,407.433
2023-06-11 16:45:00,804.6,49.7,435.967
2023-06-11 17:00:00,793.4,55.3,438.433
2023-06-11 17:15:00,553.2,51,345.367
2023-06-11 17:30:00,205.8,40.3,124.167
2023-06-11 17:45:00,179.3,35.8,108
2023-06-11 18:00:00,365.8,34.9,145
2023-06-11 18:15:00,368.3,38.6,206.1
2023-06-11 18:30:00,380,39.4,198.7
2023-06-11 18:45:00,660.9,41.7,343.2
2023-06-11 19:00:01,196.3,37.9,128.667
2023-06-11 19:15:00,69.6,29.7,48.2
2023-06-11 19:30:00,47.3,24.7,32.933
2023-06-11 19:45:00,44,23.6,28.667
2023-06-11 20:00:00,53.4,22,32.133
2023-06-11 20:15:00,35.5,20.7,22.267
2023-06-11 20:30:00,21.3,20.8,13.5
2023-06-11 20:45:00,12,21,0.5
2023-06-11 21:00:00,4.9,20.6,0.5
2023-06-11 21:15:00,2,20.3,0.633
2023-06-11 21:30:00,1,19.8,0.5
2023-06-11 21:45:00,0.6,19.2,1.2
2023-06-11 22:00:00,0.6,18.9,0.5
2023-06-11 22:15:00,0.5,18.4,0.533
2023-06-11 22:30:00,0.5,17.9,0.5
2023-06-11 22:45:00,0.5,17.6,0.5
2023-06-11 23:00:00,0.5,17.5,0.5
2023-06-11 23:15:00,0.5,17.8,0.6
2023-06-11 23:30:00,0.4,17.1,0.533
2023-06-11 23:45:00,0.4,16.9,0.733
2023-06-12 00:00:00,0.5,16.9,0.5
2023-06-12 00:15:00,0.5,17.6,0.533
2023-06-12 00:30:00,0.5,17.5,1
2023-06-12 00:45:00,0.4,17.7,0.5
2023-06-12 01:00:00,0.5,17.5,1
2023-06-12 01:15:00,0.5,17.2,0.633
2023-06-12 01:30:00,0.5,17.7,0.533
2023-06-12 01:45:00,0.4,18,0.567
2023-06-12 02:00:00,0.4,17.3,0.533
2023-06-12 02:15:00,0.4,17,0.533
2023-06-12 02:30:00,0.4,17,0.533
2023-06-12 02:45:00,0.5,17.1,0.5
2023-06-12 03:00:01,0.5,17.3,0.533
2023-06-12 03:15:00,0.5,17.2,0.5
2023-06-12 03:30:00,0.5,17.3,0.533
2023-06-12 03:45:00,0.4,17.1,0.7
2023-06-12 04:00:00,0.4,17.1,0.667
2023-06-12 04:15:00,0.4,17.5,0.5
2023-06-12 04:30:00,0.4,17.6,0.567
2023-06-12 04:45:00,0.5,17.4,0.533
2023-06-12 05:00:00,0.4,17.4,0.5
2023-06-12 05:15:00,0.5,17.4,0.533
2023-06-12 05:30:00,0.8,17.2,0.567
2023-06-12 05:45:00,2.3,17.2,0.5
2023-06-12 06:00:00,4.5,17.3,0.5
2023-06-12 06:15:00,3.3,17.4,0.5
2023-06-12 06:30:00,6.2,17.6,0.5
2023-06-12 06:45:00,21.3,18.1,8.533
2023-06-12 07:00:00,35.5,19.6,20.433
2023-06-12 07:15:00,56.9,20,32.233
2023-06-12 07:30:00,118.8,22.2,77.633
2023-06-12 07:45:00,105.5,23.7,69.933
2023-06-12 08:00:00,94,23.2,59.833
2023-06-12 08:15:00,177.7,25.3,105.333
2023-06-12 08:30:00,199.3,27.8,135.933
2023-06-12 08:45:00,194.4,28.4,137.1
2023-06-12 09:00:00,112.6,25.8,81.967
2023-06-12 09:15:00,89.4,24.6,62.033
2023-06-12 09:30:01,82.9,24,59.667
2023-06-12 09:45:00,89,23.9,56.167
2023-06-12 10:00:00,141.9,24.6,100.833
2023-06-12 10:15:00,129.6,24.6,90.933
2023-06-12 10:30:00,158,26,113.9
2023-06-12 10:45:00,225,27.1,155.967
2023-06-12 11:00:00,286.2,29.5,194.867
2023-06-12 11:15:00,323.6,31.6,233.467
2023-06-12 11:30:00,399.5,33.3,270.467
2023-06-12 11:45:00,573.9,37.5,390.233
2023-06-12 12:00:00,591.1,40.9,330.367
2023-06-12 12:15:00,998,44.6,552.6
2023-06-12 12:30:00,879.3,51.9,487.867
2023-06-12 12:45:00,1136.3,54.2,565
2023-06-12 13:00:00,934,57.4,519.333
2023-06-12 13:15:00,802.6,52.4,378.267
2023-06-12 13:30:00,704.7,49.9,408.467
2023-06-12 13:45:00,757.7,50.4,447.767
2023-06-12 14:00:00,975.2,55.5,553.733
2023-06-12 14:15:00,1015.5,58.6,566.4
2023-06-12 14:30:00,798.5,55.4,452.667
2023-06-12 14:45:00,950.3,53.3,542.633
2023-06-12 15:00:00,910.8,52.5,512
2023-06-12 15:15:00,945.8,53.9,505.633
2023-06-12 15:30:00,983.9,57.2,528.333
2023-06-12 15:45:00,970.2,57.2,521.4
2023-06-12 16:00:00,980.5,59,517.9
2023-06-12 16:15:00,971.1,52.6,510.4
2023-06-12 16:30:00,974.3,52,505.867
2023-06-12 16:45:00,979.1,54.6,507.233
2023-06-12 17:00:00,733.1,46.1,351.5
2023-06-12 17:15:00,978.8,50.3,506.567
2023-06-12 17:30:00,961.8,52.7,458.833
2023-06-12 17:45:00,629.2,46.6,345.533
2023-06-12 18:00:00,754.6,45,332.767
2023-06-12 18:15:00,271.5,35.9,159.933
2023-06-12 18:30:00,797.6,42.8,434.4
2023-06-12 18:45:00,718.9,47.2,380.467
2023-06-12 19:00:00,508.9,43.3,280.233
2023-06-12 19:15:00,703.6,42.8,356.167
2023-06-12 19:30:00,618.9,42.9,300.233
2023-06-12 19:45:00,424.3,41.6,200.533
2023-06-12 20:00:00,201.1,32,66.333
2023-06-12 20:15:00,280,31.4,74.1
2023-06-12 20:30:00,239.8,30.4,46.667
2023-06-12 20:45:00,84.5,26.9,24.133
2023-06-12 21:00:00,21.3,22.8,5.4
2023-06-12 21:15:00,6.2,20.4,0.6
2023-06-12 21:30:00,1.4,19.3,0.5
2023-06-12 21:45:00,0.6,17.8,0.5
2023-06-12 22:00:00,0.4,17,0.5
2023-06-12 22:15:00,0.4,16.6,0.9
2023-06-12 22:30:00,0.6,16.6,0.567
2023-06-12 22:45:00,0.5,17.1,0.667
2023-06-12 23:00:00,0.5,17.5,0.567
2023-06-12 23:15:00,0.5,17.4,0.533
2023-06-12 23:30:00,0.4,17.2,0.5
2023-06-12 23:45:00,0.4,16.9,1.067
2023-06-13 00:00:00,0.4,16.8,0.5
2023-06-13 00:15:00,0.5,16.8,0.5
2023-06-13 00:30:00,0.5,16.7,1
2023-06-13 00:45:00,0.5,16.6,0.533
2023-06-13 01:00:00,0.5,16.4,0.633
2023-06-13 01:15:00,0.5,16.4,1
2023-06-13 01:30:00,0.5,16.7,0.5
2023-06-13 01:45:00,0.5,16.4,0.567
2023-06-13 02:00:01,0.5,15.9,1.367
2023-06-13 02:15:00,0.5,16.4,0.5
2023-06-13 02:30:00,0.4,17,0.567
2023-06-13 02:45:00,0.5,17.2,0.733
2023-06-13 03:00:00,0.4,17.2,1.1
2023-06-13 03:15:00,0.4,17,1.2
2023-06-13 03:30:00,0.5,16.9,0.533
2023-06-13 03:45:00,0.4,16.7,0.5
2023-06-13 04:00:00,0.4,16.7,0.533
2023-06-13 04:15:00,0.3,16.5,0.533
2023-06-13 04:30:00,0.4,16.3,0.533
2023-06-13 04:45:00,0.4,16.3,0.767
2023-06-13 05:00:00,0.4,16.3,0.567
2023-06-13 05:15:00,0.5,16.1,1.033
2023-06-13 05:30:01,0.8,16.1,0.5
2023-06-13 05:45:00,1.7,16.2,0.833
2023-06-13 06:00:00,4.1,16.4,0.533
2023-06-13 06:15:00,5.1,16.6,0.5
2023-06-13 06:30:00,5.6,16.7,1.167
2023-06-13 06:45:00,10.1,16.9,0.5
2023-06-13 07:00:00,20,17.3,7.367
2023-06-13 07:15:00,41.3,18,24.167
2023-06-13 07:30:00,77.9,19.3,47.867
2023-06-13 07:45:00,112.8,21.3,69.2
2023-06-13 08:00:00,122.7,23.2,73.8
2023-06-13 08:15:00,81.6,22.3,54.033
2023-06-13 08:30:00,93.7,22.1,58.367
2023-06-13 08:45:00,89.9,22.4,59
2023-06-13 09:00:00,76,21.9,52.7
2023-06-13 09:15:00,77.1,21.2,53.133
2023-06-13 09:30:00,96.6,22,64.567
2023-06-13 09:45:00,98.1,22.8,68.667
2023-06-13 10:00:00,121.3,23.5,86.933
2023-06-13 10:15:00,109.9,23.3,78.967
2023-06-13 10:30:00,102.5,22.6,71.467
2023-06-13 10:45:00,195.2,23.4,133.3
2023-06-13 11:00:00,170.3,24.5,124.533
2023-06-13 11:15:00,240.6,26.6,167.667
2023-06-13 11:30:00,252.7,27.6,170.767
2023-06-13 11:45:00,196.6,28.6,153.133
2023-06-13 12:00:00,147.5,25.9,98.933
2023-06-13 12:15:00,181.2,25.5,116.1
2023-06-13 12:30:00,213.6,27.5,140.3
2023-06-13 12:45:00,232.3,27.7,151.133
2023-06-13 13:00:00,238.9,28.6,165.8
2023-06-13 13:15:00,280.3,27.8,186.867
2023-06-13 13:30:00,332.2,31.8,234.767
2023-06-13 13:45:00,191,31.3,137
2023-06-13 14:00:00,276.6,30.5,179.833
2023-06-13 14:15:00,609.3,35.1,365.7
2023-06-13 14:30:00,374.5,36.4,287.5
2023-06-13 14:45:00,316.7,29.9,216.633
2023-06-13 15:00:00,211.8,31.3,167.5
2023-06-13 15:15:01,239.9,28.6,143.6
2023-06-13 15:30:00,637.8,39,412.267
2023-06-13 15:45:00,316.7,39.6,328.6
2023-06-13 16:00:00,640.2,41.1,397.367
2023-06-13 16:15:00,770,46.3,494.6
2023-06-13 16:30:00,501.4,45.7,333.6
2023-06-13 16:45:00,260.7,35,185.067
2023-06-13 17:00:00,231.1,31.9,162.033
2023-06-13 17:15:00,223.1,31.7,157.367
2023-06-13 17:30:00,232.7,29.7,156.9
2023-06-13 17:45:01,292.7,30.1,173.433
2023-06-13 18:00:00,471.1,35.8,242.967
2023-06-13 18:15:00,403,37,229.567
2023-06-13 18:30:00,216.8,32.7,141.967
2023-06-13 18:45:00,192.5,29.5,135.167
2023-06-13 19:00:00,167,28.1,112.8
2023-06-13 19:15:00,120.2,27.3,82.967
2023-06-13 19:30:00,42.6,24.9,28.333
2023-06-13 19:45:00,16.1,21.6,4
2023-06-13 20:00:00,21.3,21.4,10.167
2023-06-13 20:15:00,13.4,20.2,6.133
2023-06-13 20:30:00,6.7,19.7,0.5
2023-06-13 20:45:00,5,19.3,0.5
2023-06-13 21:00:00,3.6,19.1,1.433
2023-06-13 21:15:00,1.7,18.8,0.567
2023-06-13 21:30:00,1,18.5,0.8
2023-06-13 21:45:01,0.7,18.1,0.6
2023-06-13 22:00:00,0.6,18,0.5
2023-06-13 22:15:00,0.6,17.9,1
2023-06-13 22:30:00,0.6,18.1,0.567
2023-06-13 22:45:00,0.6,18,0.7
2023-06-13 23:00:00,0.5,17.7,0.567
2023-06-13 23:15:00,0.6,17.5,0.533
2023-06-13 23:30:00,0.6,17.6,0.533
2023-06-13 23:45:00,0.6,17.7,0.567
2023-06-14 00:00:00,0.6,17.7,0.6
2023-06-14 00:15:00,0.6,17.5,0.5
2023-06-14 00:30:00,0.6,17.3,0.533
2023-06-14 00:45:00,0.6,17.1,0.567
2023-06-14 01:00:00,0.6,16.9,0.5
2023-06-14 01:15:00,0.5,16.4,0.567
2023-06-14 01:30:00,0.6,15.8,0.633
2023-06-14 01:45:00,0.5,15.4,0.5
2023-06-14 02:00:00,0.5,15.6,0.867
2023-06-14 02:15:00,0.6,15.6,0.533
2023-06-14 02:30:00,0.6,15,1.2
2023-06-14 02:45:00,0.6,14.6,0.633
2023-06-14 03:00:00,0.5,14.5,1.1
2023-06-14 03:15:00,0.6,14.8,1.7
2023-06-14 03:30:00,0.5,15,0.8
2023-06-14 03:45:00,0.5,15.2,0.533
2023-06-14 04:00:00,0.5,15.5,0.567
2023-06-14 04:15:00,0.6,15.8,0.5
2023-06-14 04:30:00,0.6,16.1,0.533
2023-06-14 04:45:00,0.6,16.2,0.9
2023-06-14 05:00:00,0.6,16.3,0.667
2023-06-14 05:15:00,0.6,16.4,0.633
2023-06-14 05:30:00,1,16.4,0.5
2023-06-14 05:45:00,2.2,16.3,0.533
2023-06-14 06:00:00,3.8,16.5,0.7
2023-06-14 06:15:00,4.7,16.7,0.5
2023-06-14 06:30:00,13.8,17.1,1.967
2023-06-14 06:45:00,10.9,17.3,0.867
2023-06-14 07:00:00,10.9,17.2,0.533
2023-06-14 07:15:00,16.7,17.3,1.933
2023-06-14 07:30:00,35.9,17.5,15.5
2023-06-14 07:45:00,69.1,18.9,40.5
2023-06-14 08:00:00,97.3,19.4,65.2
2023-06-14 08:15:00,110.3,20.4,75.533
2023-06-14 08:30:01,88,21,60.967
2023-06-14 08:45:00,82.9,22.1,54.467
2023-06-14 09:00:00,52,21.6,28.533
2023-06-14 09:15:00,56.7,20.8,35.7
2023-06-14 09:30:00,120.9,22.9,79.433
2023-06-14 09:45:00,76.6,21.8,47.5
2023-06-14 10:00:00,147.4,22.4,106.233
2023-06-14 10:15:00,177.9,22.8,120.967
2023-06-14 10:30:00,177.6,23.6,132.667
2023-06-14 10:45:00,248.2,24.7,156.2
2023-06-14 11:00:00,255.4,26,171.133
2023-06-14 11:15:00,319.4,27.1,226.267
2023-06-14 11:30:01,265.7,27.1,188.2
2023-06-14 11:45:00,287,26.5,204.133
2023-06-14 12:00:00,592.9,30.8,331.7
2023-06-14 12:15:00,426.9,31.1,291.733
2023-06-14 12:30:00,348.2,31.1,237.933
2023-06-14 12:45:00,282.3,30,188.667
2023-06-14 13:00:00,405.5,33.1,263.633
2023-06-14 13:15:01,244.9,31.3,164.467
2023-06-14 13:30:00,227.9,29.1,158.6
2023-06-14 13:45:00,212.7,25.7,156.933
2023-06-14 14:00:00,217.5,26.7,154
2023-06-14 14:15:00,204.4,26.3,150.367
2023-06-14 14:30:00,175.8,26.4,109.6
2023-06-14 14:45:00,186.8,25.9,133.733
2023-06-14 15:00:01,192,27.2,139.667
2023-06-14 15:15:00,227,29.1,164.5
2023-06-14 15:30:00,295.3,31.9,214.033
2023-06-14 15:45:00,402.8,34.2,274.4
2023-06-14 16:00:00,514,40.5,349.033
2023-06-14 16:15:00,382.4,39.5,279.067
2023-06-14 16:30:00,484.7,39.1,321.267
2023-06-14 16:45:00,717.1,44.2,421.2
2023-06-14 17:00:00,881.4,52.3,495.4
2023-06-14 17:15:00,828.8,52.8,459.967
2023-06-14 17:30:00,875.5,53,509.2
2023-06-14 17:45:00,903.9,54.9,489.267
2023-06-14 18:00:00,934.5,56.3,492
2023-06-14 18:15:00,871.9,54.6,464.067
2023-06-14 18:30:00,794.8,52.1,428.167
2023-06-14 18:45:00,743.3,50,386.1
2023-06-14 19:00:00,574.6,45.8,307.133
2023-06-14 19:15:00,579.2,45.5,297.7
2023-06-14 19:30:00,491.8,42.6,255.8
2023-06-14 19:45:00,433.3,41.7,208.5
2023-06-14 20:00:00,295.4,38.3,122.233
2023-06-14 20:15:00,213.9,34.6,69.267
2023-06-14 20:30:00,221.4,34.1,60.667
2023-06-14 20:45:00,142.4,31.8,37.367
2023-06-14 21:00:00,17.5,26.7,5.633
2023-06-14 21:15:00,4.3,23.1,0.667
2023-06-14 21:30:00,2.1,21,0.5
2023-06-14 21:45:00,0.9,18.7,1.1
2023-06-14 22:00:00,0.6,17.4,0.533
2023-06-14 22:15:00,0.6,16.6,0.533
2023-06-14 22:30:00,0.6,16.2,1.133
2023-06-14 22:45:00,0.6,16.1,0.7
2023-06-14 23:00:00,0.6,15.7,0.533
2023-06-14 23:15:00,0.6,15.2,0.6
2023-06-14 23:30:00,0.6,15.2,0.5
2023-06-14 23:45:00,0.6,16.5,0.8
2023-06-15 00:00:00,0.5,16.7,0.567
2023-06-15 00:15:00,0.6,16.8,0.533
2023-06-15 00:30:00,0.6,16.5,1.033
2023-06-15 00:45:00,0.5,16.4,0.5
2023-06-15 01:00:00,0.5,16.4,0.867
2023-06-15 01:15:00,0.5,16.2,1.233
2023-06-15 01:30:00,0.5,15.9,0.7
2023-06-15 01:45:00,0.5,15.7,0.767
2023-06-15 02:00:00,0.6,15.5,0.7
2023-06-15 02:15:00,0.5,15.3,0.533
2023-06-15 02:30:00,0.6,15.5,0.533
2023-06-15 02:45:00,0.6,15.2,0.533
2023-06-15 03:00:00,0.5,15.3,0.5
2023-06-15 03:15:00,0.5,14.8,0.633
2023-06-15 03:30:00,0.5,14.1,0.533
2023-06-15 03:45:00,0.5,13.5,0.567
2023-06-15 04:00:00,0.6,13.1,0.567
2023-06-15 04:15:00,0.5,13.2,0.867
2023-06-15 04:30:00,0.6,13.2,1.067
2023-06-15 04:45:00,0.5,13.2,0.5
2023-06-15 05:00:00,0.5,14,0.533
2023-06-15 05:15:00,0.6,13.5,0.667
2023-06-15 05:30:01,1.3,13.2,0.6
2023-06-15 05:45:00,5.8,13.4,0.533
2023-06-15 06:00:00,18,14.8,5.133
2023-06-15 06:15:00,52.5,15.8,22.967
2023-06-15 06:30:00,87.7,17.5,42.7
2023-06-15 06:45:00,116.5,17.8,61.033
2023-06-15 07:00:00,92.2,17.9,56.1
2023-06-15 07:15:00,118.7,18.6,63.567
2023-06-15 07:30:00,155.4,19.5,92.533
2023-06-15 07:45:00,201,20.1,117.967
2023-06-15 08:00:01,354.2,24.1,183.767
2023-06-15 08:15:00,603.8,34.7,333.133
2023-06-15 08:30:00,685.9,41.1,376.033
2023-06-15 08:45:00,690,43.6,389.9
2023-06-15 09:00:00,746.2,42.6,416.867
2023-06-15 09:15:00,552.5,43.8,339.533
2023-06-15 09:30:00,345.9,33.4,221.333
2023-06-15 09:45:00,834.9,41.4,429.467
2023-06-15 10:00:00,878.6,48.9,502.4
2023-06-15 10:15:00,914.6,50.1,508.267
2023-06-15 10:30:00,830.1,50.1,470.433
2023-06-15 10:45:00,721.4,43.6,339.367
2023-06-15 11:00:00,871.3,45.4,493.233
2023-06-15 11:15:00,714.1,46.5,407.267
2023-06-15 11:30:00,641.9,43.9,453.667
2023-06-15 11:45:00,992.5,49.7,561.267
2023-06-15 12:00:00,551.6,46.1,460.067
2023-06-15 12:15:00,1040.1,45.8,552.133
2023-06-15 12:30:00,838.8,47.3,477.433
2023-06-15 12:45:01,760.5,46.7,501.133
