QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.0,0.0,-0.4624901408450704,0.1157485803215704,0.14906138458124354,0.005096430866676825,,,-460.67743643192483,-96.74226165070421,0.0
