t,Q,P,Bar,Eta,PST,PPAR
2024-04-03 10:00:00,0.09859119499999999,201.894325,26.7491675,0.7879391252527829,151.444075,50.45025
2024-04-03 10:30:00,0.09932838499999999,203.459525,26.7485025,0.789027027208187,152.93089999999998,50.528625
2024-04-03 11:00:00,0.10027138,205.622025,26.73716875,0.7908754247043376,154.82852499999998,50.7935
2024-04-03 11:30:00,0.1041366225,213.8514,26.68814,0.7952128559555552,162.845525,51.005875
2024-04-03 12:00:00,0.10507090333333337,215.8806,26.677305,0.7960346698112948,165.06560000000002,50.815
2024-04-03 12:30:00,0.10311356,211.51963333333333,26.71636,0.7924285303484232,160.79346666666666,50.72616666666666
2024-04-03 13:00:00,0.10270470333333334,210.0756333333333,26.627560000000003,0.7914928452512063,159.9658,50.10983333333333
2024-04-03 13:30:00,0.10139933666666669,207.26253333333327,26.626305,0.7873005404739747,157.14853333333335,50.114
2024-04-03 14:00:00,0.09961006666666664,202.9864333333333,26.67659666666667,0.7851306412088923,153.10709999999995,49.879333333333335
2024-04-03 14:30:00,0.097042085,198.30492500000005,26.7402775,0.784928176572344,147.9463,50.358625
2024-04-03 15:00:00,0.097497585,199.9495,26.7598325,0.7882880067252276,149.30337500000002,50.646125
2024-04-03 15:30:00,0.10151155,209.00805000000005,26.74375625,0.7936949673213911,157.9088,51.09925
2024-04-03 16:00:00,0.1051160425,216.0801,26.6917625,0.7943130404630991,164.83972500000002,51.240375
2024-04-03 16:30:00,0.10543494333333334,215.97260000000003,26.63517833333333,0.7924006911753817,165.07943333333336,50.893166666666666
2024-04-03 17:00:00,0.10407715666666668,212.90426666666667,26.624246666666664,0.7914021415518527,162.41043333333334,50.493833333333335
2024-04-03 17:30:00,0.10274625,210.3565,26.647863333333333,0.7906064795942137,159.8205,50.536
2024-04-03 18:00:00,0.10222551333333334,209.16376666666665,26.65660666666667,0.7882231745233486,159.05076666666665,50.113
2024-04-03 18:30:00,0.10059882666666668,205.2977,26.63782,0.7860377664330253,155.13519999999997,50.1625
2024-04-03 19:00:00,0.0787232125,162.34491,27.269127500000003,0.7809391587816948,110.49316,51.85175
2024-04-03 19:30:00,0.0686861475,144.19203,27.78015,0.7875986558761078,90.10153,54.090500000000006
2024-04-03 20:00:00,0.07458785750000001,157.50524499999997,27.625907500000004,0.7976318516716524,103.65137,53.853875
2024-04-03 20:30:00,0.0855529725,179.651575,27.26857875,0.8029821579434124,126.47545,53.176125
2024-04-03 21:00:00,0.09377228333333332,195.1640333333333,27.037486666666663,0.8017653654822259,142.4392,52.72483333333333
2024-04-03 21:30:00,0.10217796333333333,211.2376,26.767565,0.7972803191560471,159.69226666666663,51.54533333333333
2024-04-03 22:00:00,0.10065185333333333,206.247,26.659055,0.7902864554401174,155.701,50.546
2024-04-03 22:30:00,0.10198618000000001,208.09643333333327,26.568458333333336,0.7886033489112022,158.19326666666666,49.90316666666667
2024-04-03 23:00:00,0.09993569499999999,203.4826833333333,26.571091666666664,0.7851580368782939,153.43635,50.04633333333334
2024-04-03 23:30:00,0.0999127525,203.8439,26.624625,0.7846240368623326,153.849775,49.994125
2024-04-04 00:00:00,0.09940506499999999,203.0147,26.64234125,0.7849188256747638,152.984075,50.030625
2024-04-04 00:30:00,0.09876990000000001,201.962525,26.6584875,0.7865737829906646,151.79315,50.169375
2024-04-04 01:00:00,0.09956537500000001,203.119,26.64146,0.7856836732003181,152.91825,50.20075
2024-04-04 01:30:00,0.09928930666666666,202.05563333333333,26.662055,0.7826151789648951,151.8853,50.17033333333333
2024-04-04 02:00:00,0.09866536666666668,201.8265333333333,26.728718333333337,0.7861284697759472,151.24103333333332,50.5855
2024-04-04 02:30:00,0.10404329,213.9902333333333,26.69758,0.7927470066773892,162.52873333333332,51.4615
2024-04-04 03:00:00,0.10443054666666668,214.58016666666663,26.66607666666666,0.7931039596894106,163.38666666666666,51.1935
2024-04-04 03:30:00,0.1034519825,211.714525,26.6058275,0.7897065061174547,161.0689,50.645625
2024-04-04 04:00:00,0.10205397499999999,207.9007,26.56264125,0.7869857163439693,157.763825,50.136875
2024-04-04 04:30:00,0.09982862,202.569575,26.62918,0.7805675230695305,152.673825,49.89575
2024-04-04 05:00:00,0.09730261,197.58125,26.723673750000003,0.7770385252940727,147.375625,50.205625
2024-04-04 05:30:00,0.09647227999999998,197.3296,26.77898666666667,0.7837196002632832,146.54743333333332,50.78216666666666
2024-04-04 06:00:00,0.09839563666666666,202.00716666666668,26.772955,0.7879478366010866,151.03783333333334,50.96933333333333
2024-04-04 06:30:00,0.10084758666666668,206.3442333333333,26.665121666666664,0.788023941412708,155.6660666666667,50.67816666666666
2024-04-04 07:00:00,0.10152328,207.73576666666665,26.68270333333333,0.7893532519166822,157.18576666666667,50.54999999999999
2024-04-04 07:30:00,0.100364175,204.57695,26.679435,0.786495709506157,154.336075,50.240875
2024-04-04 08:00:00,0.09976852750000001,203.714475,26.680347500000003,0.7880092486896675,153.270475,50.444
2024-04-04 08:30:00,0.099128445,202.94755,26.7123775,0.7888837404927478,152.3523,50.59524999999999
2024-04-04 09:00:00,0.09828816,200.5088,26.71539166666667,0.7846218270334873,150.04146666666668,50.46733333333333
