QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.03052421783783784,4.400436244560299e-05,64.65521621621623,0.20505073665290569,26.945258378378377,0.010882179708504004,0.7858132642194331,0.0028424114806423176,603.7719607657659,126.79211176081084,1.0
