,Power,Var2,Var3,Eta
last_value,0.0,2.9999999999999997e-05,0.03,0.0
MaxScala,,0.11,40.0,100.0
Media,0.0,0.0954,27.0,0.0
Dev,0.0,0.016155494421403512,0.7071067811865476,0.0
