QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
5.105557945945945,0.3795554820258679,-0.16782702702702706,0.11715328062598887,0.12731812401571363,0.03039975968125392,-0.0027694255886648355,0.0024956278967233673,-1.7268934894894898,-0.36264763279279283,0.0
