,Power,Var2,Var3,Eta
last_value,196.771525,0.09096124,27.08811875,0.7983044904910869
MaxScala,360.0,0.11,40.0,100.0
Media,185.2139703781758,0.0954,27.0,0.7514153496273451
Dev,5.242900335455615,0.016155494421403512,0.7071067811865476,0.02127051096946798
