EI,PMean,PDev,TModMean,TModDev,Energy,Energy 1,Energy 2,etaMean,etaDev,etaMean 1,etaMean 2,Resa,Availability Inv 1,Availability Inv 2
98920.07656888664,106.56162615616262,188.1659099790215,13.271505496971056,10.645532161039405,70257.82655140891,37277.11611517412,32981.94518319865,0.7664771696159076,0.39935104675752686,0.00040667438567140284,0.000359816254406153,15808.010974067007,0.9519112207151664,0.9223181257706535
