QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.10024573666666667,0.002182520795670249,204.82488431372548,4.856089760610231,26.675152377450978,0.053466886171597866,0.7864481621287059,0.003901681722327693,1835.5154424569716,385.45824291596404,1.0
