EI,PMean,PDev,TModMean,TModDev,Energy,Energy 1,Energy 2,etaMean,etaDev,etaMean 1,etaMean 2,Resa,Availability Inv 1,Availability Inv 2
4122.6,133.15,209.36331801099118,11.1296875,11.855618126118255,3195.6000000000004,1624.4571428571428,1571.1428571428569,0.8365081377258159,0.6998042928146635,0.00042523207516173117,0.0004112760625640846,719.0100000000001,0.9565217391304348,0.9782608695652174
