QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.03089866416666667,0.00024897910979415297,66.4965625,1.6741463733578026,27.0886571875,0.4279519485894005,0.7940533281731624,0.002026121679335628,1595.9175,335.142675,1.0
