QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.0613174586459396,0.016395978825652576,131.91276247085634,34.419855607323775,26.755561615482385,2.8710848149672277,0.79355625596925,0.021923050070134075,1049940.3223240527,220487.46768805105,0.9701106067386995
