QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
4.91095546875,0.31056630394520673,0.0,0.0,0.14657026035231202,0.0001856918640888911,0.0,0.0,0.0,0.0,0.0
