QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
4.803839989992301,0.5705874937552865,-0.3949499615088529,0.07118168141219147,0.13726559403291272,0.028153112945781503,-0.006559163899327844,0.002622328510338596,-156.20885344281925,-32.80385922299204,0.0
