t,Q,Bar,P,CosPhi
2023-09-19 11:45:00.003,0.0,0.0,-0.8304,-0.572
2023-09-19 12:00:00.013,0.0,0.0,-0.8288,-0.5744
2023-09-19 12:15:00.017,0.0,0.0,-0.7984,-0.5705
2023-09-19 12:30:00.003,0.0,0.0,-0.3776,-0.5
2023-09-19 12:45:00.017,0.0,0.0,-0.3664,-0.4944
2023-09-19 13:00:00.010,0.0,0.0,-0.3552,-0.4534
2023-09-19 13:15:00.007,0.0,0.0,-0.3712,-0.4728
2023-09-19 13:30:00.003,0.0,0.0,-0.3728,-0.4467
2023-09-19 13:45:00.003,0.0,0.0,-0.3664,-0.4788
2023-09-19 14:00:00.010,0.0,0.0,-0.3776,-0.4761
2023-09-19 14:15:00.007,0.0,0.0,-0.3888,-0.4728
2023-09-19 14:30:00.010,0.0,0.0,-0.792,-0.5715
2023-09-19 14:45:00.003,0.0,0.0,-0.784,-0.5628
2023-09-19 15:00:00.017,0.0,0.0,-0.8224,-0.5786
2023-09-19 15:15:00.017,0.0,0.0,-0.7904,-0.5713
2023-09-19 15:30:00.013,0.0,0.0,-0.776,-0.5562
2023-09-19 15:45:00.017,0.0,0.0,-0.6,-0.4713
2023-09-19 16:00:00.013,0.0,0.0,-0.5936,-0.4654
2023-09-19 16:15:00.000,0.0,0.0,-0.6224,-0.4771
2023-09-19 16:30:00.003,0.0,0.0,-0.608,-0.4765
2023-09-19 16:45:00.010,0.0,0.0,-0.5952,-0.4574
2023-09-19 17:00:00.003,0.0,0.0,-0.6112,-0.4752
2023-09-19 17:15:00.013,0.0,0.0,-0.6304,-0.4796
2023-09-19 17:30:00.013,0.0,0.0,-0.6208,-0.4812
2023-09-19 17:45:00.017,0.0,0.0,-0.6224,-0.4717
2023-09-19 18:00:00.007,0.0,0.0,-0.6112,-0.4708
2023-09-19 18:15:00.000,0.0,0.0,0.0,-0.2987
2023-09-19 18:30:00.017,0.0,0.0,-0.2416,-0.2865
2023-09-19 18:45:00.003,0.0,0.0,-0.2432,-0.3065
2023-09-19 19:00:00.007,0.0,0.0,-0.2464,-0.3105
2023-09-19 19:15:00.003,0.0,0.0,-0.2416,-0.3042
2023-09-19 19:30:00.013,0.0,0.0,0.0,-0.3016
2023-09-19 19:45:00.007,0.0,0.0,0.0,-0.2971
2023-09-19 20:00:00.017,0.0,0.0,-0.2432,-0.2768
2023-09-19 20:15:00.003,0.0,0.0,0.0,-0.2987
2023-09-19 20:30:00.017,0.0,0.0,-0.2416,-0.2894
2023-09-19 20:45:00.007,0.0,0.0,0.0,-0.2865
2023-09-19 21:00:00.010,0.0,0.0,0.0,-0.3229
2023-09-19 21:15:00.007,0.0,0.0,0.0,-0.2834
2023-09-19 21:30:00.010,0.0,0.0,-0.2416,-0.2984
2023-09-19 21:45:00.007,0.0,0.0,-0.2416,-0.3069
2023-09-19 22:00:00.000,0.0,0.0,0.0,-0.2995
2023-09-19 22:15:00.003,0.0,0.0,0.0,-0.2811
2023-09-19 22:30:00.007,0.0,0.0,0.0,-0.2957
2023-09-19 22:45:00.010,0.0,0.0,0.0,-0.2916
2023-09-19 23:00:00.007,0.0,0.0,0.0,-0.2843
2023-09-19 23:15:00.010,0.0,0.0,0.0,-0.297
2023-09-19 23:30:00.007,0.0,0.0,0.0,-0.3039
2023-09-19 23:45:00.003,0.0,0.0,-0.2416,-0.2867
2023-09-20 00:00:00.010,0.0,0.0,0.0,-0.2959
2023-09-20 00:15:00.003,0.0,0.0,-0.2416,-0.3024
2023-09-20 00:30:00.000,0.0,0.0,0.0,-0.2956
2023-09-20 00:45:00.003,0.0,0.0,0.0,-0.2834
2023-09-20 01:00:00.013,0.0,0.0,-0.2416,-0.2938
2023-09-20 01:15:00.003,0.0,0.0,0.0,-0.3078
2023-09-20 01:30:00.010,0.0,0.0,0.0,-0.3026
2023-09-20 01:45:00.017,0.0,0.0,0.0,-0.3016
2023-09-20 02:00:00.013,0.0,0.0,0.0,-0.2871
2023-09-20 02:15:00.003,0.0,0.0,-0.2416,-0.2908
2023-09-20 02:30:00.000,0.0,0.0,-0.2416,-0.2874
2023-09-20 02:45:00.010,0.0,0.0,0.0,-0.2789
2023-09-20 03:00:00.013,0.0,0.0,0.0,-0.2881
2023-09-20 03:15:00.007,0.0,0.0,0.0,-0.2804
2023-09-20 03:30:00.003,0.0,0.0,0.0,-0.2972
2023-09-20 03:45:00.013,0.0,0.0,0.0,-0.3019
2023-09-20 04:00:00.017,0.0,0.0,0.0,-0.296
2023-09-20 04:15:00.010,0.0,0.0,-0.2416,-0.2833
2023-09-20 04:30:00.017,0.0,0.0,-0.2416,-0.2898
2023-09-20 04:45:00.007,0.0,0.0,0.0,-0.2847
2023-09-20 05:00:00.003,0.0,0.0,0.0,-0.2806
2023-09-20 05:15:00.010,0.0,0.0,0.0,-0.2747
2023-09-20 05:30:00.003,0.0,0.0,-0.2432,-0.3129
2023-09-20 05:45:00.003,0.0,0.0,0.0,-0.2831
2023-09-20 06:00:00.013,0.0,0.0,0.0,-0.3422
2023-09-20 06:15:00.007,0.0,0.0,-0.2416,-0.2915
2023-09-20 06:30:00.017,0.0,0.0,-0.2432,-0.3174
2023-09-20 06:45:00.010,0.0,0.0,0.0,-0.2949
2023-09-20 07:00:00.003,0.0,0.0,-0.2416,-0.2829
2023-09-20 07:15:00.017,0.0,0.0,-0.2416,-0.2758
2023-09-20 07:30:00.007,0.0,0.0,0.0,-0.2593
2023-09-20 07:45:00.000,0.0,0.0,0.0,-0.3006
2023-09-20 08:00:00.013,0.0,0.0,-0.624,-0.4788
2023-09-20 08:15:00.007,0.0,0.0,-1.5056,-0.7773
2023-09-20 08:30:00.003,0.0,0.0,-0.6352,-0.4807
2023-09-20 08:45:00.013,0.0,0.0,-0.6304,-0.486
2023-09-20 09:00:00.017,0.0,0.0,-1.504,-0.7884
2023-09-20 09:15:00.010,0.0,0.0,-1.4704,-0.7734
2023-09-20 09:30:00.017,0.0,0.0,-0.6256,-0.4806
2023-09-20 09:45:00.017,0.0,0.0,-0.6224,-0.471
2023-09-20 10:00:00.010,0.0,0.0,-0.6416,-0.4729
2023-09-20 10:15:00.007,0.0,0.0,-0.6112,-0.4772
2023-09-20 10:30:00.003,0.0,0.0,-0.616,-0.4635
2023-09-20 10:45:00.003,0.0,0.0,-0.6128,-0.4695
2023-09-20 11:00:00.003,0.0,0.0,-0.6144,-0.4703
2023-09-20 11:15:00.000,0.0,0.0,-0.64,-0.4741
2023-09-20 11:30:00.007,0.0,0.0,-0.6208,-0.4663
2023-09-20 11:45:00.007,0.0,0.0,-0.6176,-0.4742
2023-09-20 12:00:00.013,0.0,0.0,-0.6224,-0.4752
2023-09-20 12:15:00.007,0.0,0.0,-0.6112,-0.4708
2023-09-20 12:30:00.017,0.0,0.0,-0.624,-0.4804
2023-09-20 12:45:00.007,0.0,0.0,-0.616,-0.4717
2023-09-20 13:00:00.007,0.0,0.0,-0.2432,-0.3277
2023-09-20 13:15:00.010,0.0,0.0,-0.2416,-0.296
2023-09-20 13:30:00.000,0.0,0.0,-0.2448,-0.3006
2023-09-20 13:45:00.007,0.0,0.0,-0.2432,-0.298
2023-09-20 14:00:00.010,0.0,0.0,0.0,-0.3029
2023-09-20 14:15:00.000,0.0,0.0,-0.2416,-0.3181
2023-09-20 14:30:00.013,0.0,0.0,-0.2416,-0.2953
2023-09-20 14:45:00.010,0.0,0.0,-0.2432,-0.304
2023-09-20 15:00:00.000,0.0,0.0,-0.2416,-0.2895
2023-09-20 15:15:00.003,0.0,0.0,-0.2416,-0.3047
2023-09-20 15:30:00.000,0.0,0.0,0.0,-0.2945
2023-09-20 15:45:00.003,0.0,0.0,0.0,-0.296
2023-09-20 16:00:00.010,0.0,0.0,0.0,-0.2883
2023-09-20 16:15:00.010,0.0,0.0,0.0,-0.2846
2023-09-20 16:30:00.000,0.0,0.0,0.0,-0.2955
2023-09-20 16:45:00.007,0.0,0.0,0.0,-0.3286
2023-09-20 17:00:00.007,0.0,0.0,-0.2432,-0.2918
2023-09-20 17:15:00.000,0.0,0.0,0.0,-0.2855
2023-09-20 17:30:00.017,0.0,0.0,0.0,-0.3019
2023-09-20 17:45:00.000,0.0,0.0,0.0,-0.2758
2023-09-20 18:00:00.007,0.0,0.0,0.0,-0.2873
2023-09-20 18:15:00.003,0.0,0.0,0.0,-0.3205
2023-09-20 18:30:00.017,0.0,0.0,0.0,-0.291
2023-09-20 18:45:00.013,0.0,0.0,0.0,-0.2957
2023-09-20 19:00:00.000,0.0,0.0,0.0,-0.3116
2023-09-20 19:15:00.000,0.0,0.0,-0.2464,-0.2925
2023-09-20 19:30:00.007,0.0,0.0,0.0,-0.2934
2023-09-20 19:45:00.017,0.0,0.0,0.0,-0.3212
2023-09-20 20:00:00.003,0.0,0.0,-0.2432,-0.3113
2023-09-20 20:15:00.010,0.0,0.0,-0.2496,-0.3091
2023-09-20 20:30:00.007,0.0,0.0,0.0,-0.3006
2023-09-20 20:45:00.013,0.0,0.0,-0.2448,-0.3228
2023-09-20 21:00:00.007,0.0,0.0,0.0,-0.3058
2023-09-20 21:15:00.013,0.0,0.0,0.0,-0.2765
2023-09-20 21:30:00.013,0.0,0.0,0.0,-0.2835
2023-09-20 21:45:00.007,0.0,0.0,0.0,-0.2879
2023-09-20 22:00:00.007,0.0,0.0,0.0,-0.2782
2023-09-20 22:15:00.017,0.0,0.0,0.0,-0.2844
2023-09-20 22:30:00.013,0.0,0.0,0.0,-0.3122
2023-09-20 22:45:00.013,0.0,0.0,0.0,-0.2652
2023-09-20 23:00:00.007,0.0,0.0,0.0,-0.2979
2023-09-20 23:15:00.013,0.0,0.0,-0.2416,-0.2953
2023-09-20 23:30:00.003,0.0,0.0,0.0,-0.3062
2023-09-20 23:45:00.003,0.0,0.0,0.0,-0.2905
2023-09-21 00:00:00.010,0.0,0.0,0.0,-0.3034
2023-09-21 00:15:00.010,0.0,0.0,0.0,-0.2882
2023-09-21 00:30:00.010,0.0,0.0,0.0,-0.303
2023-09-21 00:45:00.010,0.0,0.0,0.0,-0.2841
2023-09-21 01:00:00.010,0.0,0.0,0.0,-0.2886
2023-09-21 01:15:00.010,0.0,0.0,0.0,-0.301
2023-09-21 01:30:00.013,0.0,0.0,-0.2432,-0.2813
2023-09-21 01:45:00.013,0.0,0.0,0.0,-0.2734
2023-09-21 02:00:00.003,0.0,0.0,-0.2416,-0.3083
2023-09-21 02:15:00.013,0.0,0.0,0.0,-0.2884
2023-09-21 02:30:00.013,0.0,0.0,0.0,-0.2699
2023-09-21 02:45:00.017,0.0,0.0,0.0,-0.3121
2023-09-21 03:00:00.010,0.0,0.0,0.0,-0.2791
2023-09-21 03:15:00.013,0.0,0.0,0.0,-0.3173
2023-09-21 03:30:00.000,0.0,0.0,-0.2432,-0.2911
2023-09-21 03:45:00.017,0.0,0.0,0.0,-0.2697
2023-09-21 04:00:00.010,0.0,0.0,0.0,-0.3147
2023-09-21 04:15:00.007,0.0,0.0,0.0,-0.3041
2023-09-21 04:30:00.003,0.0,0.0,-0.2416,-0.2929
2023-09-21 04:45:00.003,0.0,0.0,0.0,-0.2989
2023-09-21 05:00:00.003,0.0,0.0,0.0,-0.2801
2023-09-21 05:15:00.010,0.0,0.0,0.0,-0.299
2023-09-21 05:30:00.017,0.0,0.0,0.0,-0.31
2023-09-21 05:45:00.017,0.0,0.0,0.0,-0.2859
2023-09-21 06:00:00.007,0.0,0.0,-0.2416,-0.2856
2023-09-21 06:15:00.003,0.0,0.0,-0.2416,-0.3056
2023-09-21 06:30:00.000,0.0,0.0,0.0,-0.2761
2023-09-21 06:45:00.013,0.0,0.0,0.0,-0.2812
2023-09-21 07:00:00.017,0.0,0.0,0.0,-0.3007
2023-09-21 07:15:00.003,0.0,0.0,0.0,-0.2813
2023-09-21 07:30:00.000,0.0,0.0,0.0,-0.3088
2023-09-21 07:45:00.010,0.0,0.0,0.0,-0.3042
2023-09-21 08:00:00.017,0.0,0.0,0.0,-0.2451
2023-09-21 08:15:00.010,0.0,0.0,0.0,-0.2654
2023-09-21 08:30:00.007,0.0,0.0,-0.2448,-0.3122
2023-09-21 08:45:00.003,0.0,0.0,-0.2416,-0.3023
2023-09-21 09:00:00.013,0.0,0.0,-0.2448,-0.2902
2023-09-21 09:15:00.017,0.0,0.0,-0.2448,-0.3167
2023-09-21 09:30:00.013,0.0,0.0,-0.2416,-0.3036
2023-09-21 09:45:00.003,0.0,0.0,-0.2416,-0.2969
2023-09-21 10:00:00.010,0.0,0.0,-0.2448,-0.3144
2023-09-21 10:15:00.003,0.0,0.0,-0.2416,-0.3181
2023-09-21 10:30:00.003,0.0,0.0,-0.2432,-0.3298
2023-09-21 10:45:00.007,0.0,0.0,-0.2432,-0.3005
2023-09-21 11:00:00.003,0.0,0.0,-0.2432,-0.2942
2023-09-21 11:15:00.010,0.0,0.0,-0.2416,-0.2838
2023-09-21 11:30:00.003,0.0,0.0,0.0,-0.2911
2023-09-21 11:45:00.013,0.0,0.0,0.0,-0.2913
2023-09-21 12:00:00.010,0.0,0.0,-0.2416,-0.301
2023-09-21 12:15:00.017,0.0,0.0,0.0,-0.3021
2023-09-21 12:30:00.017,0.0,0.0,0.0,-0.2965
2023-09-21 12:45:00.013,0.0,0.0,0.0,-0.2901
2023-09-21 13:00:00.007,0.0,0.0,0.0,-0.2794
2023-09-21 13:15:00.003,0.0,0.0,0.0,-0.2971
2023-09-21 13:30:00.017,0.0,0.0,0.0,-0.279
2023-09-21 13:45:00.007,0.0,0.0,0.0,-0.2686
2023-09-21 14:00:00.003,0.0,0.0,0.0,-0.2689
2023-09-21 14:15:00.010,0.0,0.0,-0.2416,-0.306
2023-09-21 14:30:00.007,0.0,0.0,-0.2416,-0.309
2023-09-21 14:45:00.010,0.0,0.0,-0.632,-0.4781
2023-09-21 15:00:00.017,0.0,0.0,-0.6208,-0.486
2023-09-21 15:15:00.003,0.0,0.0,-0.6576,-0.499
2023-09-21 15:30:00.017,0.0,0.0,-0.592,-0.4564
2023-09-21 15:45:00.007,0.0,0.0,-0.6528,-0.5005
2023-09-21 16:00:00.013,0.0,0.0,-0.6112,-0.4733
2023-09-21 16:15:00.003,0.0,0.0,-0.2416,-0.3031
2023-09-21 16:30:00.000,0.0,0.0,-0.2464,-0.3381
2023-09-21 16:45:00.013,0.0,0.0,0.0,-0.2948
2023-09-21 17:00:00.007,0.0,0.0,0.0,-0.2906
2023-09-21 17:15:00.017,0.0,0.0,0.0,-0.2823
2023-09-21 17:30:00.017,0.0,0.0,-0.2432,-0.2877
2023-09-21 17:45:00.017,0.0,0.0,-0.2416,-0.3094
2023-09-21 18:00:00.003,0.0,0.0,-0.2512,-0.312
2023-09-21 18:15:00.003,0.0,0.0,-0.2464,-0.3257
2023-09-21 18:30:00.010,0.0,0.0,-0.2512,-0.3385
2023-09-21 18:45:00.017,0.0,0.0,-0.2416,-0.2957
2023-09-21 19:00:00.007,0.0,0.0,0.0,-0.2789
2023-09-21 19:15:00.017,0.0,0.0,-0.2432,-0.2958
2023-09-21 19:30:00.007,0.0,0.0,0.0,-0.2853
2023-09-21 19:45:00.017,0.0,0.0,0.0,-0.2721
2023-09-21 20:00:00.007,0.0,0.0,0.0,-0.266
2023-09-21 20:15:00.007,0.0,0.0,0.0,-0.278
2023-09-21 20:30:00.010,0.0,0.0,0.0,-0.2666
2023-09-21 20:45:00.013,0.0,0.0,0.0,-0.2679
2023-09-21 21:00:00.007,0.0,0.0,0.0,-0.2673
2023-09-21 21:15:00.013,0.0,0.0,0.0,-0.2942
2023-09-21 21:30:00.007,0.0,0.0,0.0,-0.2939
2023-09-21 21:45:00.003,0.0,0.0,-0.2448,-0.3173
2023-09-21 22:00:00.010,0.0,0.0,-0.2416,-0.3055
2023-09-21 22:15:00.017,0.0,0.0,-0.2416,-0.3261
2023-09-21 22:30:00.003,0.0,0.0,-0.2416,-0.3197
2023-09-21 22:45:00.010,0.0,0.0,-0.2448,-0.3293
2023-09-21 23:00:00.010,0.0,0.0,-0.2416,-0.3005
2023-09-21 23:15:00.007,0.0,0.0,-0.2432,-0.314
2023-09-21 23:30:00.010,0.0,0.0,-0.2432,-0.3255
2023-09-21 23:45:00.017,0.0,0.0,-0.2448,-0.2848
2023-09-22 00:00:00.007,0.0,0.0,-0.248,-0.347
2023-09-22 00:15:00.000,0.0,0.0,-0.2432,-0.3145
2023-09-22 00:30:00.007,0.0,0.0,-0.2432,-0.3189
2023-09-22 00:45:00.013,0.0,0.0,-0.2416,-0.2989
2023-09-22 01:00:00.007,0.0,0.0,-0.2416,-0.2941
2023-09-22 01:15:00.010,0.0,0.0,-0.2464,-0.3048
2023-09-22 01:30:00.017,0.0,0.0,-0.2416,-0.3143
2023-09-22 01:45:00.017,0.0,0.0,-0.2416,-0.3232
2023-09-22 02:00:00.013,0.0,0.0,-0.2464,-0.3321
2023-09-22 02:15:00.007,0.0,0.0,-0.2432,-0.2812
2023-09-22 02:30:00.017,0.0,0.0,-0.2416,-0.3249
2023-09-22 02:45:00.007,0.0,0.0,-0.2448,-0.3308
2023-09-22 03:00:00.000,0.0,0.0,0.0,-0.2991
2023-09-22 03:15:00.010,0.0,0.0,0.0,-0.325
2023-09-22 03:30:00.013,0.0,0.0,-0.2432,-0.2926
2023-09-22 03:45:00.003,0.0,0.0,-0.2416,-0.3083
2023-09-22 04:00:00.013,0.0,0.0,-0.2416,-0.3192
2023-09-22 04:15:00.013,0.0,0.0,-0.2432,-0.2677
2023-09-22 04:30:00.017,0.0,0.0,-0.3904,-0.4951
2023-09-22 04:45:00.013,0.0,0.0,-0.3744,-0.4893
2023-09-22 05:00:00.010,0.0,0.0,-0.3792,-0.5074
2023-09-22 05:15:00.010,0.0,0.0,-0.3744,-0.4952
2023-09-22 05:30:00.013,0.0,0.0,-0.384,-0.4918
2023-09-22 05:45:00.003,0.0,0.0,-0.3712,-0.5071
2023-09-22 06:00:00.000,0.0,0.0,-0.3664,-0.4625
2023-09-22 06:15:00.010,0.0,0.0,-0.384,-0.4938
2023-09-22 06:30:00.003,0.0,0.0,-0.3728,-0.488
2023-09-22 06:45:00.017,0.0,0.0,-0.376,-0.4875
2023-09-22 07:00:00.003,0.0,0.0,-0.368,-0.4784
2023-09-22 07:15:00.007,0.0,0.0,-0.3888,-0.5025
2023-09-22 07:30:00.000,0.0,0.0,-0.3712,-0.4769
2023-09-22 07:45:00.000,0.0,0.0,-0.3936,-0.4718
2023-09-22 08:00:00.010,0.0,0.0,-0.3728,-0.4937
2023-09-22 08:15:00.013,0.0,0.0,-0.3952,-0.496
2023-09-22 08:30:00.013,0.0,0.0,-0.3808,-0.486
2023-09-22 08:45:00.017,0.0,0.0,-0.4112,-0.5136
2023-09-22 09:00:00.007,0.0,0.0,-0.4208,-0.5096
2023-09-22 09:15:00.003,0.0,0.0,-0.3856,-0.508
2023-09-22 09:30:00.007,0.0,0.0,-0.3696,-0.4771
2023-09-22 09:45:00.007,0.0,0.0,-0.392,-0.488
2023-09-22 10:00:00.017,0.0,0.0,-0.4032,-0.5007
2023-09-22 10:15:00.010,0.0,0.0,-0.3968,-0.4958
2023-09-22 10:30:00.003,0.0,0.0,-0.3952,-0.5143
2023-09-22 10:45:00.013,0.0,0.0,-0.3952,-0.5015
2023-09-22 11:00:00.010,0.0,0.0,-0.7808,-0.5586
2023-09-22 11:15:00.007,0.0,0.0,-0.7504,-0.5481
2023-09-22 11:30:00.013,0.0,0.0,-0.7312,-0.5466
2023-09-22 11:45:00.013,0.0,0.0,-0.7248,-0.5376
2023-09-22 12:00:00.017,0.0,0.0,-0.7328,-0.5498
2023-09-22 12:15:00.010,0.0,0.0,-0.3408,-0.4417
2023-09-22 12:30:00.013,0.0,0.0,-0.3376,-0.4678
2023-09-22 12:45:00.003,0.0,0.0,-0.3296,-0.4316
2023-09-22 13:00:00.003,0.0,0.0,-0.328,-0.4612
2023-09-22 13:15:00.017,0.0,0.0,-0.3472,-0.4567
2023-09-22 13:30:00.013,0.0,0.0,-0.3456,-0.4591
2023-09-22 13:45:00.010,0.0,0.0,-0.328,-0.4345
2023-09-22 14:00:00.013,0.0,0.0,-0.336,-0.4484
2023-09-22 14:15:00.007,0.0,0.0,-0.3648,-0.4813
2023-09-22 14:30:00.013,0.0,0.0,-0.784,-0.569
2023-09-22 14:45:00.013,0.0,0.0,-0.7744,-0.5624
2023-09-22 15:00:00.007,0.0,0.0,-0.8016,-0.5759
2023-09-22 15:15:00.017,0.0,0.0,-0.7824,-0.5682
2023-09-22 15:30:00.013,0.0,0.0,-0.752,-0.5543
2023-09-22 15:45:00.013,0.0,0.428748,-0.816,-0.564
2023-09-22 16:00:00.017,0.0,0.439202,-0.3776,-0.494
2023-09-22 16:15:00.003,0.0,0.421198,-0.376,-0.4688
2023-09-22 16:30:00.003,0.0,0.421198,-0.3584,-0.4998
2023-09-22 16:45:00.007,0.0,0.418149,-0.3904,-0.4963
2023-09-22 17:00:00.003,0.0,0.416116,-0.4048,-0.4944
2023-09-22 17:15:00.000,0.0,0.416116,-0.4064,-0.4776
2023-09-22 17:30:00.013,0.0,0.413503,-0.3904,-0.4877
2023-09-22 17:45:00.007,0.0,0.41118,-0.3952,-0.4837
2023-09-22 18:00:00.017,0.0,0.41118,-0.3904,-0.487
2023-09-22 18:15:00.007,0.0,0.416116,-0.4016,-0.4913
2023-09-22 18:30:00.017,0.0,0.40726,-0.3968,-0.4881
2023-09-22 18:45:00.000,0.0,0.406243,-0.3968,-0.4863
2023-09-22 19:00:00.013,0.0,0.417568,-0.3824,-0.4862
2023-09-22 19:15:00.003,0.0,0.401307,-0.4208,-0.5023
2023-09-22 19:30:00.017,0.0,0.401307,-0.3776,-0.4859
2023-09-22 19:45:00.003,0.0,0.441234,-0.3856,-0.4936
2023-09-22 20:00:00.007,0.0,0.401307,-0.3808,-0.4715
2023-09-22 20:15:00.007,0.0,0.39637,-0.3888,-0.483
2023-09-22 20:30:00.007,0.0,0.39637,-0.3792,-0.4889
2023-09-22 20:45:00.007,0.0,0.39608,-0.3872,-0.4931
2023-09-22 21:00:00.003,0.0,0.391434,-0.3696,-0.4824
2023-09-22 21:15:00.007,0.0,0.39637,-0.3872,-0.4747
2023-09-22 21:30:00.017,0.0,0.401307,-0.3808,-0.4709
2023-09-22 21:45:00.013,0.0,0.401307,-0.3824,-0.4863
2023-09-22 22:00:00.017,0.0,0.395354,-0.3664,-0.4735
2023-09-22 22:15:00.003,0.0,0.400145,-0.3472,-0.463
2023-09-22 22:30:00.007,0.0,0.406969,-0.3424,-0.4536
2023-09-22 22:45:00.017,0.0,0.391724,-0.3536,-0.4414
2023-09-22 23:00:00.017,0.0,0.39637,-0.344,-0.4872
2023-09-22 23:15:00.003,0.0,0.478113,-0.3632,-0.4566
2023-09-22 23:30:00.007,0.0,0.391434,-0.3664,-0.4662
2023-09-22 23:45:00.000,0.0,0.39637,-0.368,-0.4796
2023-09-23 00:00:00.003,0.0,0.39637,-0.3632,-0.4583
2023-09-23 00:15:00.007,0.0,0.391434,-0.36,-0.4707
2023-09-23 00:30:00.017,0.0,0.396661,-0.336,-0.4692
2023-09-23 00:45:00.017,0.0,0.391434,-0.336,-0.4204
2023-09-23 01:00:00.017,0.0,0.401888,-0.3632,-0.4611
2023-09-23 01:15:00.010,0.0,0.391434,-0.3568,-0.4551
2023-09-23 01:30:00.010,0.0,0.40755,-0.3376,-0.4247
2023-09-23 01:45:00.007,0.0,0.390563,-0.3424,-0.4491
2023-09-23 02:00:00.007,0.0,0.428167,-0.352,-0.4595
2023-09-23 02:15:00.017,0.0,0.386497,-0.352,-0.4887
2023-09-23 02:30:00.003,0.0,0.386497,-0.352,-0.4471
2023-09-23 02:45:00.000,0.0,0.386933,-0.3312,-0.4302
2023-09-23 03:00:00.007,0.0,0.386497,-0.3584,-0.4713
2023-09-23 03:15:00.010,0.0,0.386497,-0.368,-0.4694
2023-09-23 03:30:00.007,0.0,0.386497,-0.3568,-0.4408
2023-09-23 03:45:00.007,0.0,0.381561,-0.3728,-0.4719
2023-09-23 04:00:00.000,0.0,0.381561,-0.3552,-0.4893
2023-09-23 04:15:00.007,0.0,0.381561,-0.3488,-0.4547
2023-09-23 04:30:00.003,0.0,0.381561,-0.3616,-0.4455
2023-09-23 04:45:00.007,0.0,0.381125,-0.3664,-0.4671
2023-09-23 05:00:00.000,0.0,0.381561,-0.3632,-0.4592
2023-09-23 05:15:00.010,0.0,0.380399,-0.3552,-0.4368
2023-09-23 05:30:00.003,0.0,0.381561,-0.3728,-0.4528
2023-09-23 05:45:00.013,0.0,0.381561,-0.3632,-0.4762
2023-09-23 06:00:00.007,0.0,0.381561,-0.336,-0.4579
2023-09-23 06:15:00.000,0.0,0.381561,-0.3504,-0.4414
2023-09-23 06:30:00.010,0.0,0.381561,-0.3696,-0.4743
2023-09-23 06:45:00.017,0.0,0.387223,-0.36,-0.4729
2023-09-23 07:00:00.003,0.0,0.375608,-0.3536,-0.4555
2023-09-23 07:15:00.010,0.0,0.376479,-0.376,-0.4845
2023-09-23 07:30:00.007,0.0,0.381561,-0.3728,-0.4841
2023-09-23 07:45:00.017,0.0,0.381561,-0.3552,-0.4747
2023-09-23 08:00:00.000,0.0,0.381561,-0.3536,-0.4403
2023-09-23 08:15:00.003,0.0,0.381561,-0.3392,-0.4501
2023-09-23 08:30:00.017,0.0,0.386497,-0.3568,-0.4447
2023-09-23 08:45:00.000,0.0,0.386497,-0.3488,-0.4603
2023-09-23 09:00:00.007,0.0,0.419601,-0.3456,-0.4739
2023-09-23 09:15:00.003,0.0,0.391434,-0.3504,-0.463
2023-09-23 09:30:00.017,0.0,0.478113,-0.3296,-0.436
2023-09-23 09:45:00.007,0.0,0.447332,-0.7328,-0.545
2023-09-23 10:00:00.013,0.0,0.391434,-0.736,-0.5483
2023-09-23 10:15:00.017,0.0,0.39637,-0.7952,-0.5567
2023-09-23 10:30:00.010,0.0,0.0,-0.8096,-0.5669
2023-09-23 10:45:00.017,0.0,0.0,-0.784,-0.5546
2023-09-23 11:00:00.003,0.0,0.0,-0.7968,-0.5687
2023-09-23 11:15:00.000,0.0,0.0,-0.8,-0.5697
2023-09-23 11:30:00.000,0.0,0.0,-0.7936,-0.5731
2023-09-23 11:45:00.017,0.0,0.0,-0.7728,-0.5611
2023-09-23 12:00:00.007,0.0,0.0,-0.7568,-0.5558
2023-09-23 12:15:00.013,0.0,0.0,-0.368,-0.4818
2023-09-23 12:30:00.013,0.0,0.0,-0.3632,-0.4587
2023-09-23 12:45:00.000,0.0,0.0,-0.368,-0.4728
2023-09-23 13:00:00.010,0.0,0.0,-0.3456,-0.4412
2023-09-23 13:15:00.003,0.0,0.0,-0.3488,-0.4545
2023-09-23 13:30:00.013,0.0,0.0,-0.352,-0.4623
2023-09-23 13:45:00.007,0.0,0.0,-0.328,-0.4364
2023-09-23 14:00:00.013,0.0,0.0,-0.3408,-0.4554
2023-09-23 14:15:00.007,0.0,0.0,-0.3392,-0.4638
2023-09-23 14:30:00.013,0.0,0.0,-0.3472,-0.4496
2023-09-23 14:45:00.000,0.0,0.0,-0.3472,-0.4496
2023-09-23 15:00:00.000,0.0,0.0,-0.3472,-0.4496
2023-09-23 15:15:00.010,0.0,0.0,-0.3472,-0.4496
2023-09-23 15:30:00.003,0.0,0.0,-0.3472,-0.4496
2023-09-23 15:45:00.017,0.0,0.0,-0.3472,-0.4496
2023-09-23 16:00:00.010,0.0,0.0,-0.3472,-0.4496
2023-09-23 16:15:00.003,0.0,0.0,-0.3472,-0.4496
2023-09-23 16:30:00.013,0.0,0.0,-0.3472,-0.4496
2023-09-23 16:45:00.007,0.0,0.0,-0.3472,-0.4496
2023-09-23 17:00:00.000,0.0,0.0,-0.3472,-0.4496
