QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.513653643289705,0.8172470037149008,53.95992555186559,90.38175994337696,0.4503139675717913,0.6210467091881418,0.7152012583887171,0.18208270212365232,71088.51465300353,14928.58807713074,0.294588786872436
