QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.025413675849767475,0.006552501365203372,47.858319672131145,12.4373026877776,25.69230832614754,4.753338387273359,0.703570494727956,0.005849568332890417,14610.347357240438,3068.172945020492,0.9377049180327869
