QMean,QDev,PMean,PDev,BarMean,BarDev,etaMean,etaDev,Energy,Resa,Availability
0.030090052525655976,0.012770812748620491,75.86438886297375,34.2246358473245,30.618911107871718,0.6536714219764278,0.818620043882582,0.048631766685598196,130365.76621751978,27376.81090567915,0.9497084548104956
