0,PRESSIONE ACQUA DI LINEA [EW166],PRESSIONE ACQUA TURBINA [EW164],G1 : Potenza attiva prodotta Turbina [STRUMENTO],MISURATORE DI PORTATA [EW168],1,2,3
04/12/2024 16:45:00,31.7099,30.8999,52.6368,12.2287,ND,ND,04/12/2024 17:45:00
04/12/2024 17:00:00,31.7415,30.9057,56.3736,12.2143,ND,ND,04/12/2024 18:00:00
04/12/2024 17:15:00,31.9486,31.1314,33.2472,12.2287,ND,ND,04/12/2024 18:15:00
04/12/2024 17:30:00,31.8793,31.0518,32.9892,12.1962,ND,ND,04/12/2024 18:30:00
04/12/2024 17:45:00,31.8805,31.0301,33.1596,12.1962,ND,ND,04/12/2024 18:45:00
04/12/2024 18:00:00,31.8459,31.0272,33.1308,12.2287,ND,ND,04/12/2024 19:00:00
04/12/2024 18:15:00,31.8628,31.0258,33.1764,12.1889,ND,ND,04/12/2024 19:15:00
04/12/2024 18:30:00,31.8656,31.02,33.0492,12.2323,ND,ND,04/12/2024 19:30:00
04/12/2024 18:45:00,32.333,31.4887,0.0,99.8806,ND,ND,04/12/2024 19:45:00
04/12/2024 19:00:00,32.3164,31.5061,0.0,99.8264,ND,ND,04/12/2024 20:00:00
04/12/2024 19:15:00,31.7859,30.8984,32.0232,12.1962,ND,ND,04/12/2024 20:15:00
04/12/2024 19:30:00,31.8534,31.0229,32.6184,12.1889,ND,ND,04/12/2024 20:30:00
04/12/2024 19:45:00,31.8434,30.9852,32.2764,12.236,ND,ND,04/12/2024 20:45:00
04/12/2024 20:00:00,32.3888,31.5582,0.0,99.8626,ND,ND,04/12/2024 21:00:00
04/12/2024 20:15:00,31.6647,30.7668,55.026,12.2251,ND,ND,04/12/2024 21:15:00
04/12/2024 20:30:00,31.8475,31.0258,43.956,12.2179,ND,ND,04/12/2024 21:30:00
04/12/2024 20:45:00,31.9605,31.1314,32.9808,12.236,ND,ND,04/12/2024 21:45:00
04/12/2024 21:00:00,31.9769,31.1227,33.012,12.1889,ND,ND,04/12/2024 22:00:00
04/12/2024 21:15:00,31.6806,30.8464,63.3492,12.2106,ND,ND,04/12/2024 22:15:00
04/12/2024 21:30:00,31.6778,30.8275,69.8796,12.1926,ND,ND,04/12/2024 22:30:00
04/12/2024 21:45:00,31.7296,30.8449,67.422,12.2287,ND,ND,04/12/2024 22:45:00
04/12/2024 22:00:00,31.6872,30.8304,67.2036,12.2323,ND,ND,04/12/2024 23:00:00
04/12/2024 22:15:00,31.4576,30.6149,90.042,12.236,ND,ND,04/12/2024 23:15:00
04/12/2024 22:30:00,31.1024,30.246,95.5644,12.1889,ND,ND,04/12/2024 23:30:00
04/12/2024 22:45:00,31.2476,30.3979,93.1836,12.1998,ND,ND,04/12/2024 23:45:00
04/12/2024 23:00:00,31.694,30.8449,72.4584,12.2106,ND,ND,05/12/2024 00:00:00
04/12/2024 23:15:00,31.6136,30.7581,75.3732,12.2323,ND,ND,05/12/2024 00:15:00
04/12/2024 23:30:00,31.4817,30.6221,90.4404,12.2251,ND,ND,05/12/2024 00:30:00
04/12/2024 23:45:00,31.4374,30.57,92.9976,12.2287,ND,ND,05/12/2024 00:45:00
05/12/2024 00:00:00,31.847,30.9939,62.0652,12.2143,ND,ND,05/12/2024 01:00:00
05/12/2024 00:15:00,31.9957,31.1314,44.4192,12.1998,ND,ND,05/12/2024 01:15:00
05/12/2024 00:30:00,31.5811,30.7234,83.8212,12.2468,ND,ND,05/12/2024 01:30:00
05/12/2024 00:45:00,31.8152,30.9578,68.3976,12.2143,ND,ND,05/12/2024 01:45:00
05/12/2024 01:00:00,31.9214,31.059,59.4408,12.2143,ND,ND,05/12/2024 02:00:00
05/12/2024 01:15:00,31.6289,30.7595,99.4476,12.2432,ND,ND,05/12/2024 02:15:00
05/12/2024 01:30:00,31.6778,30.8232,97.1904,12.1962,ND,ND,05/12/2024 02:30:00
05/12/2024 01:45:00,31.9808,31.1227,73.3908,12.2251,ND,ND,05/12/2024 02:45:00
05/12/2024 02:00:00,31.6911,30.8189,94.0548,12.2432,ND,ND,05/12/2024 03:00:00
05/12/2024 02:15:00,31.0082,30.1244,122.974,12.2106,ND,ND,05/12/2024 03:15:00
05/12/2024 02:30:00,31.3529,30.4919,111.295,12.2287,ND,ND,05/12/2024 03:30:00
05/12/2024 02:45:00,30.9662,30.0883,108.545,12.1926,ND,ND,05/12/2024 03:45:00
05/12/2024 03:00:00,31.1506,30.2879,102.984,12.2179,ND,ND,05/12/2024 04:00:00
05/12/2024 03:15:00,31.1257,30.246,102.932,12.2143,ND,ND,05/12/2024 04:15:00
05/12/2024 03:30:00,30.972,30.1027,107.977,12.2251,ND,ND,05/12/2024 04:30:00
05/12/2024 03:45:00,31.6397,30.7436,89.6364,12.207,ND,ND,05/12/2024 04:45:00
05/12/2024 04:00:00,31.7292,30.8536,74.0244,12.2106,ND,ND,05/12/2024 05:00:00
05/12/2024 04:15:00,31.2873,30.421,98.79,12.2251,ND,ND,05/12/2024 05:15:00
05/12/2024 04:30:00,30.7832,29.9421,110.233,12.207,ND,ND,05/12/2024 05:30:00
05/12/2024 04:45:00,31.1655,30.3067,96.7716,12.1998,ND,ND,05/12/2024 05:45:00
05/12/2024 05:00:00,31.214,30.34,94.7736,12.2613,ND,ND,05/12/2024 06:00:00
05/12/2024 05:15:00,31.1695,30.2995,86.9856,12.2432,ND,ND,05/12/2024 06:15:00
05/12/2024 05:30:00,31.6979,30.8391,65.3532,12.2106,ND,ND,05/12/2024 06:30:00
05/12/2024 05:45:00,32.0036,31.1212,33.1032,12.2432,ND,ND,05/12/2024 06:45:00
05/12/2024 06:00:00,31.9625,31.1068,33.1164,12.2179,ND,ND,05/12/2024 07:00:00
05/12/2024 06:15:00,31.7534,30.8984,53.5572,12.2541,ND,ND,05/12/2024 07:15:00
05/12/2024 06:30:00,31.831,30.9259,46.2564,12.236,ND,ND,05/12/2024 07:30:00
05/12/2024 06:45:00,31.9534,31.059,32.2044,12.2251,ND,ND,05/12/2024 07:45:00
05/12/2024 07:00:00,31.9538,31.0836,32.1912,12.2323,ND,ND,05/12/2024 08:00:00
05/12/2024 07:15:00,31.9735,31.101,32.1036,12.2504,ND,ND,05/12/2024 08:15:00
05/12/2024 07:30:00,31.8178,30.9216,49.2096,12.2504,ND,ND,05/12/2024 08:30:00
05/12/2024 07:45:00,31.9315,31.0576,32.7708,12.2251,ND,ND,05/12/2024 08:45:00
05/12/2024 08:00:00,31.931,31.0634,32.3016,12.2143,ND,ND,05/12/2024 09:00:00
05/12/2024 08:15:00,31.9297,31.0301,32.346,12.1998,ND,ND,05/12/2024 09:15:00
05/12/2024 08:30:00,31.9213,31.0446,32.1096,12.2468,ND,ND,05/12/2024 09:30:00
05/12/2024 08:45:00,31.947,31.072,32.172,12.2323,ND,ND,05/12/2024 09:45:00
05/12/2024 09:00:00,31.8865,31.0301,32.4192,12.2323,ND,ND,05/12/2024 10:00:00
05/12/2024 09:15:00,31.8828,31.0286,32.58,12.2468,ND,ND,05/12/2024 10:15:00
05/12/2024 09:30:00,31.9229,31.1227,32.5356,12.2179,ND,ND,05/12/2024 10:30:00
05/12/2024 09:45:00,31.828,31.0229,34.1604,12.2468,ND,ND,05/12/2024 10:45:00
05/12/2024 10:00:00,31.659,30.8565,56.6076,12.2143,ND,ND,05/12/2024 11:00:00
05/12/2024 10:15:00,31.8943,31.0807,36.0372,12.2179,ND,ND,05/12/2024 11:15:00
05/12/2024 10:30:00,31.9065,31.1155,31.7724,12.2179,ND,ND,05/12/2024 11:30:00
05/12/2024 10:45:00,31.3508,30.5527,77.2548,12.2504,ND,ND,05/12/2024 11:45:00
05/12/2024 11:00:00,31.8037,30.9925,40.212,12.207,ND,ND,05/12/2024 12:00:00
05/12/2024 11:15:00,31.9009,31.0981,34.6848,12.2106,ND,ND,05/12/2024 12:15:00
05/12/2024 11:30:00,31.8399,31.0142,34.5936,12.207,ND,ND,05/12/2024 12:30:00
05/12/2024 11:45:00,31.6192,30.8247,49.236,12.2541,ND,ND,05/12/2024 12:45:00
05/12/2024 12:00:00,31.6824,30.8738,54.9288,12.207,ND,ND,05/12/2024 13:00:00
05/12/2024 12:15:00,31.6497,30.8536,54.7584,12.2323,ND,ND,05/12/2024 13:15:00
05/12/2024 12:30:00,31.6518,30.8377,58.0944,12.207,ND,ND,05/12/2024 13:30:00
05/12/2024 12:45:00,31.739,30.9144,47.5932,12.2251,ND,ND,05/12/2024 13:45:00
05/12/2024 13:00:00,31.6773,30.8319,56.9628,12.2143,ND,ND,05/12/2024 14:00:00
05/12/2024 13:15:00,31.3839,30.5411,72.4848,12.2287,ND,ND,05/12/2024 14:15:00
05/12/2024 13:30:00,31.6303,30.7827,62.2536,12.2106,ND,ND,05/12/2024 14:30:00
05/12/2024 13:45:00,31.988,31.1863,32.7192,12.2106,ND,ND,05/12/2024 14:45:00
05/12/2024 14:00:00,31.9963,31.182,32.5752,12.2432,ND,ND,05/12/2024 15:00:00
05/12/2024 14:15:00,31.7519,30.9274,44.0172,12.2541,ND,ND,05/12/2024 15:15:00
05/12/2024 14:30:00,31.7144,30.8811,62.4276,12.2541,ND,ND,05/12/2024 15:30:00
05/12/2024 14:45:00,32.0674,31.2442,34.2816,12.2251,ND,ND,05/12/2024 15:45:00
05/12/2024 15:00:00,31.7555,30.9057,54.726,12.236,ND,ND,05/12/2024 16:00:00
05/12/2024 15:15:00,31.5263,30.6655,71.7324,12.2468,ND,ND,05/12/2024 16:15:00
05/12/2024 15:30:00,32.0268,31.182,32.7936,12.2323,ND,ND,05/12/2024 16:30:00
05/12/2024 15:45:00,31.9558,31.1444,36.4512,12.1998,ND,ND,05/12/2024 16:45:00
05/12/2024 16:00:00,31.5581,30.7147,72.4848,12.2106,ND,ND,05/12/2024 17:00:00
05/12/2024 16:15:00,31.8613,31.0214,48.3852,12.1926,ND,ND,05/12/2024 17:15:00
05/12/2024 16:30:00,32.0332,31.1994,37.8348,12.2504,ND,ND,05/12/2024 17:30:00
05/12/2024 16:45:00,31.6637,30.8203,84.1872,12.236,ND,ND,05/12/2024 17:45:00
05/12/2024 17:00:00,31.7141,30.855,75.7116,12.2468,ND,ND,05/12/2024 18:00:00
05/12/2024 17:15:00,32.2158,31.4019,32.2464,12.236,ND,ND,05/12/2024 18:15:00
05/12/2024 17:30:00,31.7425,30.8955,68.478,12.2432,ND,ND,05/12/2024 18:30:00
05/12/2024 17:45:00,31.5408,30.7104,84.7044,12.2143,ND,ND,05/12/2024 18:45:00
05/12/2024 18:00:00,31.8766,31.0431,31.8828,12.2504,ND,ND,05/12/2024 19:00:00
05/12/2024 18:15:00,31.9141,31.1097,31.8072,12.2179,ND,ND,05/12/2024 19:15:00
05/12/2024 18:30:00,31.8847,31.0431,31.7592,12.2323,ND,ND,05/12/2024 19:30:00
05/12/2024 18:45:00,31.8907,31.0402,31.6776,12.2251,ND,ND,05/12/2024 19:45:00
05/12/2024 19:00:00,31.8488,31.0055,31.8192,12.2251,ND,ND,05/12/2024 20:00:00
05/12/2024 19:15:00,31.8668,31.0258,32.0424,12.2432,ND,ND,05/12/2024 20:15:00
05/12/2024 19:30:00,31.9781,31.1531,32.1,12.2251,ND,ND,05/12/2024 20:30:00
05/12/2024 19:45:00,31.9423,31.1126,32.1432,12.2504,ND,ND,05/12/2024 20:45:00
05/12/2024 20:00:00,31.9016,31.0431,31.722,12.2323,ND,ND,05/12/2024 21:00:00
05/12/2024 20:15:00,31.8712,31.0258,31.8012,12.2251,ND,ND,05/12/2024 21:15:00
05/12/2024 20:30:00,31.9601,31.1198,31.9704,12.2504,ND,ND,05/12/2024 21:30:00
05/12/2024 20:45:00,31.754,30.9042,35.8764,12.1998,ND,ND,05/12/2024 21:45:00
05/12/2024 21:00:00,31.8803,31.02,40.308,12.2504,ND,ND,05/12/2024 22:00:00
05/12/2024 21:15:00,31.982,31.0952,31.2096,12.2251,ND,ND,05/12/2024 22:15:00
05/12/2024 21:30:00,31.7318,30.8854,54.7536,12.207,ND,ND,05/12/2024 22:30:00
05/12/2024 21:45:00,31.8666,30.9939,42.9564,12.2432,ND,ND,05/12/2024 22:45:00
05/12/2024 22:00:00,32.0507,31.2037,36.4368,12.2287,ND,ND,05/12/2024 23:00:00
05/12/2024 22:15:00,31.538,30.6713,84.2868,12.2468,ND,ND,05/12/2024 23:15:00
05/12/2024 22:30:00,31.7096,30.8406,72.9852,12.2143,ND,ND,05/12/2024 23:30:00
05/12/2024 22:45:00,32.1746,31.3194,33.522,12.236,ND,ND,05/12/2024 23:45:00
05/12/2024 23:00:00,31.6265,30.761,77.8596,12.236,ND,ND,06/12/2024 00:00:00
05/12/2024 23:15:00,31.4628,30.57,88.806,12.2106,ND,ND,06/12/2024 00:15:00
05/12/2024 23:30:00,32.1125,31.2399,41.1816,12.2541,ND,ND,06/12/2024 00:30:00
05/12/2024 23:45:00,31.8943,31.0185,58.7592,12.2287,ND,ND,06/12/2024 00:45:00
06/12/2024 00:00:00,31.2982,30.434,99.1032,12.2468,ND,ND,06/12/2024 01:00:00
06/12/2024 00:15:00,31.8375,30.9795,74.0172,12.2613,ND,ND,06/12/2024 01:15:00
06/12/2024 00:30:00,32.1452,31.2934,39.6828,12.2541,ND,ND,06/12/2024 01:30:00
06/12/2024 00:45:00,31.321,30.4586,94.362,12.2468,ND,ND,06/12/2024 01:45:00
06/12/2024 01:00:00,31.4425,30.5657,92.8332,12.2106,ND,ND,06/12/2024 02:00:00
06/12/2024 01:15:00,31.1694,30.2995,103.17,12.2432,ND,ND,06/12/2024 02:15:00
06/12/2024 01:30:00,31.0806,30.2011,106.044,12.2323,ND,ND,06/12/2024 02:30:00
06/12/2024 01:45:00,31.0511,30.1794,107.222,12.2323,ND,ND,06/12/2024 02:45:00
06/12/2024 02:00:00,31.2908,30.421,101.388,12.2251,ND,ND,06/12/2024 03:00:00
06/12/2024 02:15:00,31.228,30.3979,99.3084,12.2504,ND,ND,06/12/2024 03:15:00
06/12/2024 02:30:00,31.2438,30.3762,101.916,12.2179,ND,ND,06/12/2024 03:30:00
06/12/2024 02:45:00,31.4834,30.6221,89.3364,12.2468,ND,ND,06/12/2024 03:45:00
06/12/2024 03:00:00,31.7781,30.8999,71.4,12.2179,ND,ND,06/12/2024 04:00:00
06/12/2024 03:15:00,31.5731,30.7118,84.0036,12.2179,ND,ND,06/12/2024 04:15:00
06/12/2024 03:30:00,30.5436,29.6629,113.8,12.2432,ND,ND,06/12/2024 04:30:00
06/12/2024 03:45:00,30.8718,29.9942,107.417,12.2106,ND,ND,06/12/2024 04:45:00
06/12/2024 04:00:00,31.0462,30.1765,104.002,12.2504,ND,ND,06/12/2024 05:00:00
06/12/2024 04:15:00,31.4682,30.6149,85.6728,12.2287,ND,ND,06/12/2024 05:15:00
06/12/2024 04:30:00,31.4517,30.5874,84.0888,12.2143,ND,ND,06/12/2024 05:30:00
06/12/2024 04:45:00,31.6974,30.8927,77.0136,12.2287,ND,ND,06/12/2024 05:45:00
06/12/2024 05:00:00,32.1946,31.3267,33.6144,12.2251,ND,ND,06/12/2024 06:00:00
06/12/2024 05:15:00,31.8027,30.9404,61.9368,12.2504,ND,ND,06/12/2024 06:15:00
06/12/2024 05:30:00,31.5348,30.6597,97.83,12.2106,ND,ND,06/12/2024 06:30:00
06/12/2024 05:45:00,31.9041,31.0113,70.5732,12.2179,ND,ND,06/12/2024 06:45:00
06/12/2024 06:00:00,32.124,31.2572,40.08,12.2468,ND,ND,06/12/2024 07:00:00
06/12/2024 06:15:00,31.7056,30.8536,74.2608,12.2432,ND,ND,06/12/2024 07:15:00
06/12/2024 06:30:00,31.8364,30.9693,59.2584,12.236,ND,ND,06/12/2024 07:30:00
06/12/2024 06:45:00,32.1128,31.2514,32.46,12.2179,ND,ND,06/12/2024 07:45:00
06/12/2024 07:00:00,31.8858,30.9823,39.8532,12.2504,ND,ND,06/12/2024 08:00:00
06/12/2024 07:15:00,31.7287,30.871,60.3516,12.236,ND,ND,06/12/2024 08:15:00
06/12/2024 07:30:00,32.0064,31.1444,32.442,12.2179,ND,ND,06/12/2024 08:30:00
06/12/2024 07:45:00,31.9417,31.072,32.6484,12.2504,ND,ND,06/12/2024 08:45:00
06/12/2024 08:00:00,31.9739,31.114,32.6064,12.2432,ND,ND,06/12/2024 09:00:00
06/12/2024 08:15:00,31.7679,30.897,54.2988,12.2179,ND,ND,06/12/2024 09:15:00
06/12/2024 08:30:00,31.857,30.9939,40.9764,12.2541,ND,ND,06/12/2024 09:30:00
06/12/2024 08:45:00,31.9398,31.0807,33.0384,12.2143,ND,ND,06/12/2024 09:45:00
06/12/2024 09:00:00,31.9048,31.0561,33.3384,12.2179,ND,ND,06/12/2024 10:00:00
06/12/2024 09:15:00,31.9922,31.1212,33.5712,12.2287,ND,ND,06/12/2024 10:15:00
06/12/2024 09:30:00,31.7071,30.871,61.632,12.2287,ND,ND,06/12/2024 10:30:00
06/12/2024 09:45:00,31.9767,31.1024,36.4044,12.2541,ND,ND,06/12/2024 10:45:00
06/12/2024 10:00:00,31.9894,31.1227,33.3516,12.2106,ND,ND,06/12/2024 11:00:00
06/12/2024 10:15:00,31.954,31.0778,33.7524,12.2468,ND,ND,06/12/2024 11:15:00
06/12/2024 10:30:00,31.796,30.9462,52.128,12.2323,ND,ND,06/12/2024 11:30:00
06/12/2024 10:45:00,31.3597,30.5194,68.5224,12.236,ND,ND,06/12/2024 11:45:00
06/12/2024 11:00:00,32.0023,31.1574,32.8476,12.2251,ND,ND,06/12/2024 12:00:00
06/12/2024 11:15:00,31.5966,30.7378,63.186,12.2468,ND,ND,06/12/2024 12:15:00
06/12/2024 11:30:00,31.6549,30.8203,51.906,12.2143,ND,ND,06/12/2024 12:30:00
06/12/2024 11:45:00,31.7025,30.8767,60.5352,12.2287,ND,ND,06/12/2024 12:45:00
06/12/2024 12:00:00,31.5665,30.7118,66.9228,12.2432,ND,ND,06/12/2024 13:00:00
06/12/2024 12:15:00,31.3478,30.515,75.8664,12.2541,ND,ND,06/12/2024 13:15:00
06/12/2024 12:30:00,31.9714,31.1675,32.9496,12.236,ND,ND,06/12/2024 13:30:00
06/12/2024 12:45:00,31.9451,31.1241,32.7768,12.236,ND,ND,06/12/2024 13:45:00
06/12/2024 13:00:00,31.7775,30.9549,40.3596,12.2179,ND,ND,06/12/2024 14:00:00
06/12/2024 13:15:00,31.724,30.8912,44.9832,12.207,ND,ND,06/12/2024 14:15:00
06/12/2024 13:30:00,31.7681,30.9534,47.298,12.1926,ND,ND,06/12/2024 14:30:00
06/12/2024 13:45:00,31.7009,30.9216,52.9752,12.2649,ND,ND,06/12/2024 14:45:00
06/12/2024 14:00:00,31.9198,31.0851,32.8908,12.2432,ND,ND,06/12/2024 15:00:00
06/12/2024 14:15:00,31.8747,31.0503,39.9768,12.2179,ND,ND,06/12/2024 15:15:00
06/12/2024 14:30:00,31.642,30.803,69.6528,12.2541,ND,ND,06/12/2024 15:30:00
06/12/2024 14:45:00,32.0063,31.1791,38.3712,12.2504,ND,ND,06/12/2024 15:45:00
06/12/2024 15:00:00,31.9681,31.1314,38.7696,12.2432,ND,ND,06/12/2024 16:00:00
06/12/2024 15:15:00,31.4854,30.6641,70.752,12.2504,ND,ND,06/12/2024 16:15:00
06/12/2024 15:30:00,31.8251,30.9939,46.4664,12.2541,ND,ND,06/12/2024 16:30:00
06/12/2024 15:45:00,32.0252,31.1849,32.388,12.2685,ND,ND,06/12/2024 16:45:00
06/12/2024 16:00:00,31.6145,30.7682,65.262,12.2287,ND,ND,06/12/2024 17:00:00
06/12/2024 16:15:00,31.8118,30.9621,48.4104,12.2794,ND,ND,06/12/2024 17:15:00
06/12/2024 16:30:00,31.9042,31.0648,33.2148,12.2251,ND,ND,06/12/2024 17:30:00
06/12/2024 16:45:00,31.9642,31.1024,33.3768,12.2613,ND,ND,06/12/2024 17:45:00
06/12/2024 17:00:00,31.8767,31.0344,33.336,12.2685,ND,ND,06/12/2024 18:00:00
06/12/2024 17:15:00,31.8691,31.0258,33.1308,12.2323,ND,ND,06/12/2024 18:15:00
06/12/2024 17:30:00,31.8833,31.0619,32.97,12.236,ND,ND,06/12/2024 18:30:00
06/12/2024 17:45:00,31.8568,31.0431,33.1308,12.2251,ND,ND,06/12/2024 18:45:00
06/12/2024 18:00:00,31.8111,30.9563,33.318,12.2468,ND,ND,06/12/2024 19:00:00
06/12/2024 18:15:00,32.0508,31.2297,0.0,99.8481,ND,ND,06/12/2024 19:15:00
06/12/2024 18:30:00,32.0499,31.2211,0.0,99.8336,ND,ND,06/12/2024 19:30:00
06/12/2024 18:45:00,31.6791,30.8304,32.5068,12.2287,ND,ND,06/12/2024 19:45:00
06/12/2024 19:00:00,31.2624,30.434,31.3464,12.2179,ND,ND,06/12/2024 20:00:00
06/12/2024 19:15:00,32.0574,31.2095,0.0,99.8336,ND,ND,06/12/2024 20:15:00
06/12/2024 19:30:00,32.1002,31.2601,0.0,99.8698,ND,ND,06/12/2024 20:30:00
06/12/2024 19:45:00,32.0599,31.2182,0.0,99.8445,ND,ND,06/12/2024 20:45:00
06/12/2024 20:00:00,31.002,30.1895,40.3656,12.236,ND,ND,06/12/2024 21:00:00
06/12/2024 20:15:00,32.1819,31.3325,0.0,99.8626,ND,ND,06/12/2024 21:15:00
06/12/2024 20:30:00,32.2603,31.4193,0.0,99.8372,ND,ND,06/12/2024 21:30:00
06/12/2024 20:45:00,31.7924,30.9259,48.8052,12.2106,ND,ND,06/12/2024 21:45:00
06/12/2024 21:00:00,31.8452,30.991,51.7752,12.2649,ND,ND,06/12/2024 22:00:00
06/12/2024 21:15:00,31.9796,31.1155,32.3208,12.2323,ND,ND,06/12/2024 22:15:00
06/12/2024 21:30:00,32.0838,31.2254,32.772,12.2323,ND,ND,06/12/2024 22:30:00
06/12/2024 21:45:00,31.7176,30.8767,62.1024,12.236,ND,ND,06/12/2024 22:45:00
06/12/2024 22:00:00,31.4447,30.5874,73.338,12.2432,ND,ND,06/12/2024 23:00:00
06/12/2024 22:15:00,32.0707,31.2066,32.5812,12.2143,ND,ND,06/12/2024 23:15:00
06/12/2024 22:30:00,31.9595,31.1227,41.7348,12.2179,ND,ND,06/12/2024 23:30:00
06/12/2024 22:45:00,31.3331,30.4688,79.1832,12.2323,ND,ND,06/12/2024 23:45:00
06/12/2024 23:00:00,31.7264,30.8666,65.772,12.2323,ND,ND,07/12/2024 00:00:00
06/12/2024 23:15:00,32.0323,31.1777,41.394,12.2432,ND,ND,07/12/2024 00:15:00
06/12/2024 23:30:00,31.6991,30.7986,72.8016,12.2649,ND,ND,07/12/2024 00:30:00
06/12/2024 23:45:00,30.9826,30.11,99.4656,12.2179,ND,ND,07/12/2024 00:45:00
07/12/2024 00:00:00,31.2165,30.3414,113.708,12.2504,ND,ND,07/12/2024 01:00:00
07/12/2024 00:15:00,30.9147,30.0391,120.979,12.2287,ND,ND,07/12/2024 01:15:00
07/12/2024 00:30:00,30.8968,30.0029,118.939,12.2251,ND,ND,07/12/2024 01:30:00
07/12/2024 00:45:00,31.456,30.5715,109.462,12.2179,ND,ND,07/12/2024 01:45:00
07/12/2024 01:00:00,31.7449,30.8623,88.0776,12.2432,ND,ND,07/12/2024 02:00:00
07/12/2024 01:15:00,31.6711,30.787,94.59,12.2468,ND,ND,07/12/2024 02:15:00
07/12/2024 01:30:00,31.1645,30.2807,112.832,12.236,ND,ND,07/12/2024 02:30:00
07/12/2024 01:45:00,31.0914,30.2025,116.154,12.2106,ND,ND,07/12/2024 02:45:00
07/12/2024 02:00:00,31.0568,30.162,115.271,12.2685,ND,ND,07/12/2024 03:00:00
07/12/2024 02:15:00,31.1089,30.2242,101.921,12.2794,ND,ND,07/12/2024 03:15:00
07/12/2024 02:30:00,31.6492,30.7595,87.5388,12.2432,ND,ND,07/12/2024 03:30:00
07/12/2024 02:45:00,31.7409,30.8666,69.1488,12.2432,ND,ND,07/12/2024 03:45:00
07/12/2024 03:00:00,31.646,30.7653,82.56,12.2179,ND,ND,07/12/2024 04:00:00
07/12/2024 03:15:00,31.8116,30.9216,71.106,12.2649,ND,ND,07/12/2024 04:15:00
07/12/2024 03:30:00,31.898,31.02,60.0504,12.207,ND,ND,07/12/2024 04:30:00
07/12/2024 03:45:00,31.6491,30.7899,82.8864,12.2468,ND,ND,07/12/2024 04:45:00
07/12/2024 04:00:00,31.7657,30.884,71.6652,12.2541,ND,ND,07/12/2024 05:00:00
07/12/2024 04:15:00,32.0296,31.1429,46.5888,12.2541,ND,ND,07/12/2024 05:15:00
07/12/2024 04:30:00,31.7368,30.8782,69.5916,12.2721,ND,ND,07/12/2024 05:30:00
07/12/2024 04:45:00,31.6873,30.7914,81.0888,12.2323,ND,ND,07/12/2024 05:45:00
07/12/2024 05:00:00,31.5349,30.6438,83.3028,12.2323,ND,ND,07/12/2024 06:00:00
07/12/2024 05:15:00,31.3685,30.4731,84.642,12.2179,ND,ND,07/12/2024 06:15:00
07/12/2024 05:30:00,31.7005,30.816,72.4452,12.2504,ND,ND,07/12/2024 06:30:00
07/12/2024 05:45:00,31.6463,30.7465,69.1728,12.2143,ND,ND,07/12/2024 06:45:00
07/12/2024 06:00:00,31.7868,30.897,70.6104,12.2251,ND,ND,07/12/2024 07:00:00
07/12/2024 06:15:00,31.5929,30.7046,95.3376,12.236,ND,ND,07/12/2024 07:15:00
07/12/2024 06:30:00,31.8481,30.9679,58.638,12.2468,ND,ND,07/12/2024 07:30:00
07/12/2024 06:45:00,31.8214,30.9462,70.032,12.2287,ND,ND,07/12/2024 07:45:00
07/12/2024 07:00:00,31.6546,30.7364,77.9136,12.2541,ND,ND,07/12/2024 08:00:00
07/12/2024 07:15:00,31.5964,30.7046,75.9528,12.2541,ND,ND,07/12/2024 08:15:00
07/12/2024 07:30:00,31.9609,31.1068,32.5596,12.2468,ND,ND,07/12/2024 08:30:00
07/12/2024 07:45:00,31.9291,31.0619,32.2044,12.236,ND,ND,07/12/2024 08:45:00
07/12/2024 08:00:00,31.9167,31.0344,32.3412,12.2323,ND,ND,07/12/2024 09:00:00
07/12/2024 08:15:00,31.8973,31.0431,32.4036,12.2251,ND,ND,07/12/2024 09:15:00
07/12/2024 08:30:00,31.8882,31.0229,32.3904,12.2468,ND,ND,07/12/2024 09:30:00
07/12/2024 08:45:00,31.8581,31.02,32.4084,12.2504,ND,ND,07/12/2024 09:45:00
07/12/2024 09:00:00,31.8688,30.9997,32.3496,12.2468,ND,ND,07/12/2024 10:00:00
07/12/2024 09:15:00,31.892,31.02,31.9392,12.2143,ND,ND,07/12/2024 10:15:00
07/12/2024 09:30:00,31.8855,31.0069,32.4732,12.2432,ND,ND,07/12/2024 10:30:00
07/12/2024 09:45:00,32.2945,31.4352,0.0,99.8626,ND,ND,07/12/2024 10:45:00
07/12/2024 10:00:00,32.3657,31.5032,0.0,99.8517,ND,ND,07/12/2024 11:00:00
07/12/2024 10:15:00,31.7355,30.8681,47.0376,12.2287,ND,ND,07/12/2024 11:15:00
07/12/2024 10:30:00,31.898,31.0344,32.1576,12.2143,ND,ND,07/12/2024 11:30:00
07/12/2024 10:45:00,31.1184,30.259,66.2784,12.2649,ND,ND,07/12/2024 11:45:00
07/12/2024 11:00:00,32.2711,31.4395,0.0,99.8445,ND,ND,07/12/2024 12:00:00
07/12/2024 11:15:00,32.3917,31.5466,0.0,99.8553,ND,ND,07/12/2024 12:15:00
07/12/2024 11:30:00,31.7741,30.9346,41.0424,12.2251,ND,ND,07/12/2024 12:30:00
07/12/2024 11:45:00,32.2582,31.399,0.0,99.8734,ND,ND,07/12/2024 12:45:00
07/12/2024 12:00:00,32.3074,31.4482,0.0,99.8553,ND,ND,07/12/2024 13:00:00
