LocalCol;TimeCol;MISURATORE DI PORTATA [EW168];POSIZIONE GETTO 1 [EW64];PRESSIONE ACQUA DI LINEA [EW166];G1 : Potenza attiva prodotta Turbina [STRUMENTO];LIVELLO ALL'OPERA DI PRESA [PlcOperaP];LIVELLO CA PREVITALI [PlcCaPrevitali]
04/12/2024 15:30;04/12/2024 14:30;12,2323;23,0102;31,7257;62,8176;40,4813;18,9471
04/12/2024 15:45;04/12/2024 14:45;12,2106;15,9935;32,0253;37,5756;41,4999;18,901
04/12/2024 16:00;04/12/2024 15:00;12,2106;20,7201;31,7691;54,9396;41,0177;21,3053
04/12/2024 16:15;04/12/2024 15:15;12,2432;25,0393;31,7512;69,1596;41,1288;18,2075
04/12/2024 16:30;04/12/2024 15:30;12,1926;14,9137;32,0694;33,5352;41,6327;18,4378
04/12/2024 16:45;04/12/2024 15:45;12,2323;19,5018;31,8005;50,7288;41,034;21,6277
04/12/2024 17:00;04/12/2024 16:00;12,2143;26,388;31,6191;73,0428;40,9418;18,6193
04/12/2024 17:15;04/12/2024 16:15;12,2179;14,7792;32,0229;32,6724;41,4078;17,9298
04/12/2024 17:30;04/12/2024 16:30;12,236;14,7792;31,9326;32,6352;40,6899;19,409
04/12/2024 17:45;04/12/2024 16:45;12,2287;20,1782;31,7099;52,6368;40,3865;20,9802
04/12/2024 18:00;04/12/2024 17:00;12,2143;21,1235;31,7415;56,3736;40,8524;17,9298
04/12/2024 18:15;04/12/2024 17:15;12,2287;14,9137;31,9486;33,2472;40,8524;18,3538
04/12/2024 18:30;04/12/2024 17:30;12,1962;14,9137;31,8793;32,9892;40,484;18,943
04/12/2024 18:45;04/12/2024 17:45;12,1962;14,9137;31,8805;33,1596;40,6682;18,2075
04/12/2024 19:00;04/12/2024 18:00;12,2287;14,9097;31,8459;33,1308;40,5761;17,4679
04/12/2024 19:15;04/12/2024 18:15;12,1889;14,9137;31,8628;33,1764;40,2971;16,8665
04/12/2024 19:30;04/12/2024 18:30;12,2323;14,9137;31,8656;33,0492;40,5355;15,2479
04/12/2024 19:45;04/12/2024 18:45;99,8806;0,2;32,333;0;41,0475;15,2018
04/12/2024 20:00;04/12/2024 19:00;99,8264;0,2;32,3164;0;41,3157;21,0737
04/12/2024 20:15;04/12/2024 19:15;12,1962;14,9137;31,7859;32,0232;29,1981;18,9931
04/12/2024 20:30;04/12/2024 19:30;12,1889;14,9137;31,8534;32,6184;40,4813;16,173
04/12/2024 20:45;04/12/2024 19:45;12,236;14,9137;31,8434;32,2764;40,4813;14,0464
04/12/2024 21:00;04/12/2024 20:00;99,8626;0,2;32,3888;0;41,6056;19,1313
04/12/2024 21:15;04/12/2024 20:15;12,2251;21,3331;31,6647;55,026;40,8552;21,3947
04/12/2024 21:30;04/12/2024 20:30;12,2179;17,7496;31,8475;43,956;40,8524;17,0982
04/12/2024 21:45;04/12/2024 20:45;12,236;14,8821;31,9605;32,9808;40,9446;18,4852
04/12/2024 22:00;04/12/2024 21:00;12,1889;14,9018;31,9769;33,012;41,3157;19,9603
04/12/2024 22:15;04/12/2024 21:15;12,2106;23,1803;31,6806;63,3492;40,9554;20,796
04/12/2024 22:30;04/12/2024 21:30;12,1926;25,3082;31,6778;69,8796;40,7197;19,5945
04/12/2024 22:45;04/12/2024 21:45;12,2287;24,3629;31,7296;67,422;40,8524;19,0378
04/12/2024 23:00;04/12/2024 22:00;12,2323;24,3629;31,6872;67,2036;40,9446;20,2149
04/12/2024 23:15;04/12/2024 22:15;12,236;32,1944;31,4576;90,042;40,6113;20,5644
04/12/2024 23:30;04/12/2024 22:30;12,1889;35,1609;31,1024;95,5644;38,8288;19,5945
04/12/2024 23:45;04/12/2024 22:45;12,1998;33,8121;31,2476;93,1836;40,3025;18,5773
05/12/2024;04/12/2024 23:00;12,2106;25,7117;31,694;72,4584;41,1288;18,3999
05/12/2024 00:15;04/12/2024 23:15;12,2323;27,0644;31,6136;75,3732;40,6709;20,8245
05/12/2024 00:30;04/12/2024 23:30;12,2251;32,3645;31,4817;90,4404;40,9716;20,0564
05/12/2024 00:45;04/12/2024 23:45;12,2287;33,1357;31,4374;92,9976;40,9446;19,2817
05/12/2024 01:00;05/12/2024;12,2143;22,4723;31,847;62,0652;41,2209;16,7744
05/12/2024 01:15;05/12/2024 00:15;12,1998;17,7496;31,9957;44,4192;40,8524;21,1197
05/12/2024 01:30;05/12/2024 00:30;12,2468;29,6274;31,5811;83,8212;40,6682;20,372
05/12/2024 01:45;05/12/2024 00:45;12,2143;24,6319;31,8152;68,3976;41,4999;17,7903
05/12/2024 02:00;05/12/2024 01:00;12,2143;21,7999;31,9214;59,4408;41,592;20,7418
05/12/2024 02:15;05/12/2024 01:15;12,2432;35,1609;31,6289;99,4476;40,9906;21,35
05/12/2024 02:30;05/12/2024 01:30;12,1962;34,4885;31,6778;97,1904;41,4078;17,6061
05/12/2024 02:45;05/12/2024 01:45;12,2251;25,7117;31,9808;73,3908;41,695;19,2248
05/12/2024 03:00;05/12/2024 02:00;12,2432;33,4087;31,6911;94,0548;41,2209;22,1451
05/12/2024 03:15;05/12/2024 02:15;12,2106;47,9918;31,0082;122,974;40,251;21,5816
05/12/2024 03:30;05/12/2024 02:30;12,2287;41,2283;31,3529;111,295;33,5489;20,903
05/12/2024 03:45;05/12/2024 02:45;12,1926;40,9672;30,9662;108,545;32,1591;20,2881
05/12/2024 04:00;05/12/2024 03:00;12,2179;37,9968;31,1506;102,984;34,1476;19,6406
05/12/2024 04:15;05/12/2024 03:15;12,2143;37,9968;31,1257;102,932;34,4889;18,9918
05/12/2024 04:30;05/12/2024 03:30;12,2251;40,8327;30,972;107,977;34,3589;18,3457
05/12/2024 04:45;05/12/2024 03:45;12,207;31,6525;31,6397;89,6364;41,3157;17,6982
05/12/2024 05:00;05/12/2024 04:00;12,2106;26,119;31,7292;74,0244;41,2209;20,0591
05/12/2024 05:15;05/12/2024 04:15;12,2251;35,9717;31,2873;98,79;40,5761;21,2579
05/12/2024 05:30;05/12/2024 04:30;12,207;41,9165;30,7832;110,233;27,1718;20,5183
05/12/2024 05:45;05/12/2024 04:45;12,1998;35,1609;31,1655;96,7716;33,2427;19,7327
05/12/2024 06:00;05/12/2024 05:00;12,2613;34,4885;31,214;94,7736;33,4676;18,9701
05/12/2024 06:15;05/12/2024 05:15;12,2432;31,6525;31,1695;86,9856;32,533;18,2075
05/12/2024 06:30;05/12/2024 05:30;12,2106;23,5521;31,6979;65,3532;40,8552;15,4795
05/12/2024 06:45;05/12/2024 05:45;12,2432;14,9137;32,0036;33,1032;40,8633;17,4679
05/12/2024 07:00;05/12/2024 06:00;12,2179;14,9137;31,9625;33,1164;40,9446;19,8709
05/12/2024 07:15;05/12/2024 06:15;12,2541;20,4472;31,7534;53,5572;40,8524;20,1946
05/12/2024 07:30;05/12/2024 06:30;12,236;18,3983;31,831;46,2564;40,4813;18,1141
05/12/2024 07:45;05/12/2024 06:45;12,2251;14,7792;31,9534;32,2044;40,7089;18,0219
05/12/2024 08:00;05/12/2024 07:00;12,2323;14,7792;31,9538;32,1912;40,7603;18,1141
05/12/2024 08:15;05/12/2024 07:15;12,2504;14,7792;31,9735;32,1036;40,9337;20,1946
05/12/2024 08:30;05/12/2024 07:30;12,2504;19,3674;31,8178;49,2096;40,6682;19,2248
05/12/2024 08:45;05/12/2024 07:45;12,2251;14,8227;31,9315;32,7708;40,4813;17,4679
05/12/2024 09:00;05/12/2024 08:00;12,2143;14,9137;31,931;32,3016;40,9364;18,5312
05/12/2024 09:15;05/12/2024 08:15;12,1998;14,9137;31,9297;32,346;40,4651;18,9471
05/12/2024 09:30;05/12/2024 08:30;12,2468;14,9137;31,9213;32,1096;40,1237;18,622
05/12/2024 09:45;05/12/2024 08:45;12,2323;14,9137;31,947;32,172;40,7603;18,2034
05/12/2024 10:00;05/12/2024 09:00;12,2323;14,9137;31,8865;32,4192;40,3784;18,901
05/12/2024 10:15;05/12/2024 09:15;12,2468;14,9137;31,8828;32,58;40,3784;18,2075
05/12/2024 10:30;05/12/2024 09:30;12,2179;14,9137;31,9229;32,5356;41,1288;18,7155
05/12/2024 10:45;05/12/2024 09:45;12,2468;15,1827;31,828;34,1604;41,0421;20,4208
05/12/2024 11:00;05/12/2024 10:00;12,2143;21,258;31,659;56,6076;40,7658;19,9129
05/12/2024 11:15;05/12/2024 10:15;12,2179;15,859;31,8943;36,0372;41,0827;17,8838
05/12/2024 11:30;05/12/2024 10:30;12,2179;14,799;31,9065;31,7724;41,3157;19,4008
05/12/2024 11:45;05/12/2024 10:45;12,2504;27,8;31,3508;77,2548;39,8311;19,9643
05/12/2024 12:00;05/12/2024 11:00;12,207;16,8043;31,8037;40,212;40,2971;18,4838
05/12/2024 12:15;05/12/2024 11:15;12,2106;15,1827;31,9009;34,6848;40,7603;18,4378
05/12/2024 12:30;05/12/2024 11:30;12,207;15,1827;31,8399;34,5936;40,7658;19,5945
05/12/2024 12:45;05/12/2024 11:45;12,2541;19,3674;31,6192;49,236;40,7603;20,6565
05/12/2024 13:00;05/12/2024 12:00;12,207;20,8546;31,6824;54,9288;40,7603;19,455
05/12/2024 13:15;05/12/2024 12:15;12,2323;20,8546;31,6497;54,7584;40,8524;19,7043
05/12/2024 13:30;05/12/2024 12:30;12,207;21,7999;31,6518;58,0944;40,8524;19,409
05/12/2024 13:45;05/12/2024 12:45;12,2251;18,695;31,739;47,5932;40,7766;18,4378
05/12/2024 14:00;05/12/2024 13:00;12,2143;21,258;31,6773;56,9628;40,6682;21,35
05/12/2024 14:15;05/12/2024 13:15;12,2287;26,388;31,3839;72,4848;37,3388;20,3517
05/12/2024 14:30;05/12/2024 13:30;12,2106;22,6147;31,6303;62,2536;36,7835;17,8838
05/12/2024 14:45;05/12/2024 13:45;12,2106;14,7792;31,988;32,7192;40,8524;15,9874
05/12/2024 15:00;05/12/2024 14:00;12,2432;14,7792;31,9963;32,5752;41,1288;18,0748
05/12/2024 15:15;05/12/2024 14:15;12,2541;17,7496;31,7519;44,0172;40,6682;21,0276
05/12/2024 15:30;05/12/2024 14:30;12,2541;22,8797;31,7144;62,4276;40,5761;18,9484
05/12/2024 15:45;05/12/2024 14:45;12,2251;15,1827;32,0674;34,2816;41,546;18,4608
05/12/2024 16:00;05/12/2024 15:00;12,236;20,724;31,7555;54,726;41,0367;21,9054
05/12/2024 16:15;05/12/2024 15:15;12,2468;25,9846;31,5263;71,7324;40,205;18,2536
05/12/2024 16:30;05/12/2024 15:30;12,2323;14,7792;32,0268;32,7936;40,7603;17,514
05/12/2024 16:45;05/12/2024 15:45;12,1998;15,859;31,9558;36,4512;40,8524;20,75
05/12/2024 17:00;05/12/2024 16:00;12,2106;26,1467;31,5581;72,4848;40,2944;20,3341
05/12/2024 17:15;05/12/2024 16:15;12,1926;18,695;31,8613;48,3852;40,7603;17,0074
05/12/2024 17:30;05/12/2024 16:30;12,2504;16,1794;32,0332;37,8348;40,996;21,0967
05/12/2024 17:45;05/12/2024 16:45;12,236;29,8964;31,6637;84,1872;40,7603;21,304
05/12/2024 18:00;05/12/2024 17:00;12,2468;26,7914;31,7141;75,7116;40,7603;16,8665
05/12/2024 18:15;05/12/2024 17:15;12,236;14,6447;32,2158;32,2464;41,592;18,6288
05/12/2024 18:30;05/12/2024 17:30;12,2432;24,6319;31,7425;68,478;40,8552;22,5068
05/12/2024 18:45;05/12/2024 17:45;12,2143;30,3038;31,5408;84,7044;38,7258;18,1628
05/12/2024 19:00;05/12/2024 18:00;12,2504;14,7792;31,8766;31,8828;40,1833;16,127
05/12/2024 19:15;05/12/2024 18:15;12,2179;14,7792;31,9141;31,8072;40,4813;16,4507
05/12/2024 19:30;05/12/2024 18:30;12,2323;14,7792;31,8847;31,7592;39,9314;16,7392
05/12/2024 19:45;05/12/2024 18:45;12,2251;14,7792;31,8907;31,6776;40,4813;16,9126
05/12/2024 20:00;05/12/2024 19:00;12,2251;14,7792;31,8488;31,8192;40,2971;16,727
05/12/2024 20:15;05/12/2024 19:15;12,2432;14,7792;31,8668;32,0424;37,2928;15,7572
05/12/2024 20:30;05/12/2024 19:30;12,2251;14,7792;31,9781;32,1;40,9446;16,9586
05/12/2024 20:45;05/12/2024 19:45;12,2504;14,7792;31,9423;32,1432;40,9446;18,1141
05/12/2024 21:00;05/12/2024 20:00;12,2323;14,7792;31,9016;31,722;40,6682;18,2522
05/12/2024 21:15;05/12/2024 20:15;12,2251;14,7792;31,8712;31,8012;40,5761;18,3457
05/12/2024 21:30;05/12/2024 20:30;12,2504;14,7792;31,9601;31,9704;41,1748;18,7588
05/12/2024 21:45;05/12/2024 20:45;12,1998;15,859;31,754;35,8764;40,3865;20,1485
05/12/2024 22:00;05/12/2024 21:00;12,2504;16,8281;31,8803;40,308;40,2971;19,1774
05/12/2024 22:15;05/12/2024 21:15;12,2251;14,7792;31,982;31,2096;40,5761;19,5471
05/12/2024 22:30;05/12/2024 21:30;12,207;20,8546;31,7318;54,7536;40,3079;20,75
05/12/2024 22:45;05/12/2024 21:45;12,2432;17,6152;31,8666;42,9564;40,8524;17,6522
05/12/2024 23:00;05/12/2024 22:00;12,2287;15,7245;32,0507;36,4368;41,4999;20,9802
05/12/2024 23:15;05/12/2024 22:15;12,2468;30,3038;31,538;84,2868;40,6682;20,9802
05/12/2024 23:30;05/12/2024 22:30;12,2143;25,9885;31,7096;72,9852;40,9473;16,7744
05/12/2024 23:45;05/12/2024 22:45;12,236;14,9097;32,1746;33,522;41,592;19,5011
06/12/2024;05/12/2024 23:00;12,236;27,7526;31,6265;77,8596;40,8524;22,3212
06/12/2024 00:15;05/12/2024 23:15;12,2106;31,6525;31,4628;88,806;40,4353;18,1141
06/12/2024 00:30;05/12/2024 23:30;12,2541;16,9388;32,1125;41,1816;41,2209;17,6982
06/12/2024 00:45;05/12/2024 23:45;12,2287;21,7999;31,8943;58,7592;41,015;22,5068
06/12/2024 01:00;06/12/2024;12,2468;35,9638;31,2982;99,1032;40,0208;20,1025
06/12/2024 01:15;06/12/2024 00:15;12,2613;25,9925;31,8375;74,0172;41,3157;16,3071
06/12/2024 01:30;06/12/2024 00:30;12,2541;16,5314;32,1452;39,6828;41,8683;20,1025
06/12/2024 01:45;06/12/2024 00:45;12,2468;34,2116;31,321;94,362;40,0208;23,3384
06/12/2024 02:00;06/12/2024 01:00;12,2106;33,1357;31,4425;92,8332;36,9677;22,6449
06/12/2024 02:15;06/12/2024 01:15;12,2432;37,9968;31,1694;103,17;36,5992;21,9514
06/12/2024 02:30;06/12/2024 01:30;12,2323;39,4009;31,0806;106,044;35,7269;21,2999
06/12/2024 02:45;06/12/2024 01:45;12,2323;40,1564;31,0511;107,222;34,562;20,6104
06/12/2024 03:00;06/12/2024 02:00;12,2251;36,917;31,2908;101,388;34,4699;19,9603
06/12/2024 03:15;06/12/2024 02:15;12,2504;36,2406;31,228;99,3084;35,3747;19,2708
06/12/2024 03:30;06/12/2024 02:30;12,2179;37,3244;31,2438;101,916;35,223;18,6599
06/12/2024 03:45;06/12/2024 02:45;12,2468;31,6525;31,4834;89,3364;35,2339;18,0219
06/12/2024 04:00;06/12/2024 03:00;12,2179;25,4427;31,7781;71,4;41,0719;17,8377
06/12/2024 04:15;06/12/2024 03:15;12,2179;29,6274;31,5731;84,0036;41,0367;22,2751
06/12/2024 04:30;06/12/2024 03:30;12,2432;44,7485;30,5436;113,8;27,3506;21,6981
06/12/2024 04:45;06/12/2024 03:45;12,2106;40,4293;30,8718;107,417;33,5543;22,8779
06/12/2024 05:00;06/12/2024 04:00;12,2504;38,5387;31,0462;104,002;31,4954;22,2751
06/12/2024 05:15;06/12/2024 04:15;12,2287;30,3038;31,4682;85,6728;28,9245;21,6277
06/12/2024 05:30;06/12/2024 04:30;12,2143;29,8964;31,4517;84,0888;34,0988;19,7788
06/12/2024 05:45;06/12/2024 04:45;12,2287;26,827;31,6974;77,0136;40,7603;15,3413
06/12/2024 06:00;06/12/2024 05:00;12,2251;14,9137;32,1946;33,6144;41,592;18,5014
06/12/2024 06:15;06/12/2024 05:15;12,2504;22,7412;31,8027;61,9368;40,9446;22,3442
06/12/2024 06:30;06/12/2024 05:30;12,2106;35,1609;31,5348;97,83;40,5761;20,0104
06/12/2024 06:45;06/12/2024 05:45;12,2179;25,0432;31,9041;70,5732;41,1369;16,5889
06/12/2024 07:00;06/12/2024 06:00;12,2468;16,5314;32,124;40,08;41,4105;19,9643
06/12/2024 07:15;06/12/2024 06:15;12,2432;26,7914;31,7056;74,2608;40,7631;21,0737
06/12/2024 07:30;06/12/2024 06:30;12,236;21,7999;31,8364;59,2584;40,3892;16,3572
06/12/2024 07:45;06/12/2024 06:45;12,2179;14,7792;32,1128;32,46;41,2263;18,5312
06/12/2024 08:00;06/12/2024 07:00;12,2504;16,9111;31,8858;39,8532;40,8524;20,6998
06/12/2024 08:15;06/12/2024 07:15;12,236;22,4762;31,7287;60,3516;40,7603;19,4103
06/12/2024 08:30;06/12/2024 07:30;12,2179;14,7792;32,0064;32,442;40,717;17,9759
06/12/2024 08:45;06/12/2024 07:45;12,2504;14,7792;31,9417;32,6484;40,2971;18,901
06/12/2024 09:00;06/12/2024 08:00;12,2432;14,7792;31,9739;32,6064;40,6682;20,0226
06/12/2024 09:15;06/12/2024 08:15;12,2179;20,5816;31,7679;54,2988;39,1945;20,1946
06/12/2024 09:30;06/12/2024 08:30;12,2541;17,0733;31,857;40,9764;41,0367;17,8838
06/12/2024 09:45;06/12/2024 08:45;12,2143;14,9137;31,9398;33,0384;40,4813;18,9931
06/12/2024 10:00;06/12/2024 09:00;12,2179;14,9137;31,9048;33,3384;40,782;19,3629
06/12/2024 10:15;06/12/2024 09:15;12,2287;14,9137;31,9922;33,5712;41,1288;20,1025
06/12/2024 10:30;06/12/2024 09:30;12,2287;22,6067;31,7071;61,632;40,8633;20,4262
06/12/2024 10:45;06/12/2024 09:45;12,2541;15,859;31,9767;36,4044;40,8524;16,9139
06/12/2024 11:00;06/12/2024 10:00;12,2106;14,9453;31,9894;33,3516;40,2971;17,8404
06/12/2024 11:15;06/12/2024 10:15;12,2468;14,9968;31,954;33,7524;40,7603;20,4249
06/12/2024 11:30;06/12/2024 10:30;12,2323;19,7748;31,796;52,128;38,2518;18,7155
06/12/2024 11:45;06/12/2024 10:45;12,236;25,3082;31,3597;68,5224;40,3892;17,9298
06/12/2024 12:00;06/12/2024 11:00;12,2251;14,7792;32,0023;32,8476;40,9229;17,7903
06/12/2024 12:15;06/12/2024 11:15;12,2468;23,4176;31,5966;63,186;40,5761;22,4133
06/12/2024 12:30;06/12/2024 11:30;12,2143;19,7748;31,6549;51,906;38,9101;22,5068
06/12/2024 12:45;06/12/2024 11:45;12,2287;22,2033;31,7025;60,5352;32,9312;21,0561
06/12/2024 13:00;06/12/2024 12:00;12,2432;24,2284;31,5665;66,9228;36,136;19,409
06/12/2024 13:15;06/12/2024 12:15;12,2541;27,1988;31,3478;75,8664;36,3906;17,6982
06/12/2024 13:30;06/12/2024 12:30;12,236;14,795;31,9714;32,9496;40,8524;17,7903
06/12/2024 13:45;06/12/2024 12:45;12,236;14,8583;31,9451;32,7768;40,7603;19,3629
06/12/2024 14:00;06/12/2024 13:00;12,2179;16,8676;31,7775;40,3596;36,415;20,1025
06/12/2024 14:15;06/12/2024 13:15;12,207;18,2876;31,724;44,9832;40,3431;19,8248
06/12/2024 14:30;06/12/2024 13:30;12,1926;18,695;31,7681;47,298;40,9446;19,8709
06/12/2024 14:45;06/12/2024 13:45;12,2649;20,1782;31,7009;52,9752;40,9446;18,4838
06/12/2024 15:00;06/12/2024 14:00;12,2432;14,9137;31,9198;32,8908;41,0367;19,1774
06/12/2024 15:15;06/12/2024 14:15;12,2179;16,8043;31,8747;39,9768;41,3049;21,0276
06/12/2024 15:30;06/12/2024 14:30;12,2541;25,3082;31,642;69,6528;40,8524;19,6406
06/12/2024 15:45;06/12/2024 14:45;12,2504;16,2625;32,0063;38,3712;41,1261;17,6061
06/12/2024 16:00;06/12/2024 15:00;12,2432;16,2625;31,9681;38,7696;40,6574;21,0276
06/12/2024 16:15;06/12/2024 15:15;12,2504;25,7117;31,4854;70,752;34,6785;19,5945
06/12/2024 16:30;06/12/2024 15:30;12,2541;18,422;31,8251;46,4664;37,244;18,2536
06/12/2024 16:45;06/12/2024 15:45;12,2685;14,8425;32,0252;32,388;41,0367;19,7788
06/12/2024 17:00;06/12/2024 16:00;12,2287;23,9595;31,6145;65,262;40,7603;21,0276
06/12/2024 17:15;06/12/2024 16:15;12,2794;18,695;31,8118;48,4104;40,6682;16,4967
06/12/2024 17:30;06/12/2024 16:30;12,2251;14,9137;31,9042;33,2148;40,9418;16,7744
06/12/2024 17:45;06/12/2024 16:45;12,2613;14,9137;31,9642;33,3768;41,1261;17,6982
06/12/2024 18:00;06/12/2024 17:00;12,2685;14,9137;31,8767;33,336;40,6791;19,0392
06/12/2024 18:15;06/12/2024 17:15;12,2323;14,9137;31,8691;33,1308;40,3486;18,6234
06/12/2024 18:30;06/12/2024 17:30;12,236;14,9137;31,8833;32,97;36,602;18,087
06/12/2024 18:45;06/12/2024 17:45;12,2251;14,9137;31,8568;33,1308;37,2575;17,4679
06/12/2024 19:00;06/12/2024 18:00;12,2468;14,9137;31,8111;33,318;35,2095;15,9414
06/12/2024 19:15;06/12/2024 18:15;99,8481;0,2;32,0508;0;38,6337;16,7568
06/12/2024 19:30;06/12/2024 18:30;99,8336;0,2;32,0499;0;40,8524;19,7693
06/12/2024 19:45;06/12/2024 18:45;12,2287;15,0482;31,6791;32,5068;40,8064;17,9298
06/12/2024 20:00;06/12/2024 19:00;12,2179;15,0482;31,2624;31,3464;28,3692;14,5083
06/12/2024 20:15;06/12/2024 19:15;99,8336;0,2;32,0574;0;37,6178;16,727
06/12/2024 20:30;06/12/2024 19:30;99,8698;0,2;32,1002;0;41,0367;18,3917
06/12/2024 20:45;06/12/2024 19:45;99,8445;0,2;32,0599;0;40,8524;19,7327
06/12/2024 21:00;06/12/2024 20:00;12,236;14,1029;31,002;40,3656;18,2211;16,6349
06/12/2024 21:15;06/12/2024 20:15;99,8626;0,2;32,1819;0;41,1288;16,5889
06/12/2024 21:30;06/12/2024 20:30;99,8372;0,2;32,2603;0;41,3265;19,3169
06/12/2024 21:45;06/12/2024 20:45;12,2106;19,3674;31,7924;48,8052;40,5761;20,8881
06/12/2024 22:00;06/12/2024 21:00;12,2649;19,7748;31,8452;51,7752;41,0638;18,2075
06/12/2024 22:15;06/12/2024 21:15;12,2323;14,7832;31,9796;32,3208;41,1288;17,514
06/12/2024 22:30;06/12/2024 21:30;12,2323;14,7792;32,0838;32,772;41,4213;19,1272
06/12/2024 22:45;06/12/2024 21:45;12,236;23,1486;31,7176;62,1024;40,9446;21,9514
06/12/2024 23:00;06/12/2024 22:00;12,2432;26,7914;31,4447;73,338;36,6913;17,8377
06/12/2024 23:15;06/12/2024 22:15;12,2143;14,799;32,0707;32,5812;41,0367;17,6522
06/12/2024 23:30;06/12/2024 22:30;12,2179;17,3422;31,9595;41,7348;40,9852;21,434
06/12/2024 23:45;06/12/2024 22:45;12,2323;28,8166;31,3331;79,1832;33,454;20,0564
07/12/2024;06/12/2024 23:00;12,2323;24,2284;31,7264;65,772;38,8288;18,4893
07/12/2024 00:15;06/12/2024 23:15;12,2432;17,0733;32,0323;41,394;41,4078;19,5363
07/12/2024 00:30;06/12/2024 23:30;12,2649;26,388;31,6991;72,8016;41,1288;21,6981
07/12/2024 00:45;06/12/2024 23:45;12,2179;36,917;30,9826;99,4656;33,7331;20,8421
07/12/2024 01:00;07/12/2024;12,2504;42,9923;31,2165;113,708;40,3892;20,6145
07/12/2024 01:15;07/12/2024 00:15;12,2287;47,3115;30,9147;120,979;33,2698;19,7747
07/12/2024 01:30;07/12/2024 00:30;12,2251;46,2317;30,8968;118,939;35,3097;18,901
07/12/2024 01:45;07/12/2024 00:45;12,2179;40,1564;31,456;109,462;38,9101;18,068
07/12/2024 02:00;07/12/2024 01:00;12,2432;30,9762;31,7449;88,0776;40,8524;18,4026
07/12/2024 02:15;07/12/2024 01:15;12,2468;33,4087;31,6711;94,59;40,5761;21,304
07/12/2024 02:30;07/12/2024 01:30;12,236;42,3872;31,1645;112,832;36,7835;20,6578
07/12/2024 02:45;07/12/2024 01:45;12,2106;44,2066;31,0914;116,154;37,7072;19,8709
07/12/2024 03:00;07/12/2024 02:00;12,2685;43,9377;31,0568;115,271;36,4177;19,1313
07/12/2024 03:15;07/12/2024 02:15;12,2794;37,6764;31,1089;101,921;37,523;18,3917
07/12/2024 03:30;07/12/2024 02:30;12,2432;30,9762;31,6492;87,5388;41,3157;17,6102
07/12/2024 03:45;07/12/2024 02:45;12,2432;24,6398;31,7409;69,1488;41,3157;20,0673
07/12/2024 04:00;07/12/2024 03:00;12,2179;29,224;31,646;82,56;41,3157;19,8519
07/12/2024 04:15;07/12/2024 03:15;12,2649;25,3082;31,8116;71,106;41,443;18,1493
07/12/2024 04:30;07/12/2024 03:30;12,207;22,2033;31,898;60,0504;41,592;20,0564
07/12/2024 04:45;07/12/2024 03:45;12,2468;29,3584;31,6491;82,8864;40,9446;20,5183
07/12/2024 05:00;07/12/2024 04:00;12,2541;25,7117;31,7657;71,6652;41,0827;17,6061
07/12/2024 05:15;07/12/2024 04:15;12,2541;18,3034;32,0296;46,5888;41,0367;19,409
07/12/2024 05:30;07/12/2024 04:30;12,2721;25,3082;31,7368;69,5916;40,8064;21,1658
07/12/2024 05:45;07/12/2024 04:45;12,2323;28,8166;31,6873;81,0888;41,4078;19,455
07/12/2024 06:00;07/12/2024 05:00;12,2323;29,8964;31,5349;83,3028;40,7197;19,8248
07/12/2024 06:15;07/12/2024 05:15;12,2179;30,4382;31,3685;84,642;39,6415;19,0392
07/12/2024 06:30;07/12/2024 05:30;12,2504;25,9846;31,7005;72,4452;41,1234;18,6694
07/12/2024 06:45;07/12/2024 05:45;12,2143;25,0393;31,6463;69,1728;40,8524;19,8993
07/12/2024 07:00;07/12/2024 06:00;12,2251;25,3082;31,7868;70,6104;40,8524;20,2203
07/12/2024 07:15;07/12/2024 06:15;12,236;33,9466;31,5929;95,3376;40,6682;20,6578
07/12/2024 07:30;07/12/2024 06:30;12,2468;21,527;31,8481;58,638;33,454;20,7147
07/12/2024 07:45;07/12/2024 06:45;12,2287;25,3082;31,8214;70,032;36,1306;23,9399
07/12/2024 08:00;07/12/2024 07:00;12,2541;27,7684;31,6546;77,9136;36,2281;20,4723
07/12/2024 08:15;07/12/2024 07:15;12,2541;27,0644;31,5964;75,9528;34,6081;15,9333
07/12/2024 08:30;07/12/2024 07:30;12,2468;14,7792;31,9609;32,5596;40,9256;16,9586
07/12/2024 08:45;07/12/2024 07:45;12,236;14,7792;31,9291;32,2044;40,4813;17,9759
07/12/2024 09:00;07/12/2024 08:00;12,2323;14,7832;31,9167;32,3412;40,7576;17,8377
07/12/2024 09:15;07/12/2024 08:15;12,2251;14,7792;31,8973;32,4036;40,7576;18,3917
07/12/2024 09:30;07/12/2024 08:30;12,2468;14,8306;31,8882;32,3904;40,9446;18,2536
07/12/2024 09:45;07/12/2024 08:45;12,2504;14,7792;31,8581;32,4084;38,4495;16,5889
07/12/2024 10:00;07/12/2024 09:00;12,2468;14,8465;31,8688;32,3496;32,3677;16,127
07/12/2024 10:15;07/12/2024 09:15;12,2143;14,795;31,892;31,9392;32,6711;15,3413
07/12/2024 10:30;07/12/2024 09:30;12,2432;14,7792;31,8855;32,4732;34,5783;14,9241
07/12/2024 10:45;07/12/2024 09:45;99,8626;0,2;32,2945;0;36,136;16,5997
07/12/2024 11:00;07/12/2024 10:00;99,8517;0,2;32,3657;0;41,592;20,1025
